rtu_name,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_command,scan_type_init,scan_type_spont,nro_alertas
PAPUJUNE,64733,0,31996,4115665,3,0,64705,0
SOCABAYA_REP_N,1597062,0,1198586,55587013,3,2,1597033,0
PIEDRAS BLAN,161128,36,806035,3478221,3,0,0,0
SANTUARIO,137318,2,717215,8228791,3,26,0,8
CVERDE,138787,1,693995,5136484,3,0,0,0
POMACO,215794,53,1079570,8652327,7,6,0,0
TOQUEPALA,71338,143,359555,2284689,3,0,0,0
CALLALLI,51093,0,261537,3341453,3,0,0,0
TOCACHE_N,828886,0,623082,22650896,3,0,828859,0
TINTAYA_N,571651,0,429630,17597497,3,0,571624,0
AZANGARO,172835,0,864285,1945019,5,0,0,0
AYAVIRI,45300,0,226560,4260277,3,0,0,0
MANTARO_N,4164502,0,3124254,132972691,3,0,4164475,0
SANROS_N,1688818,0,1267576,48991207,4,0,1688790,0
MOLLENDO,68470,1013,361330,148382,7,70,0,19
MOQUEGUA,59426,1057,318440,870721,3,0,0,0
REPARTICION,78988,2,455576,5274066,3,0,0,0
TINGOMARIA,138141,45,691195,5367376,3,0,0,0
CALLAHUANCA,188950,377,948540,5581407,3,0,0,0
PACHACHACA,149500,147,748500,2809645,3,114,0,10
ZAPALLAL,235665,766,1182400,2577589,7,0,0,0
CHILCA1,208561,26,1043110,7236149,6,0,0,0
HUACHO,114258,225,573940,6680938,19,0,0,0
VENTANILLA,199060,301,998590,6736467,7,0,0,0
COLCABAMBA,2500336,0,1876236,80137433,3,0,2500309,0
SURIRAY,1195525,0,897580,33628516,3,0,1195497,0
SANNICOLAS,72371,28443,504250,1724455,3,0,0,0
SOCABAYA_N,2000053,0,1501080,63584741,3,0,2000026,0
PARIÑAS,2634789,0,1976954,119153392,5,0,2634760,0
TRUJILLNUEV,137700,1445,705770,11878887,5,0,0,0
TINGOMARIA_N,474298,0,356400,17511808,3,0,474271,0
OROYA_N,1221964,0,917034,33798727,3,0,1221937,0
HUANUCO,231995,50,1160510,3965519,3,0,0,0
HUAYUCACHI,274607,8,1373295,1806250,9,0,0,0
QUENCORO_N,2015925,0,1513724,56104969,5,0,2015896,0
OLLEROS,203717,486,1022910,2569038,4,0,0,0
LANINA_N,2663820,0,1999660,79150771,7,0,2663789,0
YARABAMBA,4112471,3,3085688,210118119,7,1,4112442,0
PARAGSHA2,89803,189,450850,1937281,3,3,0,0
AUCAYACU_N,477286,0,358674,18536107,3,0,477259,0
HUANCAVEL_N,2066988,0,1551212,57125049,5,0,2066959,0
CHAVARRIA,190172,1044,1189920,2694504,3,0,0,0
PUNO_N,368924,0,277958,12057537,11,0,368889,0
JULIACA_N,163557,0,123492,6125497,3,0,163530,0
MARCONA,5780957,0,4336812,212085003,6,0,5780927,0
CARABAYLLO,253981,308,1276755,7950181,49,0,0,0
GUADALUPE_N,1481811,0,1112430,41185953,9,0,1481778,0
PARAGSHA_NVA,186518,417,937070,9090973,6,4,0,0
HUANUCO_N,1438667,0,1080150,39183966,3,0,1438640,0
CARHUAMAYO,133176,185,667880,6172349,3,0,0,0
PIURA2_N,3497782,0,2626526,101204717,116,0,3497642,0
CHIMBOTE1_N,163800,0,123888,10077494,27,3,163746,0
VIZCARRA,52117,14,260750,2985811,3,0,0,0
TINGOM_ETS_N,347372,1,261622,24841107,6,1,347342,0
PLANICIE,203711,266,1021325,6798573,4,0,0,0
DESIERTO,146472,221,733520,4881589,3,0,0,0
MOQUEGUA_N,93519,0,70590,4732281,3,0,93492,0
SANJUAN_N,951282,0,714814,26262712,7,0,951251,0
ICA,159151,97,798175,11972537,23,2,0,0
ZORRITOS_N,951591,0,715542,26510479,9,0,951558,0
MOLLEPATA,2198530,0,1649760,62792855,3,0,2198503,0
TALARA N,208664,0,157702,5682560,7,0,208633,0
CARAPONGO,660889,0,496238,31779899,9,5,660851,0
INDUSTRIALES,259869,0,195438,7450800,3,0,259842,0
CHIMBOTENVA_N,701487,0,526978,19288647,10,0,701453,0
INDEPE_N,1393216,0,1045462,110118977,34,0,1393182,0
LA_BREA,768105,0,576798,22438138,3,0,768078,0
ABANCAY,1748130,0,1312254,48383857,3,0,1748103,0
REQUE,1759638,0,1320618,54466897,3,0,1759611,0
CHAVARRIA_N,891104,2,669550,25242313,7,0,891075,0
AMARILIS,78446,0,58410,9648654,3,0,78419,0
PUCALLPA_N,212914,0,160512,43737104,3,0,212887,0
AGUAYTIA_N,151808,0,114702,28929152,3,0,151781,0
PARAGSHA2_N,497702,0,374064,22697556,3,0,497675,0
COMBAPATA_N,4195847,0,3147960,139073567,3,0,4195820,0
PARAMONGA_N,2566540,0,1927414,72974035,82,0,2566434,0
CHICLAYO_N,1782691,0,1338078,62663953,3,0,1782664,0
TRUJILLO_N,2742377,0,2059412,93283341,55,4,2742294,0
POROMA,879942,0,661230,24491587,3,0,879915,0
COTARUSE_N,1601766,0,1202028,52529428,3,0,1601739,0
ORCOTUNA,1127056,0,845638,85310743,3,1,1127028,0
MONTALVO,369002,0,277488,10187484,3,0,368975,0
PAPUJUNE,85370,0,50904,6352551,3,0,85343,0
SOCABAYA_REP_N,1652320,0,1239984,57243229,3,0,1652293,0
PIEDRAS BLAN,160025,81,800975,3474193,3,2,0,0
SANTUARIO,138308,0,722138,8237130,3,28,0,10
CVERDE,138231,2,691250,5260705,3,2,0,0
POMACO,216047,15,1080475,8788955,3,2,0,0
TOQUEPALA,70271,187,355160,2252904,3,2,0,0
CALLALLI,50926,0,260774,3346503,3,2,0,0
TOCACHE_N,833290,11,626378,22792386,3,11,833263,3
TINTAYA_N,558983,1,420122,17346818,3,2,558955,0
AZANGARO,171704,0,858650,1980677,4,2,0,0
AYAVIRI,43544,0,218505,4404113,3,3,0,1
MANTARO_N,4206035,0,3155428,134001460,3,1,4206007,0
SANROS_N,1720945,0,1291708,49991114,3,1,1720917,0
MOLLENDO,81721,424,416735,154126,3,5,0,0
MOQUEGUA,58419,1110,314510,871433,3,2,0,0
REPARTICION,78086,7,451252,5418246,4,2,0,0
TINGOMARIA,137391,65,687670,5374644,3,2,0,0
CALLAHUANCA,190578,347,956410,5513733,3,5,0,0
PACHACHACA,151943,18,759970,2861873,3,2,0,0
ZAPALLAL,235300,759,1180530,2595177,3,2,0,0
CHILCA1,208765,31,1044150,7211688,3,2,0,0
HUACHO,113636,192,570505,6799863,15,2,0,0
VENTANILLA,197998,293,993240,6876351,3,2,0,0
COLCABAMBA,2498070,0,1874620,80159431,3,1,2498042,0
SURIRAY,1180325,0,886336,33441385,3,1,1180297,0
SANNICOLAS,71894,28052,500180,1713288,3,3,0,0
SOCABAYA_N,1963142,0,1473292,62800800,3,1,1963114,0
PARIÑAS,2654180,0,1991558,119992000,7,1,2654148,0
TRUJILLNUEV,140170,1444,717570,11766744,3,2,0,0
TINGOMARIA_N,484079,0,363760,17629812,3,1,484051,0
OROYA_N,1412591,0,1060018,39331670,3,1,1412563,0
HUANUCO,218151,574,1095805,3772696,4,134,0,16
HUAYUCACHI,271425,55,1357850,1762657,7,5,0,0
QUENCORO_N,2060625,0,1547236,57557339,3,1,2060597,0
OLLEROS,204724,435,1027400,2587249,3,2,0,0
LANINA_N,2642607,0,1983742,78663224,3,1,2642579,0
YARABAMBA,3991089,0,2994586,205951609,3,1,3991061,0
PARAGSHA2,87951,148,441360,1929393,3,4,0,0
AUCAYACU_N,475872,0,357586,18527751,3,1,475844,0
HUANCAVEL_N,2213336,0,1661042,61715597,7,1,2213304,0
CHAVARRIA,191520,993,1198678,2695853,5,2,0,0
PUNO_N,370492,7,279210,12143607,7,8,370460,0
JULIACA_N,164354,0,124126,6300229,3,1,164326,0
MARCONA,5540592,0,4156608,209180117,5,1,5540562,0
CARABAYLLO,251826,352,1266845,7936119,55,2,0,0
GUADALUPE_N,1518325,0,1140474,42218792,17,1,1518283,0
PARAGSHA_NVA,183286,337,920155,9019902,6,5,0,0
HUANUCO_N,1442665,0,1083230,39270768,4,1,1442636,0
CARHUAMAYO,110816,212,556370,5234717,4,6,0,0
PIURA2_N,3747424,0,2814052,110427694,126,1,3747273,0
CHIMBOTE1_N,165293,0,124786,10098737,15,4,165250,0
VIZCARRA,51662,47,258820,2978536,3,2,0,0
TINGOM_ETS_N,357354,0,269100,24836623,5,1,357324,0
PLANICIE,203839,288,1022250,6709970,3,2,0,0
DESIERTO,146134,235,731925,4931338,3,2,0,0
MOQUEGUA_N,90462,0,68290,4355974,3,1,90434,0
SANJUAN_N,977591,0,735088,27019657,3,1,977563,0
ICA,154514,112,774490,12944881,21,4,0,0
ZORRITOS_N,880666,0,662422,24455258,9,1,880632,0
MOLLEPATA,2206869,0,1656112,63237863,3,1,2206841,0
TALARA N,207162,0,156788,5653975,7,1,207130,0
CARAPONGO,696255,0,522698,33321655,5,6,696220,0
INDUSTRIALES,252001,0,189514,7427184,3,1,251973,0
CHIMBOTENVA_N,684568,0,514382,18781535,13,1,684530,0
INDEPE_N,1429908,0,1073354,114299096,55,1,1429852,0
LA_BREA,772915,0,580474,22643909,3,1,772887,0
ABANCAY,1738552,0,1305124,48236582,3,1,1738524,0
REQUE,1845500,0,1385044,57364319,3,1,1845472,0
CHAVARRIA_N,958014,0,720074,27051204,12,6,957973,0
AMARILIS,79286,0,59470,9722960,3,1,79258,0
PUCALLPA_N,217660,0,164116,44893951,3,1,217632,0
AGUAYTIA_N,157369,0,118906,30282543,3,1,157341,0
PARAGSHA2_N,505228,0,379714,23537625,3,1,505200,0
COMBAPATA_N,4167458,0,3126664,137241695,3,1,4167430,0
PARAMONGA_N,2225477,0,1671642,62286438,77,1,2225375,0
CHICLAYO_N,1821261,0,1366966,64814138,3,1,1821233,0
TRUJILLO_N,3001476,0,2254056,103106855,31,14,3001407,9
POROMA,771212,0,579742,21538922,3,1,771184,0
COTARUSE_N,1128575,1,844944,46859571,5,1,1128546,0
ORCOTUNA,1186448,0,890338,86255021,3,1,1186420,0
MONTALVO,366222,0,275434,10116535,3,1,366194,0
PAPUJUNE,68809,0,35800,4599441,3,1,68781,0
SOCABAYA_REP_N,1626518,0,1220650,57416762,3,1,1626490,0
PIEDRAS BLAN,162359,44,812280,3496172,3,0,0,0
SANTUARIO,136856,0,714819,8618043,3,22,0,8
CVERDE,141782,3,708980,5457589,3,0,0,0
POMACO,215664,24,1078605,8751526,3,0,0,0
TOQUEPALA,26989,2351,174315,876151,3,48,0,4
CALLALLI,50973,0,260937,3351812,3,0,0,0
TOCACHE_N,818242,0,615114,22379382,3,0,818215,0
TINTAYA_N,584955,0,439590,17975340,3,0,584928,0
AZANGARO,171439,0,857295,2005024,5,0,0,0
AYAVIRI,42998,0,215150,4461920,7,0,0,0
MANTARO_N,4212515,0,3160296,134058845,3,0,4212488,0
SANROS_N,1712239,0,1285146,49716420,3,0,1712212,0
MOLLENDO,81202,466,414895,150252,3,4,0,0
MOQUEGUA,58393,1099,314075,874338,3,0,0,0
REPARTICION,77712,3,449279,5804860,4,0,0,0
TINGOMARIA,138548,24,693025,5365253,3,0,0,0
CALLAHUANCA,190725,347,957095,5545407,3,0,0,0
PACHACHACA,152224,30,761465,2819697,3,0,0,0
ZAPALLAL,236036,794,1184340,2544867,3,0,0,0
CHILCA1,208314,25,1042930,7259700,14,0,0,0
HUACHO,114463,186,574410,6712906,3,0,0,0
VENTANILLA,197141,288,988935,6958071,8,0,0,0
COLCABAMBA,2475825,0,1857876,79833872,3,0,2475798,0
SURIRAY,1204318,0,904200,33725204,3,0,1204291,0
SANNICOLAS,71809,27962,499575,1714633,3,0,0,0
SOCABAYA_N,1987689,9,1491984,63244979,30,0,1987644,0
PARIÑAS,2601540,0,1952200,116002945,19,0,2601497,0
TRUJILLNUEV,142978,1485,732260,11764230,9,0,0,0
TINGOMARIA_N,472542,0,355068,17492400,3,0,472515,0
OROYA_N,1289965,0,968016,35758454,3,0,1289938,0
HUANUCO,230665,39,1153755,4191319,3,0,0,0
HUAYUCACHI,268019,103,1341210,1751287,13,33,0,5
QUENCORO_N,2026737,0,1521858,56575139,9,0,2026704,0
OLLEROS,213867,472,1073505,2672712,3,0,0,0
LANINA_N,2661795,1,1998236,79491052,6,0,2661766,0
YARABAMBA,4030009,0,3023678,206177896,3,0,4029983,0
PARAGSHA2,89256,181,448235,1930114,6,12,0,9
AUCAYACU_N,489383,0,367716,18680607,3,0,489356,0
HUANCAVEL_N,2232461,1,1675308,62481280,5,1,2232432,0
CHAVARRIA,188879,1045,1186508,2688618,14,8,0,0
PUNO_N,372415,0,280524,12256047,3,0,372388,0
JULIACA_N,156509,0,118358,5940468,11,0,156474,0
MARCONA,5608240,0,4207344,210062995,6,0,5608210,0
CARABAYLLO,247145,346,1249570,8314059,91,0,0,0
GUADALUPE_N,1514990,1,1137562,42081330,14,0,1514953,0
PARAGSHA_NVA,187645,404,942565,9166937,9,18,0,1
HUANUCO_N,1443604,0,1083876,39245431,3,0,1443577,0
CARHUAMAYO,111152,244,558250,5253832,4,7,0,0
PIURA2_N,3944616,0,2960640,116876488,21,0,3944571,0
CHIMBOTE1_N,168601,0,127486,10565048,33,1,168543,0
VIZCARRA,53461,12,267470,2948478,3,0,0,0
TINGOM_ETS_N,347161,0,261410,24843592,5,0,347132,0
PLANICIE,203817,290,1022090,6712822,3,0,0,0
DESIERTO,146456,138,733025,4915384,3,0,0,0
MOQUEGUA_N,89735,0,67764,4309272,3,0,89708,0
SANJUAN_N,943102,0,709206,26077704,3,0,943075,0
ICA,155158,114,778775,13498930,27,0,0,0
ZORRITOS_N,860433,0,647360,23869645,11,0,860398,0
MOLLEPATA,2203887,1,1653720,63268669,3,0,2203861,0
TALARA N,205862,0,155736,5611434,9,0,205829,0
CARAPONGO,690698,0,518526,34682585,6,6,690662,0
INDUSTRIALES,259334,0,195102,7512980,3,0,259307,0
CHIMBOTENVA_N,725767,0,545266,19940875,13,0,725730,0
INDEPE_N,1433570,0,1076166,111909267,58,2,1433510,0
LA_BREA,767910,0,576780,22329650,9,0,767877,0
ABANCAY,1736657,0,1303472,48080416,3,0,1736631,0
REQUE,1805020,0,1354668,55773877,3,0,1804993,0
CHAVARRIA_N,979743,8,737404,27682779,42,11,979674,1
AMARILIS,79339,0,59286,9801293,3,0,79312,0
PUCALLPA_N,216933,0,163710,44665739,15,0,216894,0
AGUAYTIA_N,157379,0,118904,30252471,5,0,157350,0
PARAGSHA2_N,498958,0,375006,23029949,3,0,498931,0
COMBAPATA_N,4163383,0,3123552,138000644,3,0,4163356,0
PARAMONGA_N,2421696,0,1818324,68594137,45,0,2421627,0
CHICLAYO_N,1797380,0,1349532,63518978,33,0,1797323,0
TRUJILLO_N,2961814,0,2223328,98714666,13,0,2961777,0
POROMA,858319,0,644982,23885147,3,0,858292,0
COTARUSE_N,1594070,0,1196226,52315926,3,0,1594043,0
ORCOTUNA,1202056,0,901952,78832498,2,0,1202030,0
MONTALVO,364374,0,274044,10039481,3,0,364347,0
PAPUJUNE,65421,0,32334,4193031,3,0,65394,0
SOCABAYA_REP_N,1598088,0,1199340,56394109,3,0,1598061,0
PIEDRAS BLAN,160847,60,804880,3492254,3,0,0,0
SANTUARIO,135270,3,706874,8907326,3,16,0,7
CVERDE,142537,6,712790,5371854,3,0,0,0
POMACO,215081,60,1076035,8651637,3,10,0,5
TOQUEPALA,9053,3123,98355,378087,4,32,0,1
CALLALLI,51094,4,261603,3334649,3,0,0,0
TOCACHE_N,819536,0,616050,22396884,3,0,819509,0
TINTAYA_N,562078,0,422418,17349873,3,0,562051,0
AZANGARO,170450,4,852430,2043587,5,0,0,0
AYAVIRI,42538,4,212790,4496430,3,0,0,0
MANTARO_N,4128090,0,3097070,131945143,3,5,4128058,0
SANROS_N,1725150,0,1294872,50067463,6,0,1725120,0
MOLLENDO,73204,838,381365,148993,3,65,0,19
MOQUEGUA,58363,1089,313740,872709,3,0,0,0
REPARTICION,77317,12,447254,5948508,3,0,0,0
TINGOMARIA,139058,22,695560,5370191,3,0,0,0
CALLAHUANCA,189584,393,951890,5446793,3,2,0,0
PACHACHACA,150574,104,753810,2811229,9,62,0,19
ZAPALLAL,235457,717,1181090,2564205,3,0,0,0
CHILCA1,208085,26,1040685,7337168,3,0,0,0
HUACHO,114349,320,576050,6663289,97,0,0,0
VENTANILLA,197583,305,991340,6859708,7,0,0,0
COLCABAMBA,2479971,0,1861248,79647725,3,6,2479938,0
SURIRAY,1208621,0,907524,33743919,3,0,1208594,0
SANNICOLAS,70234,27171,489855,1675352,4,9,0,0
SOCABAYA_N,1966027,0,1475534,62435094,5,0,1965998,0
PARIÑAS,2567942,0,1926932,112119497,14,0,2567904,0
TRUJILLNUEV,143062,1413,732805,11589758,2,7,0,0
TINGOMARIA_N,475931,0,357630,17532585,3,0,475904,0
OROYA_N,1244841,0,934206,34482865,3,0,1244814,0
HUANUCO,231754,36,1159185,4108567,3,0,0,0
HUAYUCACHI,272694,28,1363985,1797469,11,3,0,0
QUENCORO_N,2025948,3,1521982,56572661,42,4,2025881,0
OLLEROS,205217,510,1030655,2641190,3,0,0,0
LANINA_N,2650295,0,1989468,78746745,3,0,2650268,0
YARABAMBA,4028188,0,3022360,204411814,3,0,4028160,0
PARAGSHA2,89904,147,451010,1891026,3,2,0,0
AUCAYACU_N,494466,0,371526,18749714,3,0,494439,0
HUANCAVEL_N,2139191,0,1605350,59405165,5,0,2139162,0
CHAVARRIA,190180,1021,1187088,2684797,12,4,0,0
PUNO_N,369679,0,278406,12208113,3,0,369652,0
JULIACA_N,157285,2,118972,6375289,7,5,157251,0
MARCONA,5676738,0,4258690,210440578,4,0,5676710,0
CARABAYLLO,246940,321,1238340,8541690,15,0,0,0
GUADALUPE_N,1470380,2,1104172,40884542,24,0,1470334,0
PARAGSHA_NVA,182944,394,918985,8984250,4,4,0,0
HUANUCO_N,1408310,0,1057734,38584797,3,9,1408274,0
CARHUAMAYO,109540,252,550305,5240579,3,0,0,0
PIURA2_N,3816603,0,2864532,111823838,21,0,3816558,0
CHIMBOTE1_N,167187,0,126544,10263188,34,3,167126,0
VIZCARRA,53096,10,265625,2953116,3,0,0,0
TINGOM_ETS_N,344951,0,259784,24663864,5,0,344922,0
PLANICIE,203188,311,1019170,6743682,3,0,0,0
DESIERTO,147099,150,736300,4789155,3,0,0,0
MOQUEGUA_N,89694,0,67734,4304964,3,0,89667,0
SANJUAN_N,966605,0,726434,26753171,5,0,966576,0
ICA,156984,169,789470,12615833,24,0,0,0
ZORRITOS_N,922576,0,693916,25656740,7,0,922545,0
MOLLEPATA,2208545,0,1657236,63332698,3,0,2208518,0
TALARA N,205936,0,155538,5604964,9,0,205903,0
CARAPONGO,697913,0,523840,33958971,3,1,697885,0
INDUSTRIALES,255697,0,192366,7470987,3,0,255670,0
CHIMBOTENVA_N,705910,0,530314,19404312,7,0,705879,0
INDEPE_N,1427823,2,1071942,113089346,77,0,1427748,0
LA_BREA,734620,0,551754,21260838,6,0,734590,0
ABANCAY,1733827,2,1301552,48016115,7,0,1733797,0
REQUE,1669494,0,1253016,51400878,3,0,1669467,0
CHAVARRIA_N,954050,8,717938,26927885,52,14,953968,10
AMARILIS,78707,0,58740,9595724,3,0,78680,0
PUCALLPA_N,216218,0,163014,44537192,3,0,216191,0
AGUAYTIA_N,156870,0,118482,30177976,3,0,156843,0
PARAGSHA2_N,498219,0,374484,23041086,3,0,498192,0
COMBAPATA_N,4143848,0,3108846,137412270,3,0,4143821,0
PARAMONGA_N,2389810,0,1795208,67791181,104,0,2389682,0
CHICLAYO_N,1719891,0,1291064,60047837,11,0,1719856,0
TRUJILLO_N,2409859,4,1816144,79564971,23,111,2409706,18
POROMA,886044,0,665784,24647367,3,0,886017,0
COTARUSE_N,1632201,0,1224918,52720835,3,0,1632174,0
ORCOTUNA,1245147,0,934338,60210461,3,0,1245120,0
MONTALVO,361299,9,271918,9914736,17,2,361265,0
PAPUJUNE,71970,0,40254,4682637,3,0,71943,0
SOCABAYA_REP_N,1493176,0,1120628,53484434,3,2,1493147,0
PIEDRAS BLAN,161039,58,805820,3467114,3,0,0,0
SANTUARIO,133639,35,699206,8899679,3,25,0,2
CVERDE,141876,56,709855,5165959,3,20,0,1
POMACO,218787,26,1094310,8272522,7,3,0,0
TOQUEPALA,9592,3212,102025,384851,4,108,0,19
CALLALLI,51006,59,261427,3292174,3,50,0,5
TOCACHE_N,807491,0,607098,22073626,3,0,807464,0
TINTAYA_N,593638,0,446112,18059740,3,0,593611,0
AZANGARO,169890,57,850185,1972284,10,44,0,4
AYAVIRI,43916,30,219985,4332788,3,21,0,3
MANTARO_N,4056670,0,3043392,127517740,3,0,4056643,0
SANROS_N,1679116,0,1260392,48670503,8,0,1679084,0
MOLLENDO,71755,889,375195,147162,3,59,0,11
MOQUEGUA,58061,1119,312835,873042,3,0,0,0
REPARTICION,75932,81,440161,6093650,3,54,0,11
TINGOMARIA,139091,16,695665,5357765,4,0,0,0
CALLAHUANCA,187996,447,944470,5492686,3,0,0,0
PACHACHACA,149198,185,747200,2730021,4,173,0,10
ZAPALLAL,235437,774,1181465,2497569,3,4,0,0
CHILCA1,209892,25,1049650,7064902,3,0,0,0
HUACHO,114429,256,576990,6669447,82,9,0,0
VENTANILLA,197915,293,992895,6881466,11,0,0,0
COLCABAMBA,2474851,0,1857180,79785582,3,0,2474824,0
SURIRAY,1206190,0,905466,33724220,3,0,1206163,0
SANNICOLAS,71000,27203,493135,1680183,5,18,0,10
SOCABAYA_N,1979842,0,1485956,62782993,5,0,1979813,0
PARIÑAS,2525252,0,1894910,110280956,14,0,2525214,0
TRUJILLNUEV,140262,1445,717830,11342261,6,0,0,0
TINGOMARIA_N,475961,0,357648,17532890,3,0,475934,0
OROYA_N,1496162,0,1122684,41835513,3,0,1496135,0
HUANUCO,231699,22,1158775,4083893,6,0,0,0
HUAYUCACHI,274720,14,1373905,1715619,9,0,0,0
QUENCORO_N,1950461,0,1464552,54158220,3,0,1950434,0
OLLEROS,206098,484,1034735,2629785,3,0,0,0
LANINA_N,2625307,0,1970754,77885221,6,0,2625277,0
YARABAMBA,3980514,0,2986754,198860660,11,0,3980479,0
PARAGSHA2,88966,191,446780,1865357,3,0,0,0
AUCAYACU_N,496186,0,372822,18757015,3,0,496159,0
HUANCAVEL_N,1939436,1,1455594,53440536,7,0,1939406,0
CHAVARRIA,189318,1056,1187586,2672831,12,2,0,0
PUNO_N,361164,1,271948,11922753,5,0,361136,0
JULIACA_N,154794,0,117076,6021333,11,2,154757,0
MARCONA,5789571,0,4343350,211342602,7,0,5789540,0
CARABAYLLO,248142,396,1245595,8202626,39,0,0,0
GUADALUPE_N,1504487,0,1129446,41763012,15,0,1504448,0
PARAGSHA_NVA,183148,368,919800,9007919,9,4,0,0
HUANUCO_N,1351416,0,1014954,36996131,3,6,1351383,0
CARHUAMAYO,111743,235,561175,5270753,3,0,0,0
PIURA2_N,3668469,0,2753646,106564400,27,0,3668418,0
CHIMBOTE1_N,163032,0,123168,9739371,20,1,162987,0
VIZCARRA,52672,21,263640,2963095,5,0,0,0
TINGOM_ETS_N,341686,0,257358,24293193,6,0,341656,0
PLANICIE,203979,312,1023290,6627145,3,2,0,0
DESIERTO,147517,173,738515,4690374,3,0,0,0
MOQUEGUA_N,88961,0,67170,4217307,3,0,88934,0
SANJUAN_N,887152,4,667144,24604407,9,8,887115,0
ICA,170661,109,855885,11191945,18,0,0,0
ZORRITOS_N,948198,0,713070,26297470,9,0,948165,0
MOLLEPATA,2199956,0,1650804,62931234,3,0,2199929,0
TALARA N,202427,0,152796,5508068,3,0,202400,0
CARAPONGO,672361,1,504764,31646897,8,4,672326,0
INDUSTRIALES,245283,0,184422,7353575,3,0,245256,0
CHIMBOTENVA_N,674252,0,506632,18506213,10,0,674218,0
INDEPE_N,1319745,2,990468,104568911,47,0,1319700,0
LA_BREA,721100,0,541638,20801790,6,0,721070,0
ABANCAY,1720692,0,1291548,47656999,3,0,1720665,0
REQUE,1682635,0,1262856,51916710,3,0,1682608,0
CHAVARRIA_N,971347,1,729822,27421931,10,0,971314,0
AMARILIS,79583,0,59808,9647127,3,0,79556,0
PUCALLPA_N,211176,0,159228,43345646,3,0,211149,0
AGUAYTIA_N,153662,0,116088,29431751,3,0,153635,0
PARAGSHA2_N,494302,0,371508,23033205,3,0,494275,0
COMBAPATA_N,4064827,0,3049794,132985577,3,0,4064800,0
PARAMONGA_N,2519272,0,1891260,71656960,33,0,2519215,0
CHICLAYO_N,1726271,0,1295760,60721289,3,0,1726244,0
TRUJILLO_N,2189220,1,1646024,63177553,10,44,2189143,4
POROMA,899315,0,675786,24983773,3,0,899288,0
COTARUSE_N,1598690,0,1199782,52111722,7,0,1598659,0
ORCOTUNA,1259626,0,945222,48991729,3,0,1259599,0
MONTALVO,335175,16,252352,9137626,27,0,335140,0
PAPUJUNE,68269,0,36724,4328726,7,0,68238,0
SOCABAYA_REP_N,1499312,0,1125602,53722460,12,8,1499268,0
PIEDRAS BLAN,136017,1260,686795,2993633,5,1159,0,3
SANTUARIO,137300,0,717060,8542023,3,22,0,6
CVERDE,142085,34,710800,5162351,3,0,0,0
POMACO,206180,82,1031800,8775101,3,9,0,0
TOQUEPALA,9044,3220,98770,374708,3,52,0,15
CALLALLI,50763,42,260090,3321122,3,33,0,4
TOCACHE_N,827479,0,622212,22616758,3,0,827452,0
TINTAYA_N,612190,0,460078,18698342,3,4,612159,0
AZANGARO,169241,45,846795,2044102,8,35,0,5
AYAVIRI,42687,13,213755,4466175,3,4,0,2
MANTARO_N,4214095,0,3161460,134409884,3,0,4214068,0
SANROS_N,1703377,0,1278498,49400484,3,0,1703350,0
MOLLENDO,80723,522,413335,157532,3,17,0,4
MOQUEGUA,59295,1082,318245,872747,3,0,0,0
REPARTICION,76181,20,441574,6232244,3,0,0,0
TINGOMARIA,136078,169,682270,5305782,15,0,0,0
CALLAHUANCA,188404,417,946260,5649018,3,0,0,0
PACHACHACA,147723,124,739605,2831003,8,82,0,10
ZAPALLAL,234962,864,1179505,2593444,3,5,0,0
CHILCA1,208389,40,1042555,7247992,9,10,0,5
HUACHO,112518,183,564705,6931369,15,0,0,0
VENTANILLA,196421,322,985690,6870363,3,0,0,0
COLCABAMBA,2515405,0,1887588,80363674,3,0,2515378,0
SURIRAY,1196495,0,898260,33631831,3,0,1196468,0
SANNICOLAS,68711,28417,486000,1730941,4,19,0,7
SOCABAYA_N,1992943,0,1495680,63364799,3,0,1992916,0
PARIÑAS,2228036,1,1672050,103287521,16,0,2227997,0
TRUJILLNUEV,144712,1352,738830,11382604,3,0,0,0
TINGOMARIA_N,466084,0,350226,17412890,3,0,466057,0
OROYA_N,1673557,0,1255728,46960353,3,0,1673530,0
HUANUCO,223727,214,1120785,4382095,3,0,0,0
HUAYUCACHI,274835,6,1374325,1777408,5,0,0,0
QUENCORO_N,2016928,0,1514532,56293969,3,3,2016898,0
OLLEROS,213485,450,1071305,2707571,3,0,0,0
LANINA_N,2617722,0,1965070,77729071,4,0,2617694,0
YARABAMBA,4168850,0,3127842,213545706,3,0,4168823,0
PARAGSHA2,91063,248,457860,1855164,3,20,0,5
AUCAYACU_N,496630,0,373152,18784650,3,0,496603,0
HUANCAVEL_N,2261005,0,1696746,62395012,6,0,2260975,0
CHAVARRIA,191799,971,1187585,2697310,10,2,0,0
PUNO_N,357219,0,269274,11828046,15,0,357180,0
JULIACA_N,155474,3,117514,6162986,10,0,155443,0
MARCONA,5692011,0,4270136,211009008,5,0,5691982,0
CARABAYLLO,250211,346,1258330,8128544,52,0,0,0
GUADALUPE_N,1460739,0,1098078,40586774,99,0,1460616,0
PARAGSHA_NVA,182436,446,917120,8897741,22,10,0,9
HUANUCO_N,1457198,0,1094126,39857507,3,2,1457169,0
CARHUAMAYO,112270,257,563995,5363851,3,19,0,8
