rtu_name,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_command,scan_type_init,scan_type_spont,nro_alertas
YARABAMBA,4135408,0,3102714,212113488,3,0,4135381,0
PARAGSHA2,89737,195,450590,1893288,3,6,0,0
AUCAYACU_N,495613,0,372384,18766669,3,0,495586,0
HUANCAVEL_N,2110694,0,1584008,58679777,5,0,2110665,0
CHAVARRIA,192343,976,1194881,2700748,3,0,0,0
PUNO_N,364096,0,274230,12029243,3,0,364069,0
JULIACA_N,159595,0,120516,6058998,3,0,159568,0
MARCONA,5739428,0,4305654,211096428,3,0,5739401,0
CARABAYLLO,249219,294,1249980,8383249,41,0,0,0
GUADALUPE_N,1483713,0,1113738,41383133,3,0,1483686,0
PARAGSHA_NVA,183212,390,920225,8959518,3,6,0,0
HUANUCO_N,1402877,0,1053428,38138653,8,0,1402845,0
CARHUAMAYO,179120,127,897090,8300272,3,0,0,0
PIURA2_N,3610548,0,2710806,104473730,87,0,3610437,0
CHIMBOTE1_N,164473,0,124072,9769008,4,0,164445,0
VIZCARRA,56649,11,283405,2887448,3,0,0,0
TINGOM_ETS_N,312619,0,235496,21977128,5,0,312590,0
PLANICIE,204138,299,1023825,6669624,7,2,0,0
DESIERTO,144732,149,724460,4696766,3,0,0,0
MOQUEGUA_N,92858,0,70086,4582232,3,0,92831,0
SANJUAN_N,923968,0,694628,25558902,5,0,923939,0
ICA,161104,71,807835,12431681,20,2,0,0
ZORRITOS_N,998147,0,750608,27796119,17,0,998106,0
MOLLEPATA,2201700,0,1652370,63005062,3,0,2201673,0
TALARA N,265186,0,200104,7213089,7,0,265155,0
CARAPONGO,684757,0,514022,32107595,8,0,684725,0
INDUSTRIALES,257265,0,193428,7482788,3,0,257238,0
CHIMBOTENVA_N,674305,0,506760,18492708,24,0,674257,0
INDEPE_N,1211888,1,909678,83482047,31,9,1211849,0
LA_BREA,737370,0,553758,21259789,3,0,737343,0
ABANCAY,1723468,0,1293738,47777645,3,0,1723441,0
REQUE,1749648,0,1313124,54210936,3,0,1749621,0
CHAVARRIA_N,926516,0,696202,26533399,7,0,926485,0
AMARILIS,76291,0,56808,8899922,3,0,76264,0
PUCALLPA_N,186179,0,140472,37123856,3,0,186152,0
AGUAYTIA_N,156512,0,118242,30056363,3,0,156485,0
PARAGSHA2_N,514039,0,386316,23590563,3,0,514012,0
COMBAPATA_N,4114926,0,3087096,134659785,3,0,4114899,0
PARAMONGA_N,2473130,0,1856514,70251909,21,0,2473085,0
CHICLAYO_N,1754047,0,1316520,61728952,3,0,1754020,0
TRUJILLO_N,3077200,5,2310440,102497120,6,15,3077160,7
POROMA,932519,0,700812,25903600,3,0,932492,0
COTARUSE_N,1595998,0,1197688,52185624,3,0,1595970,0
ORCOTUNA,1073680,0,805678,90020544,3,1,1073652,0
MONTALVO,362677,0,272760,10040898,3,0,362650,0
PAPUJUNE,90491,0,58266,6586647,3,0,90464,0
SOCABAYA_REP_N,1443143,0,1083222,51799807,11,1,1443107,0
PIEDRAS BLAN,151503,482,762330,3384772,3,0,0,0
SOCABAYA,176145,2,911061,1009205,7,0,0,0
SANTUARIO,133406,0,697515,8830043,3,16,0,9
CVERDE,145114,19,725800,5385973,3,0,0,0
POMACO,214636,118,1074385,8485218,3,0,0,0
TOQUEPALA,15317,2934,127480,599361,3,142,0,12
CALLALLI,51312,0,262674,3324825,3,0,0,0
TOCACHE_N,838244,0,630084,22967109,3,0,838217,0
TINTAYA_N,578254,3,434650,17653689,10,0,578223,0
AZANGARO,170105,0,850635,2040397,5,0,0,0
AYAVIRI,47362,0,236970,4090956,7,0,0,0
MANTARO_N,4146640,0,3110820,131987633,3,0,4146613,0
SANROS_N,1764727,0,1324500,51689431,3,0,1764700,0
MOLLENDO,78973,609,406040,148632,3,38,0,7
MOQUEGUA,55968,1174,303395,869548,3,0,0,0
REPARTICION,79978,17,460721,5406038,3,0,0,0
TINGOMARIA,134075,376,674135,5328132,4,0,0,0
CALLAHUANCA,189801,384,952855,5448892,3,3,0,0
PACHACHACA,150361,137,752955,2748734,3,56,0,14
ZAPALLAL,229604,965,1154415,2448878,7,195,0,10
CHILCA1,210514,29,1052800,6979918,3,0,0,0
HUACHO,115152,195,578020,6629102,13,0,0,0
VENTANILLA,199779,328,1002625,6463704,18,0,0,0
COLCABAMBA,2482610,0,1862946,79857287,3,0,2482583,0
SURIRAY,1199920,0,900870,33680954,3,0,1199893,0
SANNICOLAS,76842,26520,516910,1659380,3,0,0,0
SOCABAYA_N,1976063,0,1483068,62646404,3,0,1976036,0
PARIÑAS,2656434,0,1993178,120524422,5,0,2656405,0
TRUJILLNUEV,138616,1435,710205,11657647,12,0,0,0
TINGOMARIA_N,472019,0,354718,17490009,3,1,471991,0
OROYA_N,1085472,0,814662,29833817,3,0,1085445,0
HUANUCO,226805,525,1139195,3735787,3,0,0,0
HUAYUCACHI,275282,4,1376780,1719166,17,0,0,0
QUENCORO_N,2001943,0,1503254,55657207,5,0,2001914,0
OLLEROS,207107,456,1039490,2606319,3,0,0,0
LANINA_N,2670296,0,2004494,79242134,8,0,2670264,0
YARABAMBA,4146128,0,3110790,211827254,3,0,4146101,0
PARAGSHA2,88507,159,444210,1917649,3,4,0,0
AUCAYACU_N,494933,0,371898,18754264,3,0,494906,0
HUANCAVEL_N,2147209,0,1611370,59655891,4,0,2147181,0
CHAVARRIA,189267,1056,1180810,2674316,3,0,0,0
PUNO_N,363350,0,273684,11979925,3,0,363323,0
JULIACA_N,158567,5,119964,6074399,17,0,158531,0
MARCONA,5774964,0,4332310,211613507,4,0,5774936,0
CARABAYLLO,245174,397,1238665,8309430,105,0,0,0
GUADALUPE_N,1498143,1,1126364,41909287,102,0,1498018,0
PARAGSHA_NVA,181063,362,909310,8921674,11,0,0,0
HUANUCO_N,1438602,0,1080096,39153956,3,0,1438575,0
CARHUAMAYO,178532,122,894095,8315685,3,0,0,0
PIURA2_N,3807915,3,2860100,112588209,176,0,3807718,0
CHIMBOTE1_N,165398,0,124706,9917974,5,0,165369,0
VIZCARRA,52365,195,263795,2924439,5,0,0,0
TINGOM_ETS_N,344458,0,259416,24636928,6,0,344428,0
PLANICIE,204305,295,1024610,6664561,8,0,0,0
DESIERTO,144179,170,721950,4679112,3,0,0,0
MOQUEGUA_N,91813,0,69306,4470468,3,0,91786,0
SANJUAN_N,927488,0,697256,25682703,5,0,927459,0
ICA,157976,75,792750,12551821,28,0,0,0
ZORRITOS_N,925883,0,696360,25784220,19,0,925841,0
MOLLEPATA,2196839,0,1648662,62994879,3,0,2196812,0
TALARA N,205744,0,155172,5592146,3,0,205717,0
CARAPONGO,679521,0,510114,32056451,8,1,679488,0
INDUSTRIALES,259325,1,194996,7511793,6,0,259296,0
CHIMBOTENVA_N,675100,0,507260,18527952,17,0,675059,0
INDEPE_N,1276498,2,957968,88919125,31,6,1276463,0
LA_BREA,754568,0,566652,21990275,3,0,754541,0
ABANCAY,1728232,0,1297584,47912223,3,0,1728205,0
REQUE,1812616,0,1360356,55894594,3,0,1812589,0
CHAVARRIA_N,886108,4,665594,25103334,11,0,886077,0
AMARILIS,77321,0,57504,9238441,3,0,77294,0
PUCALLPA_N,198584,5,149916,40274315,3,6,198556,0
AGUAYTIA_N,156816,0,118458,30085627,3,0,156789,0
PARAGSHA2_N,524119,0,393870,24417324,3,0,524092,0
COMBAPATA_N,4024553,0,3019398,131231684,3,0,4024526,0
PARAMONGA_N,2535562,0,1903750,72223038,55,0,2535483,0
CHICLAYO_N,1802192,0,1352912,63564097,17,0,1802151,0
TRUJILLO_N,2674412,10,2008496,94300117,40,8,2674350,0
POROMA,717688,0,539742,19895445,3,0,717661,0
COTARUSE_N,1592023,0,1194768,52243615,3,0,1591996,0
ORCOTUNA,1136445,0,852744,91521672,3,0,1136418,0
MONTALVO,363140,0,273084,10024857,3,0,363113,0
PAPUJUNE,79344,0,46386,5690627,3,0,79317,0
SOCABAYA_REP_N,1362199,2,1022892,49032255,28,4,1362145,0
PIEDRAS BLAN,157095,239,787825,3451572,3,0,0,0
SOCABAYA,172431,0,892440,938309,3,0,0,0
SANTUARIO,137458,1,717864,8173961,3,24,0,7
CVERDE,142443,2,712280,5262854,3,0,0,0
POMACO,215047,111,1076440,8480226,3,0,0,0
TOQUEPALA,13017,3022,116755,514946,3,78,0,14
CALLALLI,51119,0,261688,3334751,3,0,0,0
TOCACHE_N,815283,0,613142,22348896,3,6,815251,0
TINTAYA_N,599779,0,450708,18378778,3,0,599752,0
AZANGARO,171897,0,859685,2011462,6,0,0,0
AYAVIRI,42883,0,214475,4479199,3,0,0,0
MANTARO_N,4118713,0,3090090,130462123,15,0,4118674,0
SANROS_N,1692801,0,1270630,49140553,7,0,1692770,0
MOLLENDO,79216,608,407630,155890,6,17,0,5
MOQUEGUA,56256,1150,304545,869759,3,4,0,0
REPARTICION,80104,5,461138,5427528,3,0,0,0
TINGOMARIA,133954,241,672115,5318690,3,0,0,0
CALLAHUANCA,187853,463,944005,5385702,3,11,0,3
PACHACHACA,151121,91,756480,2766052,3,29,0,8
ZAPALLAL,236038,692,1183835,2490299,3,0,0,0
CHILCA1,208977,30,1045260,7145199,9,0,0,0
HUACHO,115137,185,577785,6653204,3,0,0,0
VENTANILLA,195571,359,981845,6849287,3,0,0,0
COLCABAMBA,2509099,0,1882788,80191503,3,0,2509072,0
SURIRAY,1206974,0,906000,33772553,3,0,1206947,0
SANNICOLAS,79501,25312,524125,1616510,3,0,0,0
SOCABAYA_N,1992886,0,1495850,63187416,5,0,1992857,0
PARIÑAS,2610715,0,1958894,118359115,5,0,2610686,0
TRUJILLNUEV,141988,1350,725360,11473437,9,0,0,0
TINGOMARIA_N,475396,0,357216,17526193,3,0,475369,0
OROYA_N,1232819,0,925194,34272317,3,0,1232792,0
HUANUCO,223645,315,1121200,3898920,9,56,0,20
HUAYUCACHI,274564,15,1373150,1719376,9,0,0,0
QUENCORO_N,1976943,0,1484498,54963579,5,0,1976914,0
OLLEROS,209096,425,1049170,2655453,3,0,0,0
LANINA_N,2627526,0,1972546,78070665,10,0,2627492,0
YARABAMBA,4128540,2,3097730,208860947,9,0,4128509,0
PARAGSHA2,88163,262,443425,1825828,3,2,0,0
AUCAYACU_N,487660,0,366420,18661018,3,0,487633,0
HUANCAVEL_N,1975746,0,1482784,54785433,4,0,1975718,0
CHAVARRIA,190612,1011,1191664,2692728,3,0,0,0
PUNO_N,362337,0,272892,11947956,3,0,362310,0
JULIACA_N,152881,0,115494,5887247,3,0,152854,0
MARCONA,5663450,0,4248816,209893553,12,0,5663414,0
CARABAYLLO,245875,349,1234350,8527170,72,0,0,0
GUADALUPE_N,1460670,4,1097068,40978865,16,4,1460630,0
PARAGSHA_NVA,180096,462,905360,8865459,6,12,0,5
HUANUCO_N,1403977,2,1054358,38243813,11,2,1403942,0
CARHUAMAYO,179587,120,899360,8387424,3,0,0,0
PIURA2_N,3689019,0,2769554,108165582,77,0,3688918,0
CHIMBOTE1_N,165026,0,124644,9832987,15,0,164987,0
VIZCARRA,54941,151,276205,2839874,3,2,0,0
TINGOM_ETS_N,346549,0,260956,24729270,4,0,346521,0
PLANICIE,204117,285,1023490,6696666,3,0,0,0
DESIERTO,147906,161,740405,4573509,3,0,0,0
MOQUEGUA_N,93336,0,70684,4641490,19,0,93293,0
SANJUAN_N,916514,0,688902,25343519,3,0,916487,0
ICA,165342,85,828535,11388152,35,0,0,0
ZORRITOS_N,938590,0,705906,26160096,11,0,938554,0
MOLLEPATA,2186454,0,1640808,62609831,3,0,2186427,0
TALARA N,201294,0,152086,5480553,7,0,201263,0
CARAPONGO,693230,1,520392,33303094,8,1,693198,0
INDUSTRIALES,256024,0,192516,7446823,3,0,255997,0
CHIMBOTENVA_N,671862,0,504894,18423729,21,0,671817,0
INDEPE_N,1220055,0,915772,83950383,15,19,1220021,10
LA_BREA,726885,0,545892,21166359,3,0,726858,0
ABANCAY,1724096,0,1294272,47793721,3,0,1724069,0
REQUE,1773635,0,1331118,54786877,3,0,1773608,0
CHAVARRIA_N,941550,0,707564,26820403,3,5,941518,0
AMARILIS,76575,0,56886,8952268,3,0,76548,0
PUCALLPA_N,215667,0,162600,44451354,3,0,215640,0
AGUAYTIA_N,155573,0,117482,29835253,3,0,155547,0
PARAGSHA2_N,497206,0,373662,22656101,3,0,497179,0
COMBAPATA_N,4097568,0,3074244,133974624,3,0,4097541,0
PARAMONGA_N,2480449,0,1862472,70258858,51,0,2480374,0
CHICLAYO_N,1743447,0,1308648,61388108,3,0,1743420,0
TRUJILLO_N,2733149,0,2051654,97269731,5,0,2733120,0
POROMA,746965,0,561578,20718409,3,2,746936,0
COTARUSE_N,1550966,4,1165234,50337141,103,0,1550843,0
ORCOTUNA,1131841,0,849264,91408208,3,0,1131814,0
MONTALVO,366732,0,275790,10138237,3,0,366705,0
PAPUJUNE,92965,0,60474,7109037,3,0,92938,0
SOCABAYA_REP_N,1416531,1,1063222,52104069,3,4,1416501,0
PIEDRAS BLAN,160125,76,801430,3485702,3,0,0,0
SOCABAYA,173028,0,895425,904653,3,0,0,0
SANTUARIO,134465,0,702810,8700839,3,16,0,4
CVERDE,140518,41,703020,5168155,3,0,0,0
POMACO,217841,38,1089630,8466403,3,0,0,0
TOQUEPALA,9314,3104,100120,383882,3,50,0,3
CALLALLI,51365,0,262918,3325386,3,0,0,0
TOCACHE_N,816697,0,613818,22338078,3,0,816670,0
TINTAYA_N,596085,0,447936,18142764,3,0,596058,0
AZANGARO,171461,1,857455,1963129,5,0,0,0
AYAVIRI,43705,0,218585,4397157,3,0,0,0
MANTARO_N,4113270,0,3085772,130867914,3,0,4113244,0
SANROS_N,1665290,0,1249926,48239103,3,0,1665263,0
MOLLENDO,86545,280,437920,154062,3,2,0,0
MOQUEGUA,56566,1200,305320,858017,3,106,0,18
REPARTICION,79219,46,457087,5350596,14,0,0,0
TINGOMARIA,137567,87,688740,5333718,3,0,0,0
CALLAHUANCA,191149,351,959265,5384490,3,0,0,0
PACHACHACA,153232,35,766535,2729374,3,0,0,0
ZAPALLAL,236409,664,1185520,2475228,3,0,0,0
CHILCA1,210384,33,1052180,6994439,3,0,0,0
HUACHO,114934,204,577035,6634017,3,0,0,0
VENTANILLA,198985,317,998495,6564675,11,0,0,0
COLCABAMBA,2483733,0,1863768,79821806,3,0,2483706,0
SURIRAY,1209729,0,908202,33797924,3,0,1209702,0
SANNICOLAS,76742,26376,515785,1657332,3,0,0,0
SOCABAYA_N,1984970,0,1489800,62976590,15,0,1984931,0
PARIÑAS,2601432,0,1951928,117616378,5,0,2601403,0
TRUJILLNUEV,140771,1383,721510,11419838,20,0,0,0
TINGOMARIA_N,484731,0,364224,17634827,3,0,484704,0
OROYA_N,1221213,0,916476,33740061,3,0,1221186,0
HUANUCO,230894,115,1155585,3786165,5,18,0,10
HUAYUCACHI,275891,4,1379625,1667639,7,0,0,0
QUENCORO_N,1934451,0,1452566,53729178,5,0,1934422,0
OLLEROS,206204,475,1035170,2620519,3,0,0,0
LANINA_N,2588601,0,1943166,76691031,4,0,2588574,0
YARABAMBA,4152605,2,3115744,210650652,9,0,4152574,0
PARAGSHA2,89853,144,450725,1862882,3,2,0,0
AUCAYACU_N,502780,0,377754,18837426,3,0,502753,0
HUANCAVEL_N,1972278,0,1480162,54751751,4,0,1972250,0
CHAVARRIA,187453,1069,1182768,2676903,7,0,0,0
PUNO_N,358075,0,269712,11798793,3,0,358048,0
JULIACA_N,157572,0,119004,5970146,3,0,157545,0
MARCONA,5604209,0,4204352,208955818,11,0,5604174,0
CARABAYLLO,247305,368,1241135,8301765,47,0,0,0
GUADALUPE_N,1479375,0,1111052,41204251,11,0,1479340,0
PARAGSHA_NVA,181793,399,913405,8974457,14,0,0,0
HUANUCO_N,1380056,1,1036238,37628675,6,0,1380027,0
CARHUAMAYO,179275,130,897870,8320049,3,0,0,0
PIURA2_N,3598386,7,2701950,104872048,109,0,3598260,0
CHIMBOTE1_N,158781,0,119774,9515151,19,1,158737,0
VIZCARRA,54110,36,270975,2901189,3,0,0,0
TINGOM_ETS_N,345330,0,260024,24684864,5,0,345301,0
PLANICIE,204984,275,1027765,6630769,3,0,0,0
DESIERTO,148205,236,742260,4551204,3,0,0,0
MOQUEGUA_N,94846,0,71586,4747067,3,0,94819,0
SANJUAN_N,900567,0,676692,24881594,3,0,900540,0
ICA,161963,128,811890,11516618,22,0,0,0
ZORRITOS_N,871034,0,655172,24232438,11,0,870999,0
MOLLEPATA,2191794,0,1644816,62619066,3,0,2191767,0
TALARA N,201691,0,152220,5486030,3,0,201664,0
CARAPONGO,657079,0,493402,32554281,12,7,657036,0
INDUSTRIALES,261906,0,196962,7534681,3,0,261879,0
CHIMBOTENVA_N,664336,0,499140,18226059,15,0,664297,0
INDEPE_N,1251537,3,939526,89467213,47,8,1251485,0
LA_BREA,726756,0,545808,21039469,3,0,726729,0
ABANCAY,1721606,0,1292394,47716785,3,0,1721579,0
REQUE,1644205,0,1234110,50398904,9,0,1644172,0
CHAVARRIA_N,904714,5,679922,25396819,15,0,904680,0
AMARILIS,77223,0,57552,9134785,3,0,77196,0
PUCALLPA_N,217084,0,163644,44698473,3,0,217057,0
AGUAYTIA_N,156410,0,118186,30055738,3,0,156382,0
PARAGSHA2_N,493827,0,371172,22721064,3,0,493800,0
COMBAPATA_N,4052896,0,3040860,131902022,3,0,4052869,0
PARAMONGA_N,2472820,0,1856552,69810245,41,0,2472755,0
CHICLAYO_N,1597607,0,1200036,56638140,63,0,1597520,0
TRUJILLO_N,2828923,11,2123966,99013777,36,1,2828873,0
POROMA,752036,0,565698,20996637,27,0,751985,0
COTARUSE_N,1609757,4,1208084,52379576,12,3,1609722,0
ORCOTUNA,1094145,0,821030,87600843,3,2,1094116,0
MONTALVO,367817,0,276600,10183915,3,0,367790,0
PAPUJUNE,98721,0,66678,7784577,3,0,98694,0
SOCABAYA_REP_N,1530631,0,1149690,53146508,61,2,1530544,0
PIEDRAS BLAN,161023,14,805300,3615424,3,0,0,0
SOCABAYA,85889,3843,463754,450656,3,3828,0,75
SANTUARIO,138654,2,723920,7979009,3,28,0,7
CVERDE,138305,2,691590,5244690,3,0,0,0
POMACO,213690,15,1068650,9077009,3,0,0,0
TOQUEPALA,15171,2934,126775,596879,10,62,0,15
CALLALLI,50999,1,261103,3343717,5,0,0,0
TOCACHE_N,820850,0,616962,22389323,3,0,820823,0
TINTAYA_N,600404,0,451176,18287505,3,0,600377,0
AZANGARO,171942,0,859900,2002287,6,0,0,0
AYAVIRI,42719,0,213655,4489332,3,0,0,0
MANTARO_N,4245463,0,3184954,135826869,3,0,4245435,0
SANROS_N,1690030,0,1268478,48912528,3,0,1690003,0
MOLLENDO,90138,175,453870,162164,3,0,0,0
MOQUEGUA,59906,1098,321675,874073,3,0,0,0
REPARTICION,78770,2,454539,5336574,3,0,0,0
TINGOMARIA,139519,2,697660,5344383,3,0,0,0
CALLAHUANCA,188152,387,944640,5924695,3,0,0,0
PACHACHACA,152455,12,762440,2835950,3,0,0,0
ZAPALLAL,235666,630,1181715,2522244,3,0,0,0
CHILCA1,209017,35,1046910,7142593,16,0,0,0
HUACHO,114450,199,574480,6681750,3,0,0,0
VENTANILLA,199228,359,1000365,6560919,34,0,0,0
COLCABAMBA,2495703,0,1872768,80177395,3,0,2495676,0
SURIRAY,1201236,0,901650,33744692,3,0,1201209,0
SANNICOLAS,72192,28417,503120,1734364,3,0,0,0
SOCABAYA_N,1993884,2,1496480,63205888,7,0,1993855,0
PARIÑAS,2590598,0,1943798,117511209,5,0,2590569,0
TRUJILLNUEV,139775,1386,715015,11688828,3,0,0,0
TINGOMARIA_N,489052,0,367592,17675229,3,5,489020,0
OROYA_N,1363132,0,1022910,37814328,3,0,1363105,0
HUANUCO,230885,43,1156300,4126215,7,18,0,6
HUAYUCACHI,275155,0,1376055,1788544,13,0,0,0
QUENCORO_N,2005908,0,1506204,55960320,3,0,2005881,0
OLLEROS,207554,425,1041375,2656636,3,0,0,0
LANINA_N,2381968,0,1788212,70872755,4,3,2381939,0
YARABAMBA,4170734,0,3129248,213539480,5,0,4170705,0
PARAGSHA2,89223,163,447800,1919679,6,6,0,0
AUCAYACU_N,494021,0,371196,18729815,3,0,493994,0
HUANCAVEL_N,2264981,0,1699726,63333166,7,0,2264950,0
CHAVARRIA,190315,1039,1187891,2692606,3,0,0,0
PUNO_N,363600,0,273918,12028391,3,0,363573,0
JULIACA_N,156991,0,118578,5863335,3,0,156964,0
MARCONA,5743408,1,4308782,211357266,14,0,5743371,0
CARABAYLLO,250582,375,1257650,7986803,49,0,0,0
GUADALUPE_N,1502663,0,1128296,41790482,11,0,1502628,0
PARAGSHA_NVA,185473,337,931140,9096557,13,4,0,0
HUANUCO_N,1422759,0,1068444,38753014,11,1,1422723,0
CARHUAMAYO,179410,134,898595,8264598,3,0,0,0
PIURA2_N,3417124,1,2564928,98377023,28,0,3417073,0
CHIMBOTE1_N,165328,0,124872,9928865,15,0,165289,0
VIZCARRA,53937,4,269770,2929121,3,0,0,0
TINGOM_ETS_N,344711,0,259686,24569661,3,3,344681,0
PLANICIE,203665,313,1021560,6668575,3,2,0,0
DESIERTO,145633,283,729635,5027955,3,0,0,0
MOQUEGUA_N,93859,0,70848,4657938,3,0,93832,0
SANJUAN_N,912080,1,685902,25200794,3,4,912050,0
ICA,148506,94,744900,13910060,24,0,0,0
ZORRITOS_N,880437,0,662246,24494126,11,0,880402,0
MOLLEPATA,2204634,0,1654556,63064281,3,0,2204608,0
TALARA N,204395,0,154398,5567282,3,0,204368,0
CARAPONGO,669682,1,502740,31290758,3,6,669650,0
INDUSTRIALES,257326,0,193482,7438216,3,0,257299,0
CHIMBOTENVA_N,692368,0,520122,19061555,9,0,692335,0
INDEPE_N,1452744,0,1090230,116581804,42,0,1452702,0
LA_BREA,743070,0,557970,21792918,3,0,743043,0
ABANCAY,1738599,0,1305264,48243957,3,0,1738572,0
REQUE,1697123,0,1273854,52478336,3,3,1697093,0
CHAVARRIA_N,921980,4,693026,26016397,11,0,921949,0
AMARILIS,78315,0,58662,9327474,3,0,78288,0
PUCALLPA_N,213004,1,160752,43760360,10,0,212971,0
AGUAYTIA_N,152754,4,115766,29225215,18,0,152716,0
PARAGSHA2_N,509857,0,383172,23642271,3,0,509830,0
COMBAPATA_N,4191001,0,3144132,138224989,3,0,4190974,0
PARAMONGA_N,2542716,0,1909012,72083088,43,0,2542649,0
CHICLAYO_N,1767844,0,1327038,62197029,11,1,1767808,0
TRUJILLO_N,2888078,9,2168440,100735409,32,2,2888029,0
POROMA,777444,0,584364,21675414,3,0,777417,0
COTARUSE_N,1619015,0,1215036,52846412,3,0,1618988,0
ORCOTUNA,1025597,0,769572,84370810,3,0,1025570,0
MONTALVO,366850,0,275892,10117630,3,0,366823,0
PAPUJUNE,86953,0,53858,6664080,3,0,86927,0
SOCABAYA_REP_N,1505809,0,1130218,52735473,3,4,1505778,0
PIEDRAS BLAN,162021,2,810170,3520749,3,0,0,0
SANTUARIO,138393,0,722619,8032779,4,30,0,7
CVERDE,138833,4,694250,5118695,3,0,0,0
POMACO,217086,2,1085555,8768627,7,0,0,0
TOQUEPALA,29731,2217,186525,1017651,5,54,0,15
CALLALLI,50834,0,260263,3363663,3,0,0,0
TOCACHE_N,837887,0,629644,22821448,4,0,837859,0
TINTAYA_N,586063,0,440418,17884270,3,0,586036,0
AZANGARO,170668,1,853505,2017093,6,0,0,0
AYAVIRI,42971,0,214915,4460704,3,0,0,0
MANTARO_N,4294964,0,3222096,137836772,3,0,4294937,0
SANROS_N,1703784,0,1278820,49317117,4,0,1703756,0
MOLLENDO,76258,711,394750,151917,3,17,0,8
MOQUEGUA,59732,1076,320265,874376,3,0,0,0
REPARTICION,78503,2,453089,5447629,3,0,0,0
TINGOMARIA,139242,4,696295,5376265,3,0,0,0
CALLAHUANCA,188694,380,947315,5842998,3,2,0,0
PACHACHACA,151314,12,756735,2926201,3,0,0,0
ZAPALLAL,236837,360,1186345,2461506,11,0,0,0
CHILCA1,209955,26,1050170,7033482,9,0,0,0
HUACHO,114182,156,572735,6811743,7,0,0,0
VENTANILLA,207663,299,1041815,5696235,31,0,0,0
COLCABAMBA,2502644,0,1877958,80165179,3,0,2502617,0
SURIRAY,1202156,0,902492,33660439,3,0,1202130,0
SANNICOLAS,72292,28321,503245,1732373,3,0,0,0
SOCABAYA_N,1984407,0,1489354,62994502,7,0,1984376,0
PARIÑAS,2706224,0,2030522,123500212,5,0,2706195,0
TRUJILLNUEV,132260,1492,679540,12991317,3,0,0,0
TINGOMARIA_N,484821,0,364302,17639145,3,0,484794,0
OROYA_N,1964690,0,1474092,55500487,3,0,1964663,0
HUANUCO,237116,10,1185730,3464311,3,4,0,0
HUAYUCACHI,275659,0,1378465,1728678,9,0,0,0
QUENCORO_N,2002379,0,1503588,55751564,3,0,2002352,0
OLLEROS,206259,433,1035030,2428496,3,0,0,0
LANINA_N,2774417,0,2082534,82989050,3,0,2774390,0
YARABAMBA,4146039,0,3110686,214966493,4,0,4146011,0
PARAGSHA2,88567,160,444450,1967953,3,4,0,0
AUCAYACU_N,477125,0,358536,18537621,3,0,477098,0
HUANCAVEL_N,2211402,0,1659578,61400239,8,0,2211370,0
CHAVARRIA,192080,1009,1182369,2692220,3,0,0,0
PUNO_N,367789,0,277078,12060379,3,1,367761,0
JULIACA_N,153187,0,115698,5488735,3,0,153160,0
MARCONA,5749223,0,4313096,211864890,8,0,5749191,0
CARABAYLLO,269830,295,1352200,6614860,4,0,0,0
GUADALUPE_N,1568134,0,1177026,43558967,3,0,1568107,0
PARAGSHA_NVA,179621,354,901950,8816014,10,6,0,0
HUANUCO_N,1425869,0,1070586,38851759,6,0,1425839,0
CARHUAMAYO,183705,100,919670,8068524,3,0,0,0
PIURA2_N,3835216,0,2878506,112835974,36,0,3835156,0
CHIMBOTE1_N,171877,0,129830,10848728,15,2,171836,0
VIZCARRA,44617,2,223150,3265060,3,0,0,0
TINGOM_ETS_N,351437,0,264626,25145151,5,0,351408,0
PLANICIE,201383,296,1010070,6981041,5,2,0,0
DESIERTO,146056,254,731610,4940243,3,0,0,0
MOQUEGUA_N,89523,0,67602,4294950,3,0,89496,0
SANJUAN_N,643083,0,484038,17660295,7,2,643050,0
ICA,158229,94,793690,12217695,18,0,0,0
ZORRITOS_N,920798,0,692394,25601644,6,0,920768,0
MOLLEPATA,2184759,0,1639522,62244816,3,0,2184731,0
TALARA N,214056,0,161552,5824559,5,0,214027,0
CARAPONGO,626035,0,470006,25518105,6,2,626003,0
INDUSTRIALES,258352,0,194238,7478253,3,0,258325,0
CHIMBOTENVA_N,704459,0,529200,19369282,9,0,704426,0
INDEPE_N,1415036,0,1061532,111397415,15,0,1415021,0
LA_BREA,826236,0,620394,24629838,3,0,826209,0
ABANCAY,1750201,2,1313996,48651392,8,0,1750171,0
REQUE,1943252,0,1458336,61729964,3,0,1943225,0
CHAVARRIA_N,782175,2,587794,22173981,7,0,782146,0
AMARILIS,84158,0,63624,11278737,3,0,84131,0
PUCALLPA_N,206816,0,155964,42232276,3,0,206789,0
AGUAYTIA_N,141700,0,107118,26338172,3,0,141673,0
PARAGSHA2_N,512836,0,385386,23570229,3,0,512809,0
COMBAPATA_N,4226601,0,3171096,140111517,3,0,4226574,0
PARAMONGA_N,2682815,0,2013974,76388421,35,0,2682756,0
CHICLAYO_N,1995729,0,1497786,71579354,3,0,1995702,0
TRUJILLO_N,2731735,0,2050498,101387578,4,0,2731707,0
POROMA,765043,0,575748,21340427,51,0,764968,0
COTARUSE_N,1625474,0,1219810,52847385,7,0,1625443,0
ORCOTUNA,1133389,0,850446,86214592,3,0,1133362,0
MONTALVO,366368,0,275520,10110011,3,0,366341,0
