rtu_name,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_idle,scan_type_command,scan_type_init,tipo_evento
CHAVARRIA_N,946552,0,711426,26887015,0,10,2,1
CHAVARRIA_N,946322,0,711146,26910154,0,3,8,1
SANJUAN_N,945946,1,711334,26236778,0,5,3,1
OROYA_N,945083,0,709396,25816676,0,3,1,1
CHAVARRIA_N,944558,0,709940,26777654,0,4,7,1
ORCOTUNA,943338,0,707902,87758549,0,3,1,1
SANJUAN_N,942371,0,708486,26077230,0,5,1,1
CHAVARRIA_N,940082,0,706570,27061862,0,11,5,1
CHAVARRIA_N,939984,0,706208,26805727,0,7,4,1
CHAVARRIA_N,939479,0,705836,26692985,0,7,1,1
SANJUAN_N,939449,2,706718,26028813,0,8,10,1
CHAVARRIA_N,938080,0,704810,26575531,0,3,5,1
ORCOTUNA,934979,3,701604,86887166,0,3,6,1
CHAVARRIA_N,934171,0,701926,26590077,0,3,1,1
CHAVARRIA_N,933353,3,701532,26318438,0,16,3,1
SOCABAYA_REP_N,932106,1,700032,26889086,0,6,7,1
CHAVARRIA_N,926905,0,696392,26335348,0,7,1,1
SANJUAN_N,924985,2,695642,25625328,0,7,7,1
CHAVARRIA_N,924945,2,695304,26294625,0,14,5,1
SANJUAN_N,924238,0,694686,25632045,0,5,1,1
CHAVARRIA_N,923028,0,693926,26309452,0,11,6,1
CHAVARRIA_N,920639,7,692004,26144577,0,20,1,1
TOCACHE_N,919741,12,691698,25220248,0,8,19,1
TOCACHE_N,917463,18,690010,25172247,0,6,19,1
CHAVARRIA_N,915928,4,688472,25953380,0,11,5,1
CHAVARRIA_N,914926,6,687664,25918950,0,17,1,1
CHAVARRIA_N,914418,0,687176,26221148,0,3,5,1
ZORRITOS_N,914202,0,687372,25521426,0,5,1,1
POROMA,914191,0,686762,25926160,0,3,2,1
TOCACHE_N,913792,14,687460,25183197,0,41,4,1
SANJUAN_N,911573,1,686352,25342504,0,73,6,1
ZORRITOS_N,910257,0,684666,25409514,0,17,1,1
CHAVARRIA_N,908920,0,683158,25950805,0,3,1,1
CHAVARRIA_N,908356,2,682444,26048103,0,7,1,1
INDEPE_N,908292,0,681484,38989630,0,3,7,1
ZORRITOS_N,907095,2,682316,25428485,0,18,1,1
SANJUAN_N,906822,0,681770,25073765,0,7,1,1
CHAVARRIA_N,904347,0,679612,25890184,0,3,1,1
TOCACHE_N,903936,17,679856,24775745,0,9,15,1
SANJUAN_N,900423,2,677146,24956948,0,12,9,1
OROYA_N,898921,0,674776,24503164,0,3,1,1
INDEPE_N,898768,0,674322,39087471,0,3,6,1
TOCACHE_N,898251,8,675294,24599409,0,4,8,1
CHAVARRIA_N,896507,1,673782,25640538,0,5,4,1
SOCABAYA_REP_N,895268,0,672346,25571502,0,6,4,1
CHAVARRIA_N,895264,2,672714,25269996,0,8,1,1
ZORRITOS_N,894132,0,672700,24824879,0,12,1,1
CHAVARRIA_N,893433,4,671668,25210090,0,11,5,1
TOCACHE_N,893346,25,671716,24578224,0,6,27,1
INDEPE_N,892873,0,669998,36974038,0,3,11,1
TOCACHE_N,892238,7,670902,24491549,0,3,12,1
OROYA_N,891679,0,669334,24354756,0,3,1,1
TOCACHE_N,891466,29,670744,24472479,0,25,24,1
SANJUAN_N,890958,0,670256,24784889,0,3,2,1
CHAVARRIA_N,890559,4,669364,24929146,0,12,1,1
INDEPE_N,889975,0,667600,37756599,0,3,1,1
INDEPE_N,888818,0,667088,41975315,0,17,9,1
SANJUAN_N,888761,5,668730,24723137,0,3,10,1
SOCABAYA_REP_N,888451,0,667216,25549786,0,9,1,1
TOCACHE_N,888339,8,667920,24360556,0,19,8,1
LA_BREA,887898,0,666694,26040911,0,3,1,1
TOCACHE_N,887211,19,667960,24401402,0,11,37,1
TOCACHE_N,886083,2,666380,24457402,0,7,2,1
CHAVARRIA_N,884919,1,664902,25269205,0,5,4,1
CHAVARRIA_N,884494,2,664620,25233034,0,11,1,1
TOCACHE_N,883978,0,664492,24246321,0,5,2,1
ZORRITOS_N,883461,0,664670,24588633,0,11,3,1
INDEPE_N,883388,0,662644,35887012,0,3,1,1
SANJUAN_N,883314,1,664532,24438164,0,3,3,1
CHAVARRIA_N,882200,4,663082,24937660,0,11,5,1
OROYA_N,882175,0,662224,25790580,0,3,1,1
TOCACHE_N,881420,10,662714,24162150,0,3,11,1
CHAVARRIA_N,880266,6,661940,25118328,0,23,3,1
SANJUAN_N,879902,2,661984,24492144,0,7,8,1
CHAVARRIA_N,878930,4,660704,24983636,0,11,3,1
CHAVARRIA_N,877500,4,659356,24943634,0,12,2,1
CHAVARRIA_N,877267,2,659244,24979809,0,7,2,1
CHAVARRIA_N,875915,4,658384,24748218,0,12,3,1
INDEPE_N,874568,0,656102,37191388,0,3,5,1
INDEPE_N,873548,0,655308,36472569,0,3,3,1
TOCACHE_N,873345,0,656848,24076924,0,3,1,1
SANJUAN_N,873006,1,656506,24201489,0,5,3,1
INDEPE_N,872389,0,654422,36890394,0,3,2,1
INDEPE_N,871325,0,653644,37135384,0,3,4,1
SANJUAN_N,870821,1,655152,24158355,0,3,4,1
CHAVARRIA_N,869079,1,653210,24739339,0,5,9,1
SANJUAN_N,868917,0,653246,24207537,0,4,1,1
OROYA_N,868593,0,652042,25498012,0,3,1,1
LA_BREA,868164,0,652222,25982964,0,3,16,1
SANJUAN_N,868154,0,653272,24103442,0,3,1,1
ZORRITOS_N,866810,0,652194,24093790,0,8,1,1
LA_BREA,866249,0,650418,25604058,0,3,3,1
INDEPE_N,865642,0,649336,36446486,0,3,1,1
ZORRITOS_N,865479,0,651194,24127619,0,15,2,1
SANJUAN_N,862022,2,648210,23923306,0,5,9,1
SANJUAN_N,861112,2,648106,23989247,0,39,3,1
SOCABAYA_REP_N,860599,0,646636,24465296,0,6,13,1
ZORRITOS_N,860480,0,647382,23970233,0,8,1,1
INDEPE_N,859736,0,645290,37322332,0,7,13,1
TOCACHE_N,855241,33,644412,23688373,0,13,34,2
TOCACHE_N,854935,19,643972,23532293,0,35,26,1
SANJUAN_N,854773,1,642690,23758516,0,6,7,1
CHAVARRIA_N,854171,3,642026,24385213,0,9,5,1
ORCOTUNA,852451,12,639874,80027591,0,5,20,1
ZORRITOS_N,851787,0,640942,23658553,0,9,1,1
SANJUAN_N,851725,0,641108,23666785,0,70,1,1
OROYA_N,849753,0,638006,24837241,0,9,2,1
SANJUAN_N,848523,1,638272,23608934,0,11,3,1
INDEPE_N,848152,0,636224,35360639,0,3,2,1
ZORRITOS_N,848025,0,637968,23587863,0,5,1,1
TOCACHE_N,847469,0,637432,23294103,0,3,10,1
TOCACHE_N,846778,29,637296,23231762,0,8,32,1
TOCACHE_N,846088,30,636518,23171148,0,5,30,1
INDEPE_N,843862,0,633110,36479500,0,3,5,1
ZORRITOS_N,842243,0,633852,23478120,0,23,1,1
ZORRITOS_N,839109,0,631628,23323241,0,19,1,1
INDEPE_N,835974,0,627582,35923847,0,15,12,1
TOCACHE_N,833290,11,626378,22792386,0,3,11,1
ORCOTUNA,832391,2,624746,86333578,0,7,4,1
ZORRITOS_N,831483,0,625618,23248022,0,12,1,1
TOCACHE_N,831152,12,625754,22901629,0,6,28,1
TOCACHE_N,830212,11,624794,22901554,0,21,13,1
SANJUAN_N,829214,1,623466,23062335,0,5,1,1
INDEPE_N,828254,0,621366,35282489,0,3,3,1
INDEPE_N,822458,0,617036,36176055,0,3,5,1
SANJUAN_N,818967,0,616026,22640429,0,7,2,1
LA_BREA,817580,0,614338,23750394,0,19,9,1
TOCACHE_N,817255,8,614650,22364326,0,5,8,1
SANJUAN_N,813738,1,612178,22557952,0,6,3,1
INDEPE_N,812084,0,609794,33651277,0,32,9,1
INDEPE_N,810350,0,608346,36322781,0,22,8,1
SANJUAN_N,810316,3,609850,22567618,0,7,8,1
SANJUAN_N,807507,1,607594,22363045,0,5,3,1
INDEPE_N,805667,0,604376,33521599,0,3,2,1
CHIMBOTENVA_N,798340,0,599832,22196892,0,26,1,1
ZORRITOS_N,798272,1,601062,22351965,0,9,10,1
SOCABAYA_REP_N,795265,0,597230,22668282,0,2,3,1
CHAVARRIA_N,791954,2,595388,22202134,0,8,4,1
INDEPE_N,784696,0,588668,32605432,0,3,2,1
SANJUAN_N,784415,0,590226,21790646,0,11,1,1
INDEPE_N,784181,0,588612,37606140,0,11,13,1
ZORRITOS_N,782628,0,589194,21804084,0,13,2,1
POROMA,781904,0,587686,21882538,0,3,1,1
LA_BREA,780010,0,585730,22700660,0,3,1,1
POROMA,779870,0,586138,21711406,0,3,1,1
ZORRITOS_N,773674,0,582228,21586563,0,11,1,1
ZORRITOS_N,773341,0,582028,21527300,0,6,1,1
CHIMBOTENVA_N,772057,1,579932,21484463,0,8,4,1
ZORRITOS_N,769846,0,579460,21437657,0,8,1,1
POROMA,768634,0,577966,21377848,0,3,1,1
OROYA_N,768552,0,577028,22364388,0,3,3,1
POROMA,767796,0,576946,21405404,0,3,1,1
POROMA,767428,0,576706,21393564,0,3,1,1
INDEPE_N,767167,0,575492,31754408,0,3,2,1
INDEPE_N,767119,0,575456,31857294,0,3,2,1
POROMA,766427,0,576324,21358008,0,2,1,1
TOCACHE_N,765342,15,575822,20971713,0,16,18,1
POROMA,765190,0,575180,21360070,0,3,2,1
POROMA,764308,0,574486,21303601,0,3,1,1
POROMA,764219,0,574486,21320521,0,3,1,1
POROMA,763382,0,573802,21298158,0,3,1,1
POROMA,763264,0,573706,21272546,0,3,1,1
TOCACHE_N,761612,46,574386,21144834,0,23,64,2
POROMA,761198,0,572188,21271101,0,3,1,1
CHIMBOTENVA_N,761154,0,571848,20966647,0,14,1,1
TOCACHE_N,760643,17,572670,20942728,0,22,15,1
INDEPE_N,760079,0,570166,32073177,0,3,1,1
CHIMBOTENVA_N,755314,2,567364,20939483,0,14,1,1
CHIMBOTENVA_N,753930,0,566488,20970378,0,7,9,1
SANJUAN_N,750245,0,564538,20782729,0,11,2,1
POROMA,749133,0,563162,21052069,0,3,2,1
LA_BREA,747762,0,561604,21477882,0,3,1,1
CHIMBOTENVA_N,740511,0,556238,20551167,0,9,2,1
SOCABAYA_REP_N,740438,0,556162,21270967,0,3,5,1
CHIMBOTENVA_N,739684,0,555640,20373591,0,7,1,1
CHIMBOTENVA_N,735245,1,552678,20188867,0,28,5,1
OROYA_N,732305,0,549832,21087781,0,3,1,1
SOCABAYA_REP_N,731417,0,549310,20687558,0,3,4,1
CHIMBOTENVA_N,731324,0,549444,20130549,0,11,1,1
INDEPE_N,722209,0,541768,31004569,0,3,1,1
TOCACHE_N,721345,0,543024,19847191,0,3,6,1
CHIMBOTENVA_N,718302,0,539618,19769297,0,7,1,1
SANJUAN_N,718287,0,540718,19841867,0,5,2,1
CARAPONGO,717481,0,538914,32856580,0,29,1,1
ZORRITOS_N,716791,0,539492,20043993,0,6,2,1
ZORRITOS_N,716405,0,539400,19946416,0,8,1,1
SANJUAN_N,714986,0,538200,19773832,0,4,2,1
INDEPE_N,714214,0,535768,29352561,0,3,1,1
CHIMBOTENVA_N,714081,0,536412,19755138,0,9,3,1
CARAPONGO,698048,0,524046,33079205,0,8,1,1
INDEPE_N,697915,0,523540,26831907,0,3,1,1
CARAPONGO,695961,0,522520,29975408,0,9,1,1
CHIMBOTENVA_N,695806,0,522748,19215449,0,11,2,1
LA_BREA,694865,0,522076,20233405,0,2,9,1
CHIMBOTENVA_N,692430,3,520180,19084261,0,11,2,1
CHIMBOTENVA_N,690849,0,518948,19109055,0,7,1,1
CHIMBOTENVA_N,689950,2,518326,18994812,0,9,3,1
CARAPONGO,689178,0,517444,29158941,0,11,2,1
SOCABAYA_REP_N,688698,0,517954,19659547,0,26,16,2
ZORRITOS_N,688688,8,519198,19265694,0,38,3,1
CARAPONGO,687726,0,516262,31269704,0,6,1,1
CARAPONGO,687224,0,515886,32062719,0,3,3,1
SOCABAYA_REP_N,686934,0,516358,19320324,0,24,7,1
SOCABAYA_REP_N,684617,0,514336,19291805,0,5,5,1
CARAPONGO,684000,0,513482,30778197,0,7,1,1
CARAPONGO,682891,0,512702,31069697,0,9,2,1
CARAPONGO,679038,1,510010,31244726,0,23,3,1
CHIMBOTENVA_N,675633,2,507846,18533231,0,25,1,1
CARAPONGO,674572,0,506470,29144670,0,6,7,1
CARAPONGO,673096,0,505300,29514125,0,6,1,1
CHIMBOTENVA_N,671499,0,504524,18478093,0,7,1,1
SANJUAN_N,670884,0,504984,18706403,0,5,1,1
SANJUAN_N,669726,0,504370,18546385,0,9,3,1
CARAPONGO,669671,0,502922,29442103,0,9,11,1
CARAPONGO,668732,0,502008,28883541,0,5,1,1
LA_BREA,668715,0,502352,19268590,0,0,8,1
CARAPONGO,666078,0,499978,28872195,0,3,1,1
CHIMBOTENVA_N,665452,2,500100,18330865,0,13,4,1
CHIMBOTENVA_N,664360,0,499284,18215934,0,15,3,1
CARAPONGO,663787,0,498324,27655346,0,8,1,1
CARAPONGO,663090,0,497792,30170155,0,7,1,1
CARAPONGO,662777,0,497618,29976583,0,10,1,1
CARAPONGO,662185,0,497196,31038953,0,10,2,1
CHIMBOTENVA_N,660401,0,496200,18143301,0,10,2,1
CARAPONGO,659714,0,495250,30394674,0,7,1,1
CARAPONGO,659703,0,495380,27810240,0,13,1,1
LA_BREA,658908,1,495832,19253294,0,11,32,1
CARAPONGO,658270,0,494200,29498767,0,6,1,1
CARAPONGO,657703,0,493728,28263171,0,5,1,1
CARAPONGO,656574,0,492956,29444188,0,8,3,1
CHIMBOTENVA_N,656433,3,493280,18012280,0,14,3,1
CHIMBOTENVA_N,656302,0,493358,17991338,0,31,1,1
ZORRITOS_N,655118,0,493928,18297449,0,43,1,1
CARAPONGO,653296,0,490436,30614766,0,5,3,1
LA_BREA,651300,1,489504,18726827,0,5,8,1
CARAPONGO,650320,0,488140,29764477,0,3,1,1
CHIMBOTENVA_N,649612,0,488122,17794970,0,9,1,1
CHIMBOTENVA_N,647693,0,486652,17807900,0,12,1,1
SANJUAN_N,647374,0,487462,17916974,0,11,2,1
CARAPONGO,646798,0,485518,30063646,0,3,1,1
CHIMBOTENVA_N,645044,0,484780,17663998,0,15,1,1
CARAPONGO,645017,0,484278,30180211,0,9,3,1
INDEPE_N,644799,0,483724,27241009,0,3,1,1
CHIMBOTENVA_N,644527,0,484878,18080062,0,9,24,1
CARAPONGO,636619,0,478110,26360768,0,20,1,1
CARAPONGO,635650,0,477216,27558970,0,8,1,1
TOCACHE_N,633019,13,476748,17551846,0,10,11,1
TOCACHE_N,631322,4,475688,17437037,0,14,4,1
LA_BREA,628934,0,472656,17942092,0,6,6,1
CARAPONGO,627935,1,471476,29034292,0,5,9,1
CARAPONGO,627757,1,471306,29470753,0,3,6,1
CHIMBOTENVA_N,622250,2,468082,17050815,0,41,5,1
INDEPE_N,621321,0,466130,25438400,0,3,2,1
TINTAYA_N,619034,0,465166,18906251,0,3,1,1
LA_BREA,612776,0,461068,17634094,0,25,18,1
TINTAYA_N,612289,1,460226,19029894,0,3,8,1
CHIMBOTENVA_N,608210,0,457266,16674183,0,26,1,1
MONTALVO,607264,15,456416,18710022,0,5,72,2
TINTAYA_N,603376,0,453422,18552020,0,3,2,1
TINTAYA_N,602864,0,453030,18700814,0,3,3,1
TINTAYA_N,601396,3,452006,18480445,0,10,1,1
TOCACHE_N,600728,30,453478,16686362,0,62,24,1
INDEPE_N,599769,0,449914,25320228,0,3,1,1
CARAPONGO,599542,0,450112,28069809,0,4,6,1
SOCABAYA_REP_N,598143,0,449404,16489315,0,3,1,1
TINTAYA_N,596132,0,447992,18477347,0,3,2,1
CARAPONGO,594313,2,446234,27587628,0,5,6,1
TINTAYA_N,594126,1,446458,18453767,0,3,1,1
CARAPONGO,593665,5,445844,26345274,0,9,21,1
AUCAYACU_N,592411,0,445114,20623195,0,3,4,1
SOCABAYA_REP_N,592167,0,444990,16356243,0,3,3,1
CARAPONGO,588112,0,441546,28596724,0,5,4,1
TINTAYA_N,585627,0,440104,17941200,0,3,1,1
TINTAYA_N,585295,0,439846,17978660,0,3,1,1
TINTAYA_N,584958,0,439676,18102043,0,3,5,1
TINTAYA_N,584901,0,439546,17970918,0,3,1,1
AUCAYACU_N,584152,0,439034,20260944,0,19,1,1
AUCAYACU_N,582060,0,437292,20493693,0,5,1,1
TINTAYA_N,581965,0,437320,18231189,0,3,1,1
TINTAYA_N,581651,0,437066,17939294,0,2,1,1
AUCAYACU_N,580614,0,436186,20439137,0,3,1,1
TINTAYA_N,580366,0,436164,18011799,0,3,3,1
AUCAYACU_N,580151,1,435870,20388362,0,5,2,1
CARAPONGO,580111,1,435542,27298764,0,3,8,1
AUCAYACU_N,579725,0,435496,20451443,0,3,1,1
AUCAYACU_N,579281,0,435216,20209484,0,5,1,1
TINTAYA_N,578830,8,435096,17870281,0,11,4,1
TINTAYA_N,577135,0,433702,17871889,0,3,1,1
AUCAYACU_N,577073,6,433824,19482532,0,29,3,2
TINTAYA_N,576534,0,433308,17831230,0,3,3,1
TINTAYA_N,575670,0,432748,18152977,0,3,7,1
TINTAYA_N,573886,0,431330,17855318,0,3,2,1
TINTAYA_N,571765,0,429760,17784370,0,4,6,1
AUCAYACU_N,570386,0,428514,20296710,0,5,1,1
TINTAYA_N,569265,0,427878,17782483,0,3,3,1
TINTAYA_N,568096,0,426958,17694927,0,3,5,1
TINTAYA_N,566823,0,426066,17821827,0,3,6,1
AUCAYACU_N,566593,0,425762,19914429,0,13,1,1
SANJUAN_N,566509,0,426730,15528752,0,5,2,1
TINTAYA_N,566508,1,425732,17564381,0,3,5,1
TINTAYA_N,565601,1,425184,17531739,0,3,9,1
AUCAYACU_N,565006,0,424468,19966668,0,3,1,1
TINTAYA_N,563645,0,423606,17448800,0,3,3,1
TINTAYA_N,562828,0,423064,17486017,0,3,4,1
AUCAYACU_N,562143,0,422314,19881995,0,3,1,1
AUCAYACU_N,562016,0,422178,19879136,0,2,1,1
TINTAYA_N,560772,1,421388,17527852,0,5,1,1
AUCAYACU_N,560265,3,420946,20085283,0,3,4,1
TINTAYA_N,559684,0,420724,17326064,0,3,4,1
TINTAYA_N,555416,1,417572,17466631,0,3,8,1
TINTAYA_N,552765,1,415422,17303096,0,3,3,1
TINTAYA_N,552533,0,415308,17188611,0,3,9,1
TINTAYA_N,552422,0,415304,17371213,0,3,5,1
TINTAYA_N,552395,0,415154,17370044,0,3,5,1
TINTAYA_N,552040,0,414914,17208800,0,3,2,1
TINTAYA_N,551652,0,414662,17271199,0,3,5,1
TINTAYA_N,550925,0,414082,17253510,0,3,1,1
TINTAYA_N,549483,0,413088,17285346,0,3,6,1
TINTAYA_N,546640,0,410832,17007279,0,3,3,1
PARAGSHA2_N,546503,0,410766,26022397,0,3,3,1
TINTAYA_N,546313,0,410530,16983145,0,3,1,1
TINTAYA_N,545704,0,410184,16939507,0,3,3,1
TINTAYA_N,545172,0,409842,17138620,0,3,6,1
TINTAYA_N,544284,0,409172,17023175,0,3,8,1
TINTAYA_N,542860,1,408012,17020022,0,3,3,1
TINTAYA_N,539447,0,405600,16857118,0,3,6,1
TINTAYA_N,538851,0,405046,16919293,0,3,1,1
TINTAYA_N,537524,1,404034,16831595,0,3,3,1
SOCABAYA_REP_N,535046,0,402148,15227855,0,3,4,1
CHIMBOTENVA_N,532438,0,400090,14560062,0,2,1,1
TINTAYA_N,532412,2,400334,16753920,0,3,11,1
PARAGSHA2_N,530283,0,398518,24980533,0,3,1,1
PARAGSHA2_N,527738,0,396634,25077759,0,3,1,1
TINTAYA_N,527229,0,396332,16650353,0,3,4,1
TINTAYA_N,525718,0,395246,16453752,0,3,5,1
TINTAYA_N,525559,0,394984,16413737,0,3,1,1
TOCACHE_N,524454,5,395714,14534325,0,23,6,1
TINTAYA_N,524220,0,394088,16353524,0,3,2,1
PARAGSHA2_N,523296,0,393292,24973611,0,3,1,1
PARAGSHA2_N,522994,0,393070,25028772,0,3,1,1
TINTAYA_N,522127,0,392444,16385182,0,3,2,1
PARAGSHA2_N,520580,0,391288,25198701,0,3,1,1
PARAGSHA2_N,520566,0,391240,24965465,0,3,1,1
TINTAYA_N,520510,0,391444,16370615,0,3,10,1
TINTAYA_N,518643,2,389890,16213469,0,2,8,1
TINTAYA_N,518613,3,389944,16318756,0,3,10,1
TINTAYA_N,517949,0,389538,16571807,0,3,15,1
TINTAYA_N,517468,0,389166,16493458,0,3,9,1
TINTAYA_N,516835,1,388652,16410560,0,3,11,1
TINTAYA_N,514447,0,386702,16346200,0,3,5,1
PARAGSHA2_N,512204,0,384912,25525456,0,2,1,1
PARAGSHA2_N,511670,0,384586,24404026,0,3,1,1
TINTAYA_N,510778,0,384070,16231290,0,3,7,1
PARAGSHA2_N,507801,0,381664,23104278,0,3,1,1
AUCAYACU_N,506711,0,380792,18892535,0,7,1,1
AUCAYACU_N,502986,4,377990,18799036,0,4,4,2
TINTAYA_N,502829,1,378068,16015724,0,3,8,1
PARAGSHA2_N,500926,0,376540,24056358,0,3,1,1
PARAGSHA2_N,500338,0,376110,23286987,0,3,3,1
TINTAYA_N,499241,2,375434,15891569,0,3,14,1
TINTAYA_N,499211,2,375440,15783778,0,3,11,1
TINTAYA_N,498509,1,375010,15894588,0,3,16,1
PARAGSHA2_N,495948,0,372784,23079717,0,3,1,1
AUCAYACU_N,495917,0,372662,18413897,0,3,2,1
PARAGSHA2_N,495281,0,372322,24035259,0,3,1,1
AUCAYACU_N,495077,1,372040,18479416,0,7,1,1
PARAGSHA2_N,492428,0,370150,22649036,0,3,1,1
PARAGSHA2_N,491089,0,369130,22532960,0,3,1,1
PARAGSHA2_N,490130,0,368428,22635447,0,3,1,1
PARAGSHA2_N,489841,0,368212,22681587,0,3,1,1
PARAGSHA2_N,487354,0,366316,22352184,0,3,1,1
SOCABAYA_REP_N,486985,0,366170,13407314,0,7,8,1
PARAGSHA2_N,486963,0,366040,22607743,0,3,1,1
TINGOMARIA_N,486045,0,365230,17655904,0,3,1,1
PARAGSHA2_N,485811,0,365204,21863492,0,3,2,1
PARAGSHA2_N,481570,0,362010,22061825,0,3,3,1
TINGOMARIA_N,479362,0,360214,17540921,0,3,1,1
TINGOMARIA_N,479326,0,360178,17516433,0,3,1,1
TINGOMARIA_N,478945,0,359896,17569985,0,3,1,1
TINGOMARIA_N,478594,0,359626,17562339,0,3,1,1
CHIMBOTENVA_N,478407,2,359992,13119063,0,7,17,1
SOCABAYA_REP_N,478219,0,359386,13120475,0,3,1,1
PARAGSHA2_N,475920,0,357806,21898612,0,3,2,1
TINGOMARIA_N,475125,0,357040,17523285,0,3,1,1
TINGOMARIA_N,473903,0,356122,17504969,0,3,1,1
SOCABAYA_REP_N,472530,0,355286,12993069,0,3,2,1
TINGOMARIA_N,472198,0,354906,17499336,0,3,3,1
TINGOMARIA_N,471949,0,354668,17483850,0,3,2,1
TINGOMARIA_N,471344,0,354208,17478345,0,3,1,1
TINGOMARIA_N,470772,0,353776,17427727,0,3,1,1
TINTAYA_N,469586,1,353220,14857743,0,3,9,1
TINGOMARIA_N,469369,0,352720,17450105,0,3,1,1
TINGOMARIA_N,469181,0,352560,17448450,0,2,1,1
TINGOMARIA_N,468685,0,352222,17447053,0,3,1,1
TINGOMARIA_N,468365,0,351964,17440689,0,3,1,1
TINGOMARIA_N,465523,0,349840,17407699,0,3,1,1
TINGOMARIA_N,465272,0,349682,17410392,0,3,2,1
TINGOMARIA_N,464205,0,348856,17393385,0,3,1,1
TINTAYA_N,463331,1,348412,14500090,0,3,4,1
TINGOMARIA_N,462923,3,347920,17338746,0,3,4,1
TINGOMARIA_N,462273,0,347374,17367099,0,3,1,1
CHIMBOTENVA_N,459453,0,345434,12531399,0,7,1,1
AGUAYTIA_N,458791,0,344976,94841582,0,5,1,1
AGUAYTIA_N,457582,0,344064,94821134,0,5,1,1
AGUAYTIA_N,457393,0,343920,94797000,0,5,1,1
AGUAYTIA_N,457124,0,344006,94753825,0,25,1,1
AGUAYTIA_N,455716,0,342640,94816013,0,3,1,1
AGUAYTIA_N,455085,0,342166,94475271,0,3,1,1
AGUAYTIA_N,453984,0,341384,94802671,0,7,1,1
AGUAYTIA_N,452984,0,340582,94731881,0,3,1,1
TINTAYA_N,452676,1,340496,14277189,0,3,11,1
AGUAYTIA_N,452520,9,340486,94434842,0,7,12,1
AGUAYTIA_N,451735,0,339646,94732595,0,3,1,1
AGUAYTIA_N,451585,0,339622,94773092,0,9,1,1
AGUAYTIA_N,450659,0,339268,94573519,0,21,7,1
AGUAYTIA_N,449947,0,338346,94697948,0,5,1,1
AGUAYTIA_N,449100,0,337654,94680451,0,3,1,1
CHIMBOTENVA_N,442057,0,332410,12039514,0,6,1,1
AGUAYTIA_N,439821,0,331442,88766661,0,51,2,1
AGUAYTIA_N,439103,4,329902,92918737,0,11,15,1
AGUAYTIA_N,438694,9,330300,90691677,0,18,8,1
AGUAYTIA_N,437269,0,328850,88658969,0,5,3,1
TINGOM_ETS_N,434366,0,326822,32874712,0,4,1,1
TINGOM_ETS_N,433141,2,325954,34020418,0,5,2,1
TINGOM_ETS_N,432445,2,325454,32728651,0,6,2,1
TINGOM_ETS_N,429413,1,323136,32403661,0,5,1,1
TINGOM_ETS_N,429237,1,323030,32309921,0,7,1,1
TINGOM_ETS_N,427843,0,321946,32205313,0,6,1,1
TINGOM_ETS_N,427569,0,321734,32111683,0,4,1,1
TINGOM_ETS_N,427423,0,321626,32303081,0,4,1,1
CHIMBOTENVA_N,427197,0,321514,11674896,0,14,10,1
TINGOM_ETS_N,426951,0,321248,32378037,0,4,1,1
TINGOM_ETS_N,426772,0,321156,32991896,0,5,1,1
TINGOM_ETS_N,425535,0,320202,32024581,0,5,1,1
SOCABAYA_REP_N,425031,0,319690,11746774,0,6,4,1
TINGOM_ETS_N,424966,0,319806,31979062,0,5,1,1
TINGOM_ETS_N,424893,0,319734,31895685,0,5,1,1
TINGOM_ETS_N,424151,0,319180,31999514,0,3,1,1
TINGOM_ETS_N,423990,0,319080,32531042,0,5,1,1
TINGOM_ETS_N,423713,0,318876,31844098,0,5,4,1
TINGOM_ETS_N,421633,0,317316,32334525,0,5,1,1
TINGOM_ETS_N,420863,0,316716,32912024,0,5,1,1
AGUAYTIA_N,420839,3,316524,88675336,0,8,16,1
TINGOM_ETS_N,419744,0,315870,32597825,0,5,1,1
TINGOM_ETS_N,417985,0,314552,31988927,0,4,1,1
TINGOM_ETS_N,416242,0,313362,31293344,0,4,6,1
TINGOM_ETS_N,414605,0,311990,31015946,0,4,1,1
TINGOM_ETS_N,398206,0,299836,30255205,0,12,1,1
TINGOM_ETS_N,394937,0,297408,30113782,0,13,2,1
TINGOM_ETS_N,394933,2,297374,28995431,0,14,1,1
AGUAYTIA_N,385489,0,290476,79779779,0,12,13,2
LA_BREA,377456,0,284094,11448107,0,1,24,1
PUNO_N,374900,0,282502,12369831,0,4,3,1
PUNO_N,365997,0,275722,12057252,0,3,1,1
PUNO_N,360874,0,271828,11905619,0,3,1,1
PUNO_N,360487,0,271616,11885515,0,7,1,1
PUNO_N,360072,0,271258,11823686,0,3,1,1
PUNO_N,358297,0,269932,11788376,0,3,1,1
PUNO_N,356790,0,268910,11855276,0,3,5,1
PUNO_N,356422,1,268614,11687987,0,5,1,1
PUNO_N,354788,0,267290,11717814,0,3,2,1
PUNO_N,353696,0,266438,11792608,0,4,1,1
PUNO_N,352279,0,265432,11594609,0,3,1,1
PUNO_N,351082,0,264614,11692898,0,3,8,1
MONTALVO,350561,0,264054,9907777,0,3,24,1
PUNO_N,350439,0,264070,11560934,0,3,1,1
MONTALVO,349333,0,262756,9939370,0,3,1,1
MONTALVO,349070,0,262576,9903680,0,3,1,1
TOCACHE_N,348742,1,263468,9729224,0,6,13,1
MONTALVO,348003,0,261748,9865908,0,3,1,1
