rtu_name,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_idle,scan_type_command,scan_type_init,tipo_evento
CHAVARRIA,191325,1028,1192523,2700218,190908,4,2,1
CALLAHUANCA,191170,381,959635,5088944,191531,3,17,1
CHAVARRIA,191131,1007,1192016,2686786,190669,28,2,1
CHAVARRIA,191109,993,1182700,2718429,190658,3,2,1
CALLAHUANCA,191076,372,959040,5068454,191443,3,2,1
CHAVARRIA,190884,986,1193762,2687068,190424,4,2,1
CALLAHUANCA,190817,363,957715,5303887,191174,3,3,1
CALLAHUANCA,190652,374,957030,5245576,191020,2,4,1
CALLAHUANCA,190633,342,956565,5413987,190964,3,8,1
CHAVARRIA,190572,1010,1190629,2679819,190138,3,2,1
CALLAHUANCA,190491,390,956370,5193314,190872,3,6,1
CHAVARRIA,190420,1015,1196444,2739274,189986,8,2,1
CHAVARRIA,190318,1007,1192105,2686707,189868,16,2,1
CALLAHUANCA,190225,379,954935,5329763,190596,3,5,1
CALLAHUANCA,190148,358,954295,5565024,190501,3,2,1
CARHUAMAYO,190097,123,952015,8869875,190215,3,2,1
CALLAHUANCA,190085,393,954385,5125974,190464,3,11,1
PARAGSHA_NVA,190075,358,954300,9198433,190411,9,13,1
CALLAHUANCA,190068,370,954000,5291765,190434,2,2,1
TALARA N,189978,0,143568,5176973,0,2,1,1
PUCALLPA_N,189930,28,144022,37373049,0,3,38,1
PUCALLPA_N,189788,0,143212,38170990,0,3,1,1
CALLAHUANCA,189771,345,952395,5270981,190104,3,9,1
CHAVARRIA,189760,1045,1189813,2682252,189361,3,2,1
CHAVARRIA,189746,1041,1186876,2672210,189344,4,2,1
CALLAHUANCA,189727,358,952195,5741401,190080,3,2,1
CHAVARRIA,189721,1041,1186839,2655039,189318,4,2,1
CHAVARRIA,189717,1084,1190446,2689378,189328,30,2,1
CHAVARRIA,189708,1019,1197537,2693252,189266,22,2,1
CHAVARRIA,189628,1032,1190269,2666649,189211,6,4,1
CHAVARRIA,189620,1057,1177187,2651794,189233,2,2,1
CALLAHUANCA,189596,387,951870,5291479,189975,3,5,1
CALLAHUANCA,189499,411,951580,5156078,189907,0,3,1
CALLAHUANCA,189454,408,951355,5290418,189856,3,3,1
CHAVARRIA,189416,1047,1185672,2680183,189020,3,2,1
CALLAHUANCA,189368,385,950730,5603692,189745,3,5,1
CHAVARRIA,189363,1047,1184761,2667424,188966,3,2,1
PARAGSHA_NVA,189337,350,950460,9172843,189672,6,9,1
PARAGSHA_NVA,189304,343,950285,9226234,189633,7,7,1
CALLAHUANCA,189262,333,949640,5974605,189589,3,3,1
CALLAHUANCA,189197,401,950045,5444135,189593,3,2,1
CALLAHUANCA,189085,396,949360,5244655,189476,3,2,1
CALLAHUANCA,188972,421,949090,5380163,189384,3,6,1
CALLAHUANCA,188971,360,948480,5869297,189325,3,3,1
CHAVARRIA,188929,1090,1186426,2644237,188564,12,2,1
CHAVARRIA,188922,1120,1176423,2658247,188575,26,2,1
CALLAHUANCA,188916,347,948050,5990979,189257,3,3,1
CHAVARRIA,188876,1087,1185256,2664120,188519,3,2,1
CALLAHUANCA,188750,352,947195,5346519,189093,3,6,1
CHAVARRIA,188720,1092,1189577,2678202,188350,15,11,1
PUCALLPA_N,188671,0,142416,37688994,0,3,3,1
CHAVARRIA,188616,1045,1185141,2675293,188219,4,4,1
CHAVARRIA,188599,1056,1183920,2672691,188212,2,2,1
CHAVARRIA,188471,1074,1188552,2663234,188101,3,2,1
CALLAHUANCA,188288,440,945815,5536201,188723,3,2,1
PARAGSHA_NVA,188279,397,945890,9261593,188649,18,9,1
CHAVARRIA,188213,1072,1186926,2681867,187841,3,2,1
CHAVARRIA,188206,1110,1178115,2662406,187871,3,2,1
CALLAHUANCA,188104,383,944395,5475787,188465,3,19,2
CARHUAMAYO,188074,135,942030,8770143,188204,3,2,1
PARAGSHA_NVA,187956,373,943845,9210429,188323,3,3,1
CALLAHUANCA,187853,463,944005,5385702,188302,3,11,1
PARAGSHA_NVA,187727,391,942815,9088631,188093,7,18,1
CALLAHUANCA,187667,717,944720,5314079,188365,3,16,2
CALLAHUANCA,187666,449,942805,5515245,188109,3,3,1
PARAGSHA_NVA,187653,378,942340,9175253,188011,8,12,1
PARAGSHA_NVA,187645,404,942565,9166937,188022,9,18,2
PARAGSHA_NVA,187571,324,941395,9217160,187884,5,6,1
CALLAHUANCA,187565,471,942575,5419210,188030,3,3,1
PARAGSHA_NVA,187481,359,941415,9159190,187826,8,6,1
TALARA N,187478,0,141868,5112238,0,9,1,1
CALLAHUANCA,187389,476,941730,5446339,187859,3,3,1
PUCALLPA_N,187285,0,141328,37174726,0,3,1,1
CALLAHUANCA,187277,345,939855,5378564,187612,3,7,1
CALLAHUANCA,187172,361,939460,5324625,187528,3,2,1
CALLAHUANCA,187161,335,939185,5490519,187487,3,6,1
PARAGSHA_NVA,186988,355,938790,9118101,187319,11,13,1
TALARA N,186980,10,142006,5150713,0,15,20,1
PARAGSHA_NVA,186932,347,938420,9098378,187273,3,3,1
PARAGSHA_NVA,186904,420,939040,9133457,187307,5,12,1
CALLAHUANCA,186821,493,939105,5544004,187307,3,4,1
PARAGSHA_NVA,186792,342,937720,9127161,187124,8,2,1
CALLAHUANCA,186747,443,938105,5365880,187184,3,3,1
PARAGSHA_NVA,186516,373,936645,9012857,186873,3,13,1
CALLAHUANCA,186469,315,935555,5826855,186778,3,3,1
CALLAHUANCA,186432,435,936465,5225315,186844,4,19,1
PARAGSHA_NVA,186391,414,936410,9135424,186798,4,3,1
CARHUAMAYO,186318,138,933205,8773162,186451,3,2,1
CALLAHUANCA,186044,392,934155,5269973,186431,3,2,1
CALLAHUANCA,186003,512,935260,5661507,186508,3,4,1
CALLAHUANCA,185956,370,933510,5512747,186313,3,10,1
CALLAHUANCA,185939,389,933570,5424386,186322,3,3,1
CARHUAMAYO,185747,133,930380,8680253,185874,3,3,1
CALLAHUANCA,185746,416,932885,5279025,186157,3,2,1
PUCALLPA_N,185643,0,140046,37155418,0,2,1,1
PARAGSHA_NVA,185517,370,931545,8871922,185874,2,11,1
CALLAHUANCA,185341,422,930960,5325007,185753,3,7,1
PUCALLPA_N,185201,37,140676,36108977,0,3,48,1
PARAGSHA_NVA,185189,462,930840,8835780,185632,3,16,1
CARHUAMAYO,185131,173,927770,8753303,185294,7,3,1
PARAGSHA_NVA,185104,339,929150,9071851,185422,3,18,1
TALARA N,185061,5,140236,5066768,0,7,9,1
PARAGSHA_NVA,185037,462,930180,9125696,185485,8,6,1
PARAGSHA_NVA,184999,359,929000,9001839,185342,7,9,1
PARAGSHA_NVA,184958,329,928330,9018828,185271,3,13,1
CALLAHUANCA,184950,441,929175,5495838,185378,3,10,1
PARAGSHA_NVA,184935,423,929280,9013851,185330,11,17,1
PARAGSHA_NVA,184815,408,928465,9026464,185202,5,16,1
PARAGSHA_NVA,184521,372,926660,8980178,184868,6,19,1
PARAGSHA_NVA,184370,374,925925,9011261,184732,8,4,1
CALLAHUANCA,184316,488,926475,5094591,184798,3,3,1
PARAGSHA_NVA,184236,329,924840,9071189,184550,12,3,1
PARAGSHA_NVA,184173,355,924755,9062811,184518,3,7,1
PARAGSHA_NVA,184136,380,924935,8994120,184506,8,2,1
PARAGSHA_NVA,184113,333,924290,9007559,184437,6,3,1
PARAGSHA_NVA,184112,341,924150,8951739,184435,8,10,1
PARAGSHA_NVA,184072,340,924035,9048758,184402,7,3,1
PARAGSHA_NVA,183992,361,923905,9017028,184338,7,8,1
PARAGSHA_NVA,183831,383,923190,8965866,184206,5,3,1
PUCALLPA_N,183794,0,138712,36529906,0,3,1,1
PARAGSHA_NVA,183749,315,922185,8993406,184054,6,4,1
PARAGSHA_NVA,183727,411,923210,9066671,184106,20,12,1
PARAGSHA_NVA,183619,351,921825,8970871,183964,3,3,1
CALLAHUANCA,183601,481,922890,5304067,184072,3,7,1
PARAGSHA_NVA,183552,401,922040,8899569,183946,5,2,1
PARAGSHA_NVA,183539,433,922365,9034973,183941,7,24,1
CALLAHUANCA,183473,1222,925785,5265319,183915,10,770,2
PARAGSHA_NVA,183472,386,921420,8992494,183836,8,14,1
PARAGSHA_NVA,183423,385,921350,9072838,183796,8,4,1
CALLAHUANCA,183372,393,920790,4988454,183760,3,2,1
PARAGSHA_NVA,183227,388,920245,8954699,183599,3,13,1
PARAGSHA_NVA,183162,381,919910,8973753,183538,3,2,1
CALLAHUANCA,183027,514,920370,5296010,183534,3,4,1
PARAGSHA_NVA,182936,397,919035,8937545,183324,5,4,1
PARAGSHA_NVA,182920,370,918480,9021917,183284,3,3,1
CALLAHUANCA,182836,554,919855,5157345,183379,3,8,2
AZANGARO,182630,1080,923420,1957138,183402,4,304,2
PARAGSHA_NVA,182618,429,917945,9005849,183005,20,22,1
CALLAHUANCA,182599,538,918400,5146499,183132,3,2,1
PARAGSHA_NVA,182589,422,917545,9001014,182985,9,17,1
PARAGSHA_NVA,182561,343,916695,8989476,182884,14,6,1
PARAGSHA_NVA,182520,412,917040,8966422,182915,9,8,1
PARAGSHA_NVA,182436,446,917120,8897741,182850,22,10,1
PARAGSHA_NVA,182397,401,916365,8971635,182782,8,8,1
INDEPE60,182342,15,915575,12518910,182332,23,2,1
PARAGSHA_NVA,182136,447,915430,8945798,182565,11,7,1
PARAGSHA_NVA,182058,373,914505,8997302,182407,14,10,1
PUCALLPA_N,182014,0,137422,36447500,0,3,4,1
PUCALLPA_N,182005,6,137554,35477516,0,3,10,1
CARHUAMAYO,181906,114,911005,8482153,182008,10,2,1
PARAGSHA_NVA,181897,364,913480,8956985,182252,4,5,1
PARAGSHA_NVA,181778,408,913260,8948783,182179,3,4,1
ICA,181736,88,910580,9436061,181803,19,2,1
PARAGSHA_NVA,181735,472,913750,8982648,182189,10,8,1
PARAGSHA_NVA,181630,361,912020,8859028,181971,9,11,1
PARAGSHA_NVA,181490,415,911795,8820844,181899,3,3,1
PARAGSHA_NVA,181431,428,911715,8936900,181820,20,19,1
PARAGSHA_NVA,181424,356,910920,8899128,181774,3,3,1
PARAGSHA_NVA,181334,507,912160,8895234,181801,21,19,1
PARAGSHA_NVA,181303,413,910945,8830703,181688,12,16,1
CALLAHUANCA,181246,677,913085,5126556,181908,7,8,2
PARAGSHA_NVA,181170,437,910550,8952508,181588,11,8,1
PARAGSHA_NVA,180975,432,909490,8902579,181375,6,26,1
PARAGSHA_NVA,180884,395,908570,8941959,181259,3,17,1
CARHUAMAYO,180831,124,905640,8603641,180950,3,2,1
ICA,180578,61,904660,9425879,180634,3,2,1
CALLAHUANCA,180565,661,909565,5106017,181215,3,8,2
PARAGSHA_NVA,180470,504,907815,8734969,180953,12,9,1
PARAGSHA_NVA,180096,462,905360,8865459,180540,6,12,1
PARAGSHA_NVA,180019,327,903545,8885655,180340,3,3,1
PARAGSHA_NVA,179925,387,903675,8877111,180305,3,4,1
PUCALLPA_N,179902,5,135916,35648520,0,3,7,1
CARHUAMAYO,179678,135,900020,8537947,179806,5,2,1
PARAGSHA_NVA,179659,350,902225,8869614,179996,11,2,1
CARHUAMAYO,179467,145,899000,8064140,179606,3,3,1
CALLAHUANCA,179315,668,903320,5099727,179973,3,7,1
PUCALLPA_N,179307,1,135334,35061458,0,3,1,1
PARAGSHA_NVA,179143,405,900135,8908999,179535,8,5,1
CALLAHUANCA,179010,720,902430,5277007,179710,3,17,1
CARHUAMAYO,178907,135,896165,8468554,179037,3,2,1
CARHUAMAYO,178875,140,896020,8346450,179009,3,3,1
CARHUAMAYO,178871,121,895795,8385681,178987,3,2,1
CARHUAMAYO,178800,127,895570,8409763,178922,3,2,1
PARAGSHA_NVA,178699,491,898565,8784438,179154,4,32,1
AZANGARO,178087,1239,903265,2055160,179024,23,279,2
PARAGSHA_NVA,177934,361,893580,8750862,178284,3,8,1
PUCALLPA_N,177891,0,134278,34937834,0,3,1,1
PARAGSHA_NVA,175366,447,881595,8653520,175799,8,6,1
CARHUAMAYO,174526,181,874540,8141684,174673,5,29,1
ICA,172054,83,863420,11084253,172104,31,2,1
AZANGARO,172007,95,861160,1936518,172018,7,77,1
ICA,171829,85,861395,11187905,171867,45,2,1
AZANGARO,171654,0,858380,1974022,171649,3,2,1
CHIMBOTE1_N,170745,0,128878,11237587,0,18,1,1
AZANGARO,169890,57,850185,1972284,169893,10,44,2
CHIMBOTE1_N,169691,0,128102,10444748,0,3,2,1
AZANGARO,169241,45,846795,2044102,169243,8,35,1
AZANGARO,169076,67,846170,2016017,169083,5,55,1
ICA,168084,86,843515,11382008,168105,62,3,1
INDEPE60,167916,149,842620,13387827,168054,7,4,1
LA_BREA,167853,0,127374,4802333,0,1,41,1
AZANGARO,167843,128,840520,2045904,167848,4,119,1
CARHUAMAYO,167280,186,838475,7952487,167459,3,4,1
ICA,166613,75,834185,12122879,166671,15,2,1
ICA,166596,75,833940,12005776,166651,18,2,1
AZANGARO,166543,160,834735,2037143,166570,8,125,2
ICA,166456,78,833390,12109205,166508,24,2,1
ICA,166108,68,831855,12056925,166166,8,2,1
ICA,165963,129,834895,11641995,166036,48,8,1
SOCABAYA,165700,102,858992,1180815,164298,3,74,2
ICA,165412,71,831625,12235703,165470,9,4,1
ICA,165179,69,830020,12354492,165214,31,3,1
ICA,165027,85,828495,12342954,165088,22,2,1
CHIMBOTE1_N,164993,0,124442,10227082,0,7,1,1
ICA,164788,88,825600,12376602,164848,26,2,1
ICA,164437,75,823760,11415256,164496,14,2,1
PIEDRAS BLAN,164151,28,821110,3517195,164174,3,2,1
ICA,164079,87,824860,11566353,164122,40,4,1
CARHUAMAYO,164016,155,821860,7517479,164165,3,3,1
CARHUAMAYO,164005,156,821755,7720307,164152,0,9,1
ICA,163985,103,821785,11783813,164059,27,2,1
CHIMBOTE1_N,163984,0,123696,9665007,0,5,1,1
PIEDRAS BLAN,163726,39,819065,3628551,163760,3,2,1
SOCABAYA,163726,0,848909,1718442,162284,2,2,1
PUCALLPA_N,163602,8,124548,31547676,0,63,9,1
SOCABAYA,163397,0,847276,1698271,161954,0,2,1
AZANGARO,163386,323,820000,1941248,163391,8,310,1
ICA,162997,80,820130,11618260,163054,21,2,1
ICA,162620,78,816015,12242537,162691,5,2,1
ICA,162481,81,815505,12071986,162529,31,2,1
ICA,162467,85,814610,11709085,162529,21,2,1
INDEPE60,162349,220,814820,13762351,162564,3,2,1
JULIACA_N,162020,0,122390,6244283,0,3,2,1
ICA,161839,105,813090,12398606,161915,27,2,1
PIEDRAS BLAN,161706,6,808665,3505638,161707,3,2,1
CHIMBOTE1_N,161655,1,121908,9850571,0,14,1,1
SOCABAYA,161579,0,838168,1879963,160136,3,2,1
CHIMBOTE1_N,161181,0,121794,9970636,0,15,3,1
PIEDRAS BLAN,160962,46,805330,3481117,161003,3,2,1
ICA,160703,88,805475,12348616,160755,33,3,1
CARHUAMAYO,160454,169,804170,7691818,160614,3,6,1
PIEDRAS BLAN,160415,18,802305,3453173,160429,2,2,1
SOCABAYA,160322,0,831904,1800986,158878,3,2,1
PIEDRAS BLAN,159977,71,800665,3436621,160043,3,2,1
ICA,159933,67,802710,12988372,159990,7,3,1
PIEDRAS BLAN,159914,95,800580,3484614,160004,3,2,1
JULIACA_N,159897,0,120988,6158251,0,14,2,1
JULIACA_N,159791,0,120854,6182048,0,5,7,1
SOCABAYA,159779,2,829276,1798159,158330,8,2,1
INDEPE60,159778,181,801255,14341634,159954,3,2,1
ICA,159676,67,801380,12758965,159725,16,2,1
CARHUAMAYO,159372,196,799030,7367866,159547,9,12,1
ICA,159357,88,800605,12734875,159382,60,3,1
CHIMBOTE1_N,159297,0,120056,9859501,0,7,1,1
CHIMBOTE1_N,159254,1,120298,9449546,0,5,5,1
TRUJILLNUEV,159174,1295,809635,9059188,160464,3,2,1
AGUAYTIA_N,159155,0,120232,30589345,0,3,1,1
ICA,159117,94,797020,12555887,159196,13,2,1
JULIACA_N,159037,0,120146,6192499,0,3,2,1
AGUAYTIA_N,158993,12,122068,30483828,0,104,8,1
JULIACA_N,158891,0,120022,6118795,0,3,1,1
CHIMBOTE1_N,158874,0,119686,9701063,0,8,2,1
ICA,158780,77,795440,12222219,158839,16,2,1
CHIMBOTE1_N,158600,0,119820,9431495,0,15,3,1
PIEDRAS BLAN,158240,171,792975,3420377,158406,3,2,1
JULIACA_N,157969,0,119348,6062499,0,3,2,1
TRUJILLNUEV,157891,1289,803715,9369239,159166,12,2,1
JULIACA_N,157870,0,119322,6096457,0,4,2,1
AZANGARO,157856,346,792945,1813349,157953,4,245,1
PIEDRAS BLAN,157757,190,790770,3437340,157942,3,2,1
ICA,157755,98,794875,12564060,157785,66,2,1
CHIMBOTE1_N,157687,0,119022,9467016,0,11,1,1
JULIACA_N,157395,0,118932,6095975,0,4,2,1
CHIMBOTE1_N,157294,0,118748,9548747,0,18,2,1
CARHUAMAYO,157285,183,788465,7507909,157462,3,3,1
JULIACA_N,157283,0,118842,6048077,0,4,2,1
JULIACA_N,157131,0,118736,6044964,0,3,2,1
JULIACA_N,157025,26,119544,6280033,0,68,6,1
CHIMBOTE1_N,156931,0,118436,9393957,0,19,1,1
CARHUAMAYO,156723,175,785665,7444576,156891,3,4,1
ICA,156617,125,789130,12531668,156698,42,2,1
CHIMBOTE1_N,156589,0,118188,9214253,0,11,4,1
JULIACA_N,156428,0,118186,5951302,0,3,1,1
PIEDRAS BLAN,156315,93,782550,3449275,156403,3,2,1
AGUAYTIA_N,156232,0,118480,30089782,0,5,14,2
ICA,156088,469,786750,11386961,156160,16,381,1
DESIERTO,155986,158,780810,3884704,156139,3,2,1
DESIERTO,155971,296,782290,4757490,156238,27,2,1
INDEPE60,155914,132,788110,14913250,156012,30,4,1
PIEDRAS BLAN,155880,317,782655,3555379,156192,3,2,1
CHIMBOTE1_N,155687,0,117286,9566272,0,3,1,1
ICA,155657,86,779300,13140857,155733,8,2,1
CHIMBOTE1_N,155634,0,117312,9208123,0,11,1,1
PACHACHACA,155572,14,778075,2531769,155581,3,2,1
PIEDRAS BLAN,155512,278,780330,3410440,155785,3,2,1
PIEDRAS BLAN,155249,327,779280,3415413,155545,3,28,1
TRUJILLNUEV,155154,1420,793385,10827846,156558,8,8,1
JULIACA_N,155115,0,117210,6043050,0,3,3,1
DESIERTO,154967,143,775660,4383143,155105,3,2,1
JULIACA_N,154864,0,116996,5975748,0,4,1,1
TRUJILLNUEV,154847,1460,790875,10940785,156295,8,4,1
PACHACHACA,154842,68,774675,2503652,154850,3,57,2
JULIACA_N,154775,0,116944,5977507,0,3,1,1
JULIACA_N,154765,0,117010,6086379,0,5,2,1
PIEDRAS BLAN,154617,221,774330,3344457,154630,3,205,2
ICA,154531,95,774055,12859316,154596,28,2,1
ICA,154528,226,777140,11804815,154628,25,101,1
JULIACA_N,154522,0,116790,5710592,0,4,2,1
CHIMBOTE1_N,154223,0,116418,9249371,0,19,2,1
PACHACHACA,154164,31,771195,2612284,154190,3,2,1
PACHACHACA,154059,28,770605,2666384,154071,3,13,1
INDEPE60,153873,177,772130,15157410,154044,4,2,1
TRUJILLNUEV,153845,1416,788480,10856103,155186,42,33,1
PACHACHACA,153777,72,769420,2529933,153783,10,56,2
PIEDRAS BLAN,153657,370,772005,3436472,154020,3,4,1
DESIERTO,153567,180,768820,4631115,153742,3,2,1
PACHACHACA,153525,95,768355,2611094,153561,3,56,1
TRUJILLNUEV,153496,1303,782685,10065720,154785,6,8,1
PACHACHACA,153493,24,767770,2693744,153511,3,3,1
PACHACHACA,153455,123,768335,2556601,153515,8,55,1
PIEDRAS BLAN,153421,341,770505,3382136,153757,3,2,1
AGUAYTIA_N,153320,0,116478,29507168,0,3,21,2
INDEPE60,153225,153,773985,15186226,153350,20,8,1
CARHUAMAYO,153186,186,767925,7147799,153363,3,6,1
PACHACHACA,153138,22,765965,2800544,153155,3,2,1
PACHACHACA,153097,52,765910,2652562,153101,9,39,1
PACHACHACA,152959,70,765555,2630484,153011,4,14,1
PACHACHACA,152950,104,765570,2637620,152991,3,60,1
PACHACHACA,152919,107,765480,2640116,152965,3,58,1
PACHACHACA,152874,65,765045,2668121,152895,5,39,1
PACHACHACA,152856,12,764435,2793271,152856,3,9,1
INDEPE60,152821,160,768760,15356941,152947,25,9,1
PACHACHACA,152780,90,764520,2617760,152794,3,73,1
PACHACHACA,152769,46,764250,2771215,152782,3,30,1
PACHACHACA,152626,75,763760,2711912,152650,3,48,1
PACHACHACA,152605,44,763550,2778874,152641,3,5,1
PACHACHACA,152466,28,762685,2775247,152489,3,2,1
ICA,152423,81,764770,13077031,152486,16,2,1
PACHACHACA,152381,77,762495,2685443,152397,3,58,1
DESIERTO,152364,183,762820,4569553,152542,3,2,1
PACHACHACA,152296,76,762025,2684201,152312,3,57,1
PACHACHACA,152295,71,762180,2753628,152321,13,32,1
PACHACHACA,152268,121,762200,2599305,152290,8,91,1
SANTUARIO,152165,1,791139,6538552,150721,3,2,1
CARHUAMAYO,152142,184,762690,7093329,152320,3,3,1
PACHACHACA,152087,94,761250,2668873,152107,4,70,1
CHIMBOTE1_N,152084,0,114632,9209736,0,16,1,1
PACHACHACA,152064,111,761235,2631305,152107,3,65,1
ICA,152054,75,762305,13833362,152098,29,2,1
JULIACA_N,151999,0,114860,5930715,0,3,2,1
PACHACHACA,151982,64,760635,2683046,152041,3,2,1
DESIERTO,151934,142,760495,4761610,152069,3,4,1
INDEPE60,151925,168,768345,15098172,152048,39,6,1
CHIMBOTE1_N,151876,0,114220,9004976,0,3,1,1
TRUJILLNUEV,151804,1430,776400,11319302,153216,14,4,1
INDEPE60,151676,70,759805,16336286,151682,10,54,1
TRUJILLNUEV,151657,1557,774705,10050013,153035,4,175,2
PACHACHACA,151534,80,758620,2757557,151603,3,8,1
TRUJILLNUEV,151492,1406,775400,11475972,152870,26,2,1
PACHACHACA,151419,117,758200,2671735,151497,3,36,1
PACHACHACA,151333,78,757290,2781089,151358,3,50,1
JULIACA_N,151314,0,114328,5889647,0,3,1,1
PACHACHACA,151270,16,756585,2538405,151281,3,2,1
JULIACA_N,151240,4,114470,5851945,0,16,2,1
PACHACHACA,151224,152,757610,2668233,151305,11,60,1
PACHACHACA,151121,91,756480,2766052,151180,3,29,1
CHIMBOTE1_N,151082,0,114054,8659547,0,4,2,1
CHIMBOTE1_N,151051,0,114028,9167532,0,9,2,1
PACHACHACA,151018,87,755750,2790425,151049,3,53,1
PACHACHACA,150793,152,755520,2624132,150893,7,45,1
AGUAYTIA_N,150752,0,114852,28992743,0,7,31,2
TRUJILLNUEV,150729,1428,776300,10368751,152108,41,8,1
PACHACHACA,150695,140,754430,2703788,150715,3,117,1
PIEDRAS BLAN,150692,459,757140,3427000,150966,3,182,1
PACHACHACA,150690,146,754620,2673804,150746,4,86,1
PACHACHACA,150658,204,754740,2600745,150683,5,174,1
PACHACHACA,150626,143,754220,2648760,150674,10,85,1
PACHACHACA,150609,47,753445,2891414,150626,3,27,1
PACHACHACA,150596,162,754125,2641817,150624,2,132,1
PACHACHACA,150592,119,753930,2682988,150652,5,54,1
PACHACHACA,150574,104,753810,2811229,150607,9,62,1
PACHACHACA,150545,125,753505,2730740,150549,7,114,1
TRUJILLNUEV,150524,2094,771315,10383156,152611,5,2,1
DESIERTO,150495,1008,757745,4894590,151497,3,3,1
PACHACHACA,150485,141,753700,2723391,150571,3,52,1
DESIERTO,150435,148,753000,4754136,150578,3,2,1
DESIERTO,150434,775,756460,4967447,151204,3,2,1
PACHACHACA,150430,136,753300,2711691,150496,7,63,1
PACHACHACA,150397,78,752550,2850636,150416,3,56,1
PACHACHACA,150381,201,754095,2595810,150413,26,143,1
PACHACHACA,150361,137,752955,2748734,150439,3,56,1
PACHACHACA,150335,48,752145,2911787,150353,3,27,2
PACHACHACA,150258,34,751600,2972079,150272,3,17,1
PACHACHACA,150251,144,752795,2757760,150390,3,2,1
SOCABAYA,150206,3,781580,2687156,148751,17,2,1
TRUJILLNUEV,150203,1340,766730,11188010,151529,3,11,1
PACHACHACA,150163,151,751925,2675953,150193,6,115,1
PACHACHACA,150064,217,752390,2592667,150191,4,86,1
PACHACHACA,150050,192,751970,2693082,150127,11,104,1
PACHACHACA,149971,147,750990,2769066,150019,3,96,1
PACHACHACA,149878,167,750605,2650301,149922,3,120,1
PACHACHACA,149731,201,749990,2602428,149768,3,161,1
INDEPE60,149728,178,752065,15616539,149894,8,4,1
PACHACHACA,149724,73,749140,2835210,149740,3,54,1
PACHACHACA,149704,234,750165,2583921,149757,3,178,2
TRUJILLNUEV,149517,1349,763330,10598614,150856,3,7,1
PACHACHACA,149500,147,748500,2809645,149530,3,114,1
PACHACHACA,149474,195,749190,2731674,149569,9,91,1
PACHACHACA,149470,205,748685,2704389,149492,8,175,1
PACHACHACA,149425,112,748155,2869598,149489,3,45,1
PACHACHACA,149314,90,747500,2865743,149361,3,40,1
PACHACHACA,149314,220,748465,2621892,149435,3,96,1
PACHACHACA,149298,128,747465,2852369,149341,3,82,1
DESIERTO,149255,354,748135,4830338,149604,3,2,1
INDEPE60,149225,145,748190,16212702,149257,5,108,2
CHIMBOTE1_N,149203,0,112546,8581115,0,17,2,1
PACHACHACA,149198,185,747200,2730021,149206,4,173,1
PACHACHACA,149077,157,746525,2809056,149117,3,114,1
PACHACHACA,149000,141,746220,2838997,149079,3,59,1
PACHACHACA,148965,150,746130,2754188,149023,5,87,1
INDEPE60,148960,150,749795,15843322,149074,30,6,1
PACHACHACA,148915,148,745570,2717878,148950,5,108,1
PACHACHACA,148913,133,745840,2578556,149014,3,29,1
INDEPE60,148872,185,749930,15674972,149036,19,2,1
INDEPE60,148459,155,745580,15942033,148600,9,5,1
ICA,148428,649,753550,9303522,148934,8,135,1
PACHACHACA,148172,141,741855,2921085,148206,3,104,1
TRUJILLNUEV,148134,1368,756940,10876296,149489,9,4,1
DESIERTO,148005,196,741085,4599477,148196,3,2,1
AGUAYTIA_N,147775,0,112340,28624966,0,5,23,2
PACHACHACA,147723,124,739605,2831003,147757,8,82,1
PACHACHACA,147696,281,740255,2648810,147739,3,235,2
PACHACHACA,147677,309,740990,2645014,147838,3,145,2
INDEPE60,147671,160,749340,15907494,147789,40,2,1
PACHACHACA,147552,218,739470,2691683,147656,6,108,1
INDEPE60,147352,263,739185,15813261,147365,14,236,2
ICA,147298,98,739040,14432973,147380,14,2,1
TRUJILLNUEV,147263,1417,752225,11144630,148669,3,8,1
PACHACHACA,147128,328,737920,2641872,147185,6,265,2
DESIERTO,147109,139,736310,4776258,147244,2,2,1
PACHACHACA,147103,223,737020,2712684,147150,3,173,2
PACHACHACA,147020,253,737550,2793822,147209,5,59,1
DESIERTO,147015,138,735840,4791659,147148,3,2,1
DESIERTO,146998,188,736015,4813251,147181,3,2,1
PACHACHACA,146970,283,737310,2616945,147089,12,152,1
TRUJILLNUEV,146946,1305,750975,10881879,148244,5,2,1
DESIERTO,146862,221,735600,4674917,147047,11,25,1
TRUJILLNUEV,146786,1575,752405,10797571,148290,6,65,1
SANTUARIO,146749,4,764447,6967095,145271,11,34,1
PACHACHACA,146744,310,736530,2663743,146916,4,134,1
CHIMBOTE1_N,146743,0,110328,8883710,0,13,2,1
CARHUAMAYO,146714,159,735300,6948294,146867,3,3,1
CHIMBOTE1_N,146679,0,111068,8434414,0,35,3,1
CHIMBOTE1_N,146491,0,110672,8644707,0,25,1,1
TRUJILLNUEV,146368,1426,747845,11130993,147784,8,2,1
SANTUARIO,146202,3,761646,7035896,144727,7,34,1
AGUAYTIA_N,146122,0,111298,27342605,0,3,29,2
CHIMBOTE1_N,146104,0,110184,8963810,0,25,2,1
TRUJILLNUEV,146039,1357,746650,11347712,147378,16,2,1
CARHUAMAYO,145917,191,731605,6856633,146085,3,20,1
SANTUARIO,145831,1,759825,7125359,144359,3,30,1
