id_rtufecha,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_init,enviados,fallidos,alarmas,duracion_int,tipo_evento
44234ZORRITOS_N,876655,0,659340,24461339,0,5,0,0,0,0
44234TALARA N,201690,0,152426,5496606,0,1,0,0,0,0
44234CARAPONGO,709392,0,532506,31241368,0,4,0,0,0,0
44236HUANUCO_N,1375797,0,1032966,37400146,0,3,1,2,37313,2
44246ICA,166093,89,834025,12209757,0,13,13,0,0,1
44234CHAVARRIA_N,946351,0,710802,26998512,0,2,0,0,0,0
44202HUANUCO_N,1381360,0,1037242,37644403,1,3,1,0,0,2
44325CHILCA1,207405,34,1037350,6825251,2,6,1,0,0,2
44328CHILCA1,208465,45,1042635,6664303,0,6,2,0,0,2
44234TRUJILLO_N,2883400,1,2164868,98921228,13,8,0,0,0,0
44235AZANGARO,211458,22,1057570,2186956,0,2,0,2,646,0
44235SANROS_N,1829526,0,1373094,53749526,0,5,0,5,28671,0
44235ZAPALLAL,228891,555,1147610,2347163,0,4,0,0,0,0
44291ICA,166157,87,834085,11900217,0,10,10,2,4556,1
44235HUACHO,117769,198,591260,6442885,0,6,0,0,0,0
44275ICA,166613,75,834185,12122879,2,24,24,0,0,1
44309ZORRITOS_N,1118588,0,842592,31519367,20,15,4,4,82,1
44235OROYA_N,1055092,0,791886,31362744,0,2,0,0,0,0
44235HUAYUCACHI,273436,30,1367955,1772433,0,8,0,1,4,0
44235QUENCORO_N,1745133,1,1310656,50025066,7,2,0,3,114,0
44235LANINA_N,2622456,0,1968498,78662572,0,2,0,0,0,0
44235YARABAMBA,4000655,1,3001632,211876115,0,4,0,0,0,0
44322CHILCA1,208149,45,1042865,6617076,7,20,4,0,0,2
44235CARABAYLLO,233010,272,1168125,9673356,0,12,0,0,0,0
44235GUADALUPE_N,1505139,0,1130230,42022593,0,7,0,0,0,0
44201HUANUCO_N,1390772,0,1044252,38014332,0,3,1,0,0,2
44248HUANUCO_N,1390838,0,1044282,37838292,0,3,1,0,0,2
44235TINGOM_ETS_N,394933,2,297374,28995431,1,1,0,0,0,0
44235SANJUAN_N,900423,2,677146,24956948,9,4,0,0,0,0
44231ICA,168084,86,843515,11382008,3,30,30,0,0,1
44235ZORRITOS_N,814815,0,612920,22704356,0,18,0,0,0,0
44235TALARA N,204787,0,154682,5578655,0,1,0,0,0,0
44235CARAPONGO,738751,0,554554,34798551,0,4,0,0,0,0
44264GUADALUPE_N,1391532,0,1046286,38769026,0,46,3,0,0,2
44253ICA,169216,85,847855,11550205,0,15,15,1,8,1
44235ABANCAY,1729067,0,1297710,48070835,0,1,0,0,0,0
44308INDEPE_N,1395598,0,1046958,110709708,0,8,5,0,0,2
44235CHAVARRIA_N,957381,2,719290,27195963,0,6,0,0,0,0
44281ICA,169629,76,849235,11681107,0,42,42,1,2,1
44220HUANUCO_N,1394638,0,1047240,38042784,0,6,2,0,0,2
44232ICA,170727,58,855565,11549776,0,21,21,0,0,1
44236AZANGARO,209205,103,1047390,2166553,56,2,0,0,0,0
44236AYAVIRI,44382,25,222360,4799199,4,1,0,0,0,0
44236SANROS_N,1767880,0,1326932,51960385,0,3,0,3,1072,0
44243ICA,171432,80,858225,11271930,0,12,12,0,0,1
44247ICA,171691,86,860330,11325049,0,28,27,1,240,1
44282ICA,171829,85,861395,11187905,2,27,27,1,106,1
44236LANINA_N,2571665,0,1930304,76930169,0,2,0,0,0,0
44236PUNO_N,340135,0,256140,11569377,0,1,0,0,0,0
44213HUANUCO_N,1396046,0,1048442,38003530,1,3,1,0,0,2
44236CARABAYLLO,235987,323,1183860,9317914,0,10,0,0,0,0
44236GUADALUPE_N,1446899,0,1086720,40439090,0,3,0,0,0,0
44311INDEPE_N,1397772,0,1048762,109541387,0,4,1,0,0,2
44219HUANUCO_N,1403239,0,1053626,38243403,0,6,2,0,0,2
44236TINGOM_ETS_N,421915,0,317510,32660036,0,3,0,3,74588,0
44236SANJUAN_N,915090,0,687808,25315130,0,2,0,0,0,0
44252ICA,172054,83,863420,11084253,2,21,21,0,0,1
44236ZORRITOS_N,877838,0,660396,24484230,0,14,0,0,0,0
44236CARAPONGO,659714,0,495250,30394674,1,1,0,0,0,0
44336INDEPE_N,1407132,0,1055948,111140296,3,24,11,0,0,2
44333CHILCA1,210731,42,1057795,6591320,2,24,1,0,0,2
44236CHAVARRIA_N,935001,2,702450,26494717,0,4,0,0,0,0
44334CHILCA1,210899,33,1057835,6802301,2,24,1,0,0,2
44249HUANUCO_N,1412004,0,1060206,38399401,0,3,1,0,0,2
44233ICA,172327,104,864905,10861930,0,12,12,0,0,1
44218HUANUCO_N,1412370,0,1060502,38530992,0,5,2,0,0,2
44324SURIRAY,1151759,28,865356,32418068,0,26,6,1,8,1
44236COTARUSE_N,1619970,0,1215518,52478786,0,2,0,0,0,0
44237SANROS_N,1751436,0,1314598,51408539,1,6,0,0,0,0
44292INDEPE_N,1154244,0,866128,78766961,0,24,23,3,116,1
44271INDEPE_N,1155027,1,867582,71820655,37,20,19,0,0,1
44237HUACHO,112582,205,565455,6724777,5,7,0,2,12,0
44328REQUE,1174334,0,881936,34609056,0,26,1,1,2,1
44237HUAYUCACHI,273720,20,1368935,1728343,4,8,0,1,4,0
44237QUENCORO_N,1783285,0,1339202,52118483,8,1,0,13,749,0
44237LANINA_N,2603165,0,1953978,77838810,1,9,0,0,0,0
44270INDEPE_N,1178404,8,885934,61560409,52,15,15,9,9096,1
44298INDEPE_N,1415036,0,1061532,111397415,0,31,20,0,0,2
44237CARABAYLLO,232132,289,1164160,9574539,2,6,0,0,0,0
44237GUADALUPE_N,1514786,0,1137396,42328280,1,1,0,0,0,0
44220PARAGSHA_NVA,177934,361,893580,8750862,8,5,5,0,0,1
44250ICA,179140,83,896765,10030430,0,19,19,1,220,1
44237TINGOM_ETS_N,427843,0,321946,32205313,1,2,0,0,0,0
44237SANJUAN_N,942371,0,708486,26077230,1,4,0,0,0,0
44241PARAGSHA_NVA,178673,379,897280,8836480,0,5,5,0,0,1
44237ZORRITOS_N,910257,0,684666,25409514,1,14,0,0,0,0
44237CARAPONGO,627935,1,471476,29034292,9,2,0,0,0,0
44246HUANUCO_N,1415980,0,1063210,38499148,0,1,1,0,0,2
44256PARAGSHA_NVA,179143,405,900135,8908999,5,7,7,0,0,1
44323CHICLAYO_N,1418208,5,1065084,49336657,9,3,1,0,0,2
44237CHAVARRIA_N,940082,0,706570,27061862,5,4,0,0,0,0
44217PARAGSHA_NVA,179686,334,902115,8844932,0,17,16,0,0,1
44206PARAGSHA_NVA,179925,387,903675,8877111,4,2,2,0,0,1
44237CHICLAYO_N,1742790,0,1308630,61681664,1,3,0,0,0,0
44237TRUJILLO_N,2700200,0,2028000,89556459,15,7,0,2,6,0
44280INDEPE_N,1204153,1,903686,82153041,0,44,43,0,0,1
44238SANROS_N,1771937,0,1329996,51840821,0,5,0,3,3968,0
44260ICA,180578,61,904660,9425879,2,6,6,0,0,1
44244PARAGSHA_NVA,180884,395,908570,8941959,17,1,1,0,0,1
44293INDEPE_N,1211888,1,909678,83482047,9,22,20,2,150,1
44238QUENCORO_N,1777893,4,1335532,51473823,13,4,0,13,782,0
44238LANINA_N,2597248,0,1949628,77620794,0,13,0,0,0,0
44238YARABAMBA,3973583,0,2981250,209639083,0,2,0,0,0,0
44226HUANUCO_N,1419394,0,1065738,38692485,0,3,1,0,0,2
44238GUADALUPE_N,1503842,0,1128956,42006854,0,2,0,0,0,0
44234HUANUCO_N,1420561,0,1066684,38621263,0,3,1,0,0,2
44290HUANUCO_N,1422039,0,1067712,38739639,0,6,2,0,0,2
44238TINGOM_ETS_N,424772,0,319646,31879298,0,1,0,0,0,0
44238SANJUAN_N,938090,0,705256,26009289,0,4,0,0,0,0
44253PARAGSHA_NVA,181424,356,910920,8899128,3,2,2,0,0,1
44238ZORRITOS_N,895058,0,673196,24946495,0,7,0,0,0,0
44238CARAPONGO,588112,0,441546,28596724,4,1,0,0,0,0
44276PARAGSHA_NVA,181630,361,912020,8859028,11,5,5,0,0,1
44334INDEPE_N,1428140,0,1071444,112527564,1,24,11,0,0,2
44238CHAVARRIA_N,941784,0,707414,27052329,0,4,0,0,0,0
44282HUANUCO_N,1429198,0,1073104,38918922,1,3,1,0,0,2
44270PARAGSHA_NVA,181761,359,912650,8940900,0,3,3,0,0,1
44238COTARUSE_N,1619866,0,1215534,52494782,0,2,0,0,0,0
44237PARAGSHA_NVA,181778,408,913260,8948783,4,5,5,0,0,1
44239SANROS_N,1805635,0,1355276,53003128,0,7,0,1,7,0
44311PARAGSHA_NVA,181759,423,913380,8834449,2,12,2,0,0,1
44246PARAGSHA_NVA,181795,413,913395,8941757,0,1,1,0,0,1
44239HUAYUCACHI,272989,30,1365410,1762188,0,2,0,1,26,0
44239QUENCORO_N,1723731,1,1294706,49725428,13,1,0,5,314,0
44239LANINA_N,2590190,0,1944364,77327823,0,10,0,0,0,0
44239CARABAYLLO,227865,488,1144365,9094527,0,8,0,0,0,0
44241HUANUCO_N,1431882,0,1075074,39021277,0,6,2,0,0,2
44239SANJUAN_N,929036,0,698284,25758799,0,2,0,0,0,0
44296PARAGSHA_NVA,181793,399,913405,8974457,0,8,7,0,0,1
44239ZORRITOS_N,897869,0,675106,25028827,0,12,0,0,0,0
44239TALARA N,204006,0,153978,5553835,0,2,0,0,0,0
44239CARAPONGO,642393,0,482212,29829912,0,5,0,0,0,0
44301INDEPE_N,1433570,0,1076166,111909267,2,34,18,0,0,2
44251PARAGSHA_NVA,181897,364,913480,8956985,5,4,4,0,0,1
44239REQUE,1859853,0,1395768,60575854,0,11,0,0,0,0
44289PARAGSHA_NVA,181926,385,913775,8929153,0,2,2,0,0,1
44328INDEPE_N,1434963,0,1076804,113999420,1,25,9,0,0,2
44324CHICLAYO_N,1433538,4,1076822,49829852,11,12,3,0,0,2
44239TRUJILLO_N,3002123,5,2254226,102915169,9,1,0,0,0,0
44240PARAGSHA_NVA,182216,351,914790,8871288,0,2,2,0,0,1
44269PARAGSHA_NVA,182253,375,915345,8986256,0,3,3,0,0,1
44281CARHUAMAYO,183033,120,916700,8586042,0,7,1,1,2,1
44240HUAYUCACHI,273054,30,1365685,1743985,4,4,0,0,0,0
44240QUENCORO_N,1770122,1,1329354,50572407,5,6,0,0,0,0
44240LANINA_N,2547230,0,1912160,76064499,0,9,0,0,0,0
44240PUNO_N,354351,0,266838,11808254,0,2,0,0,0,0
44313INDEPE_N,1438967,0,1079674,113589411,0,40,19,0,0,2
44240CARABAYLLO,231488,435,1162260,8914425,0,18,0,0,0,0
44240GUADALUPE_N,1464680,0,1099560,41006705,0,1,0,0,0,0
44288INDEPE_N,1221606,1,916860,82470206,0,11,11,0,0,1
44277HUANUCO_N,1439138,0,1080600,39177881,0,6,2,31,2205,2
44240SANJUAN_N,874265,0,657194,24265070,0,4,0,0,0,0
44285PARAGSHA_NVA,182999,419,919510,8980745,0,4,4,0,0,1
44240ZORRITOS_N,796029,0,598902,22187086,0,4,0,0,0,0
44240TALARA N,201348,0,152098,5483808,0,2,0,0,0,0
44327INDEPE_N,1443018,0,1082560,113859770,0,31,19,0,0,2
44293SOCABAYA_REP_N,1443143,0,1083222,51799807,1,20,4,0,0,2
44240COMBAPATA_N,3923849,2,2943808,135143745,7,1,0,0,0,0
44225HUANUCO_N,1444228,0,1084314,39357273,0,3,1,0,0,2
44321REQUE,1449179,0,1087826,43767697,0,2,1,0,0,2
44240TRUJILLO_N,3082628,7,2313902,102608513,2,2,0,0,0,0
44240COTARUSE_N,1610642,0,1208676,52303758,0,1,0,0,0,0
44241AZANGARO,205563,133,1029125,2210893,0,2,0,3,1854,0
44241ZAPALLAL,226647,748,1137510,2394119,0,2,0,0,0,0
44241CHILCA1,205007,30,1031975,6838851,0,2,0,0,0,0
44241VENTANILLA,193515,424,972230,6846810,0,4,0,0,0,0
44241COLCABAMBA,2489743,0,1868280,80035960,0,2,0,0,0,0
44303PARAGSHA_NVA,183148,368,919800,9007919,4,19,3,0,0,1
44241HUAYUCACHI,274146,26,1371115,1684007,0,2,0,0,0,0
44241QUENCORO_N,1870693,1,1404818,53775851,5,4,0,8,510,0
44241LANINA_N,2621149,0,1967508,78730153,0,2,0,0,0,0
44227HUANUCO_N,1450412,0,1089000,39542749,0,6,2,0,0,2
44222PARAGSHA_NVA,183423,385,921350,9072838,4,1,1,0,0,1
44241GUADALUPE_N,1506633,0,1131052,42172121,0,2,0,0,0,0
44227PARAGSHA_NVA,183472,386,921420,8992494,14,4,4,0,0,1
44297INDEPE_N,1452744,0,1090230,116581804,0,12,11,0,0,2
44214HUANUCO_N,1460491,0,1096536,39912683,0,3,1,2,32335,2
44289HUANUCO_N,1462135,0,1097932,39873402,3,3,1,0,0,2
44241SANJUAN_N,939449,2,706718,26028813,10,6,0,0,0,0
44265PARAGSHA_NVA,183539,433,922365,9034973,24,3,3,0,0,1
44241ZORRITOS_N,871685,0,655488,24272289,0,6,0,0,0,0
44241TALARA N,211532,0,159448,5748997,0,3,0,0,0,0
44304GUADALUPE_N,1460739,0,1098078,40586774,0,51,2,0,0,2
44322INDEPE_N,1468871,0,1102220,116664016,0,32,17,0,0,2
44264PARAGSHA_NVA,183534,434,922565,9075117,0,4,4,0,0,1
44241ABANCAY,1709204,0,1282966,47530464,0,2,0,0,0,0
44241REQUE,1872045,0,1404924,58265580,0,2,0,0,0,0
44241CHAVARRIA_N,937377,0,704142,26885226,0,3,0,0,0,0
44213PARAGSHA_NVA,183937,315,923085,8981307,0,2,2,0,0,1
44256GUADALUPE_N,1471392,0,1105070,41033557,1,13,1,0,0,2
44312INDEPE_N,1473257,0,1105084,116362751,0,22,12,0,0,2
44241TRUJILLO_N,2957077,0,2219438,104155810,0,7,0,0,0,0
44241POROMA,767230,0,576480,21406948,0,3,0,0,0,0
44241COTARUSE_N,1617371,0,1213700,52388507,0,4,0,0,0,0
44279PARAGSHA_NVA,183831,383,923190,8965866,3,5,5,0,0,1
44242CVERDE,130055,3,650345,5604946,0,2,0,0,0,0
44242AZANGARO,199595,338,1001520,2202405,163,1,0,2,1486,0
44242SANROS_N,1224025,3,918956,35685102,9,2,0,0,0,0
44218PARAGSHA_NVA,183727,411,923210,9066671,12,17,12,0,0,1
44242CHILCA1,204852,28,1024610,7048268,0,4,0,0,0,0
44250PARAGSHA_NVA,183992,361,923905,9017028,8,1,1,0,0,1
44208PARAGSHA_NVA,184112,341,924150,8951739,10,1,1,0,0,1
44263PARAGSHA_NVA,184236,329,924840,9071189,3,13,13,0,0,1
44242QUENCORO_N,1716368,3,1289016,49412398,8,4,0,5,264,0
44242JULIACA_N,147978,0,111798,5385753,0,4,0,0,0,0
44255GUADALUPE_N,1473830,0,1106698,41085237,0,8,2,0,0,2
44242CARABAYLLO,224767,421,1128770,9673287,2,2,0,0,0,0
44242GUADALUPE_N,1523033,0,1143342,42585578,0,4,0,0,0,0
44281PARAGSHA_NVA,184402,373,926125,9080554,0,5,5,0,0,1
44228HUANUCO_N,1474555,0,1107150,40180959,0,3,1,0,0,2
44242TINGOM_ETS_N,429413,1,323136,32403661,1,2,0,0,0,0
44207PARAGSHA_NVA,184634,296,926355,9012938,0,2,2,0,0,1
44242SANJUAN_N,991398,0,745404,27491537,0,2,0,0,0,0
44242ZORRITOS_N,869508,0,654088,24260421,0,9,0,0,0,0
44242TALARA N,218640,0,165252,5954085,0,3,0,0,0,0
44242CARAPONGO,717481,0,538914,32856580,1,8,0,0,0,0
44321INDEPE_N,1475307,2,1107394,117761441,2,32,17,0,0,2
44199PARAGSHA_NVA,184521,372,926660,8980178,19,2,2,0,0,1
44242REQUE,1812463,0,1360262,56356962,0,2,0,0,0,0
44242CHAVARRIA_N,854171,3,642026,24385213,5,7,0,0,0,0
44311PARAMONGA_N,1481613,0,1113016,41020783,0,27,1,0,0,2
44214PARAGSHA_NVA,184696,292,926685,9120611,0,8,8,0,0,1
44324INDEPE_N,1483309,0,1113060,118715671,0,24,11,0,0,2
44242CHICLAYO_N,1733110,0,1301702,61384585,0,10,0,0,0,0
44242TRUJILLO_N,3019242,0,2266176,101527487,0,4,0,0,0,0
44243AZANGARO,201858,255,1012220,2211920,135,2,0,0,0,0
44243SANROS_N,1846637,0,1385948,54892722,0,2,0,0,0,0
44254PARAGSHA_NVA,184999,359,929000,9001839,9,2,2,0,0,1
44243CHILCA1,207049,25,1035625,6845254,0,2,0,0,0,0
44208ICA,185725,79,929490,8295005,0,15,15,0,0,1
44262PARAGSHA_NVA,185037,462,930180,9125696,6,8,8,0,0,1
44275PARAGSHA_NVA,185517,370,931545,8871922,11,3,3,0,0,1
44243LANINA_N,2544620,0,1909944,75777334,0,1,0,0,0,0
44293GUADALUPE_N,1483713,0,1113738,41383133,0,48,2,0,0,2
44243CARABAYLLO,238939,399,1198940,8679490,0,10,0,0,0,0
44243GUADALUPE_N,1442262,0,1082942,40291214,0,5,0,0,0,0
44332INDEPE_N,1484768,0,1113942,116956319,0,6,2,0,0,2
44243SANJUAN_N,899778,0,676478,24973864,0,2,0,0,0,0
44311ORCOTUNA,1245188,2,934510,47579107,0,4,1,0,0,1
44243ZORRITOS_N,809892,0,609342,22589790,0,9,0,0,0,0
44243CARAPONGO,615102,0,461846,27021579,0,4,0,0,0,0
44302SOCABAYA_REP_N,1493176,0,1120628,53484434,2,11,2,0,0,2
44243INDEPE_N,834947,0,626408,35042036,0,18,0,10,62,0
44243LA_BREA,916181,0,687900,27152890,0,2,0,0,0,0
44200PARAGSHA_NVA,186158,341,934550,9016182,0,2,2,0,0,1
44311GUADALUPE_N,1493282,0,1121298,41509376,0,52,3,0,0,2
44243TRUJILLO_N,2919981,0,2191730,95723391,0,8,0,0,0,0
44244SANROS_N,1824630,0,1369436,53969880,0,2,0,1,18,0
44244VENTANILLA,199243,332,1000285,6720692,0,4,0,2,33541,0
44315INDEPE_N,1495451,0,1122072,119915503,1,32,18,0,0,2
44244OROYA_N,984536,0,738996,29068474,0,6,0,1,18,0
44275INDEPE_N,1246461,1,935236,88695063,4,43,32,3,228,1
44244CARABAYLLO,234299,343,1175570,9345457,0,16,0,2,33583,0
44244GUADALUPE_N,1490839,0,1119586,41666235,0,2,0,1,18,0
44224PARAGSHA_NVA,186792,342,937720,9127161,2,4,4,0,0,1
44296INDEPE_N,1251537,3,939526,89467213,8,39,36,0,0,1
44226PARAGSHA_NVA,187374,347,940755,9182932,0,1,1,0,0,1
44244TINGOM_ETS_N,427706,0,321792,33487456,0,10,0,5,67096,0
44238VENTANILLA,186770,703,941925,6605938,0,18,1,0,0,1
44244ZORRITOS_N,846849,0,637008,23608020,0,12,0,1,18,0
44244TALARA N,204652,0,154506,5572261,0,1,0,1,18,0
44244CARAPONGO,657737,0,493762,31227985,0,2,0,0,0,0
44323INDEPE_N,1500056,0,1125608,119508096,0,32,18,0,0,2
44303GUADALUPE_N,1504487,0,1129446,41763012,0,48,2,0,0,2
44244CHAVARRIA_N,922035,2,692720,26214808,0,4,0,2,33541,0
44244PUCALLPA_N,211157,0,159232,42867435,1,7,0,2,90,0
44314INDEPE_N,1510874,0,1133842,120560466,0,26,14,0,0,2
44198PARAGSHA_NVA,187727,391,942815,9088631,18,2,2,0,0,1
44244TRUJILLO_N,2959401,0,2221296,99156048,0,2,0,0,0,0
44245AZANGARO,210311,28,1051975,2115134,4,2,0,0,0,0
44245VENTANILLA,202632,259,1016120,6395528,4,4,0,0,0,0
44319INDEPE_N,1521005,1,1141624,120075909,0,26,14,0,0,2
44283PARAGSHA_NVA,188177,384,945005,9239530,0,9,9,0,0,1
44245HUAYUCACHI,268900,105,1345680,1638150,6,2,0,0,0,0
44245QUENCORO_N,1734848,1,1302996,50252254,9,5,0,2,114,0
44245LANINA_N,2540974,0,1907378,76186890,2,4,0,0,0,0
44249PARAGSHA_NVA,188279,397,945890,9261593,9,3,3,0,0,1
44245GUADALUPE_N,1487814,0,1117332,41513763,2,3,0,0,0,0
44291PARAGSHA_NVA,188932,365,948685,9254587,5,2,2,0,0,1
44229CHICLAYO_N,1517830,0,1141682,52975031,0,56,31,0,0,2
44331CHICLAYO_N,1520480,0,1141728,51714471,0,16,9,0,0,2
44283INDEPE_N,1264105,0,948788,86027753,0,30,30,1,4,1
44245ZORRITOS_N,865479,0,651194,24127619,2,18,0,0,0,0
44245TALARA N,203565,0,153850,5549323,2,1,0,0,0,0
44245CARAPONGO,594313,2,446234,27587628,6,1,0,0,0,0
44318GUADALUPE_N,1538812,0,1155216,42883861,0,48,2,0,0,2
44233PARAGSHA_NVA,189551,322,951265,9171930,0,5,5,0,0,1
44245CHAVARRIA_N,877500,4,659356,24943634,2,4,0,0,0,0
44221CHICLAYO_N,1542327,0,1157960,53683482,0,24,1,0,0,2
44326INDEPE_N,1544893,0,1158898,121913916,0,16,7,0,0,2
44318INDEPE_N,1545474,0,1159318,121795155,0,50,13,0,0,2
44245COTARUSE_N,1559217,0,1170158,51498633,2,1,0,0,0,0
44255PARAGSHA_NVA,190075,358,954300,9198433,13,5,5,0,0,1
44246SANROS_N,1690933,2,1269234,48987207,0,2,0,0,0,0
44246CHILCA1,208863,26,1044635,7122536,0,5,0,0,0,0
44246VENTANILLA,197680,392,992830,6549934,0,4,0,0,0,0
44268GUADALUPE_N,1270653,1,954314,35418864,7,59,6,3,214,1
44246QUENCORO_N,1868645,0,1403218,53046424,2,10,0,0,0,0
44246LANINA_N,2619644,0,1966516,78116586,0,3,0,0,0,0
44246HUANCAVEL_N,2159803,1,1620954,59531944,0,1,0,0,0,0
44246JULIACA_N,158298,0,119544,6021556,0,1,0,0,0,0
44294INDEPE_N,1276498,2,957968,88919125,6,12,11,3,219,1
44246GUADALUPE_N,1527613,0,1147164,42542551,0,4,0,0,0,0
44247PARAGSHA_NVA,191496,352,961330,9191223,3,5,5,0,0,1
44319HUANUCO_N,1544382,0,1159434,42882175,0,2,2,0,0,2
44326ZAPALLAL,234440,368,1174205,2396168,0,10,1,0,0,2
44246TINGOM_ETS_N,423088,0,318450,31781718,0,2,0,0,0,0
44246SANJUAN_N,947939,0,713062,26315132,10,2,0,0,0,0
44227VENTANILLA,191655,449,963135,6876391,0,4,1,0,0,1
44246ZORRITOS_N,858270,1,645868,23818197,0,5,0,0,0,0
44246TALARA N,207654,0,156920,5658227,0,1,0,1,4,0
44246CARAPONGO,677173,0,508330,31112896,0,2,0,0,0,0
44236CHICLAYO_N,1566616,0,1176126,55294872,0,19,2,0,0,2
44230VENTANILLA,192159,426,965375,6749613,0,43,3,0,0,1
44246CHAVARRIA_N,887355,4,667170,25328209,0,4,0,0,0,0
44246COMBAPATA_N,4158732,0,3119790,143192344,0,2,0,0,0,0
44220CHICLAYO_N,1566241,0,1177100,55572890,0,7,4,0,0,2
44246TRUJILLO_N,3029701,0,2274216,102292370,0,3,0,5,140,0
44246PAPUJUNE,34293,1,26294,1246776,25,6,0,18,37382,0
44247AZANGARO,210277,75,1052195,2168380,0,2,0,0,0,0
44247SANROS_N,1646249,0,1235648,47637370,0,2,0,0,0,0
44247TINGOMARIA,139295,24,696765,5340749,0,1,0,0,0,0
44247ZAPALLAL,228708,727,1147495,2316493,0,4,0,0,0,0
44210ICA,193037,64,965825,7283163,0,27,27,1,2,1
44276INDEPE_N,1289019,1,967702,87906167,5,16,9,0,0,1
44247VENTANILLA,201318,304,1009975,6430356,0,6,0,0,0,0
44242VENTANILLA,192284,602,968040,6353932,0,29,4,1,6,1
44247QUENCORO_N,1771746,0,1330678,50215729,0,3,0,3,183,0
44247LANINA_N,2584325,0,1940196,76901894,3,7,0,0,0,0
44325CARABAYLLO,233582,340,1179405,9181699,2,29,1,0,0,2
44219CHICLAYO_N,1570202,0,1180064,54746385,0,49,32,0,0,2
44247CARABAYLLO,235318,355,1183690,9103367,0,8,0,0,0,0
44247GUADALUPE_N,1491153,0,1119504,41597998,0,3,0,0,0,0
44269CHICLAYO_N,1293066,4,972200,44742754,37,72,30,4,222,1
44209ICA,194617,67,973910,6977925,0,10,9,0,0,1
44247TINGOM_ETS_N,425441,0,320120,31966269,0,2,0,0,0,0
44211ICA,194546,70,973940,7233091,2,19,18,0,0,1
44295VENTANILLA,195571,359,981845,6849287,0,4,1,0,0,1
44247ZORRITOS_N,769846,0,579460,21437657,1,10,0,0,0,0
44247TALARA N,205418,0,155264,5601064,3,5,0,0,0,0
44247CARAPONGO,680557,0,510872,30410708,0,6,0,0,0,0
44314SANROS_N,1576953,0,1183674,45719349,0,6,1,0,0,2
44215VENTANILLA,195800,308,982425,6868158,2,5,1,0,0,1
44247LA_BREA,992019,0,744738,29881619,0,6,0,0,0,0
44325INDEPE_N,1579615,0,1185178,127558417,1,10,5,0,0,2
44247CHAVARRIA_N,878930,4,660704,24983636,3,4,0,0,0,0
44311VENTANILLA,196874,284,987465,6975685,0,3,1,1,4,1
44294COTARUSE_N,1592023,0,1194768,52243615,0,50,28,0,0,2
44274HUANUCO_N,1319169,0,990438,35817601,0,3,1,1,2,1
44248SANROS_N,1752961,0,1315736,51173801,0,3,0,0,0,0
44303INDEPE_N,1319745,2,990468,104568911,0,19,11,0,0,1
44248ZAPALLAL,229166,601,1149175,2284252,0,2,0,0,0,0
44212ICA,197909,68,990470,7186384,0,27,27,1,174,1
44248PLANICIE,197016,476,992505,6434087,131,12,1,0,0,1
44248VENTANILLA,200201,374,1005185,6313082,0,7,0,0,0,0
44243VENTANILLA,197557,458,993365,6329026,2,25,4,0,0,1
44248HUAYUCACHI,272590,47,1363545,1664035,4,8,0,0,0,0
44248LANINA_N,2598333,0,1950610,77122091,0,2,0,0,0,0
44215CHICLAYO_N,1591438,0,1196452,56092694,1,50,31,0,0,2
44248GUADALUPE_N,1479056,0,1110372,41257921,0,4,0,0,0,0
44326CARABAYLLO,238351,380,1196700,8638108,0,61,5,0,0,2
44322COTARUSE_N,1596522,0,1198128,52318273,0,6,4,0,0,2
44324CARABAYLLO,239555,340,1201385,8713168,0,62,4,1,41557,2
44248TINGOM_ETS_N,426761,0,321110,32102454,0,1,0,0,0,0
44211HUANUCO_N,1323361,0,993814,35945931,1,3,1,1,30,1
44248SANJUAN_N,931461,0,700158,25894758,0,2,0,0,0,0
44274INDEPE_N,1324930,0,994170,93753137,4,7,7,1,34,1
44248ZORRITOS_N,735969,0,554050,20465911,0,11,0,0,0,0
44248TALARA N,204536,0,154858,5581213,0,8,0,0,0,0
44248CARAPONGO,664347,0,498780,31108756,0,3,0,0,0,0
44248CHICLAYO_N,1612124,0,1211378,55993509,0,9,4,0,0,2
44209COTARUSE_N,1614468,0,1211508,52040985,0,9,5,0,0,2
44331CARABAYLLO,241139,303,1216035,8621402,0,47,1,0,0,2
44248CHAVARRIA_N,858907,4,645488,24560393,0,6,0,1,6,0
44226CHICLAYO_N,1625469,0,1220072,56781219,0,40,19,0,0,2
44212CHICLAYO_N,1644300,0,1234236,58354768,0,52,30,0,0,2
44327CARABAYLLO,244746,312,1234390,8311818,0,56,5,0,0,2
44334COTARUSE_N,1652361,0,1239904,52844183,1,17,4,0,0,2
44248TRUJILLO_N,3120363,0,2342136,99828912,0,17,0,0,0,0
44248COTARUSE_N,1608888,0,1207410,52476257,0,1,0,0,0,0
44272INDEPE_N,1326086,1,994972,91961102,1,24,23,0,0,1
44328HUANUCO_N,1325895,0,995592,36047195,0,13,1,2,14,1
44249POMACO,213870,36,1069745,8922321,3,2,0,0,0,0
44249AZANGARO,211373,38,1057325,2146840,0,1,0,0,0,0
44249SANROS_N,1790762,0,1344060,52568945,0,1,0,0,0,0
44249ZAPALLAL,228986,412,1147345,2306565,0,2,0,0,0,0
44249CHILCA1,209479,29,1048455,7075429,0,2,0,0,0,0
44234VENTANILLA,198075,407,995630,6590130,2,47,3,0,0,1
