
01/16/21 18:36:10 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:10   03011F85 AZANGARO 22.9                     B1 TENSION                       LIMITE INFERIOR 2 EXCEDIDO                    21.9       4

01/16/21 18:36:10 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:10   03058A20 DESIERTO 22.9                     BARRA_A TENSION V-TR             LIMITE INFERIOR 1 EXCEDIDO                    22.3       4

01/16/21 18:36:10 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:10   03011F85 AZANGARO 22.9                     B1 TENSION                       LIMITE INFERIOR 2 EXCEDIDO                    22.0       4

01/16/21 18:36:10 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:10   03080098 PARAMO NUE 66                     T113-261 TENSION V-TR            LIMITE INFERIOR 1 EXCEDIDO                    66.0       4

01/16/21 18:36:10 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:10   03011F85 AZANGARO 22.9                     B1 TENSION                       LIMITE INFERIOR 2 EXCEDIDO                    21.8       4

01/16/21 18:36:10 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:10   01054591 CHIMBOTE 220                      L-2216 79 EN SERVICIO            CAMBIO DE ESTADO                          INACTIVO       3

01/16/21 18:36:11 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:11   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            LIMITE INFERIOR 1 EXCEDIDO                    66.1       4

01/16/21 18:36:13 rep1sca01 [2847]:             pvargas         ACKNOWLEDGED    01/16/21 18:36:13   03011F85 AZANGARO 22.9                     B1 TENSION                       LIMITE INFERIOR 2 EXCEDIDO                    22.1       4

01/16/21 18:36:13 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:13   22097011 JULIACA 138                       ALARM JULIACA_022                RETORNO A NORMAL                          OFF            6

01/16/21 18:36:13 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:13   22196010 TRUJILL NOR 220                   ALARM TRUJILLO_010               RETORNO A NORMAL                          OFF            4

01/16/21 18:36:14 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:36:14   22097011 JULIACA 138                       ALARM JULIACA_022                CAMBIO DE ESTADO                          ON             6

01/16/21 18:36:14 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:36:14   22196010 TRUJILL NOR 220                   ALARM TRUJILLO_010               CAMBIO DE ESTADO                          ON             4

01/16/21 18:36:18 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:18   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            RETORNO A NORMAL                              66.1       4

01/16/21 18:36:31 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:31   01082G39 TRUJILL NOR 10                    SVC ALAR LEVE                    RETORNO A NORMAL                          INACTIVO       3

01/16/21 18:36:49 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:49   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            RETORNO A NORMAL                              66.1       4

01/16/21 18:36:50 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:36:50   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            LIMITE INFERIOR 1 EXCEDIDO                    66.1       4

01/16/21 18:36:53 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:53   03042048 HUANCAVEL 10                      T9-261 PL3 TENSION V-RS          RETORNO A NORMAL                              10.2       4

01/16/21 18:36:54 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:36:54   03042048 HUANCAVEL 10                      T9-261 PL3 TENSION V-RS          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:36:54 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:54   03061530 ICA 10                            T112-261 TENSION V-TR            RETORNO A NORMAL                              10.5       4

01/16/21 18:36:57 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:36:57   03061529 ICA 10                            T112-261 TENSION V-ST            RETORNO A NORMAL                              10.5       4

01/16/21 18:36:58 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:36:58   03061529 ICA 10                            T112-261 TENSION V-ST            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:37:03 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:03   03061528 ICA 10                            T112-261 TENSION V-RS            RETORNO A NORMAL                              10.5       4

01/16/21 18:37:13 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:13   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:14 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:14   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:15 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:15   03042049 HUANCAVEL 10                      T9-261 PL3 TENSION V-ST          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:16 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:16   03042049 HUANCAVEL 10                      T9-261 PL3 TENSION V-ST          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:16 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:16   03061530 ICA 10                            T112-261 TENSION V-TR            RETORNO A NORMAL                              10.6       4

01/16/21 18:37:25 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:25   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:25 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:25   03061528 ICA 10                            T112-261 TENSION V-RS            RETORNO A NORMAL                              10.5       4

01/16/21 18:37:26 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:26   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:26 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:26   03061528 ICA 10                            T112-261 TENSION V-RS            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:37:31 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:31   03042049 HUANCAVEL 10                      T9-261 PL3 TENSION V-ST          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:32 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:32   03042049 HUANCAVEL 10                      T9-261 PL3 TENSION V-ST          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:33 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:33   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:34 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:34   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:36 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:36   03061530 ICA 10                            T112-261 TENSION V-TR            RETORNO A NORMAL                              10.6       4

01/16/21 18:37:36 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:36   03061496 ICA 60                            BARRA_A TENSION                  RETORNO A LIMITE SUPERIOR 1                   65.3       4

01/16/21 18:37:38 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:38   03061530 ICA 10                            T112-261 TENSION V-TR            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:37:38 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:38   03061530 ICA 10                            T112-261 TENSION V-TR            LIMITE SUPERIOR 1 EXCEDIDO                    10.7       4

01/16/21 18:37:41 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:41   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            RETORNO A NORMAL                              66.1       4

01/16/21 18:37:42 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:42   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            LIMITE INFERIOR 1 EXCEDIDO                    66.1       4

01/16/21 18:37:45 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:45   03042048 HUANCAVEL 10                      T9-261 PL3 TENSION V-RS          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:46 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:46   03042048 HUANCAVEL 10                      T9-261 PL3 TENSION V-RS          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:46 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:46   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:48 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:48   03061528 ICA 10                            T112-261 TENSION V-RS            RETORNO A NORMAL                              10.5       4

01/16/21 18:37:51 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:51   03061530 ICA 10                            T112-261 TENSION V-TR            RETORNO A NORMAL                              10.5       4

01/16/21 18:37:52 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:52   03061530 ICA 10                            T112-261 TENSION V-TR            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:37:54 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:54   03061528 ICA 10                            T112-261 TENSION V-RS            RETORNO A NORMAL                              10.5       4

01/16/21 18:37:55 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:55   03061496 ICA 60                            BARRA_A TENSION                  RETORNO A LIMITE SUPERIOR 1                   64.8       4

01/16/21 18:37:56 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:56   03061528 ICA 10                            T112-261 TENSION V-RS            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:37:56 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:56   03061528 ICA 10                            T112-261 TENSION V-RS            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:37:56 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:56   01045156 JULIACA 22.9                      L-0158 FLL INT RELE PROT         RETORNO A NORMAL                          INACTIVO       3

01/16/21 18:37:58 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:58   03042048 HUANCAVEL 10                      T9-261 PL3 TENSION V-RS          RETORNO A NORMAL                              10.2       4

01/16/21 18:37:58 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:37:58   03042048 HUANCAVEL 10                      T9-261 PL3 TENSION V-RS          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:37:59 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:37:59   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          RETORNO A NORMAL                              10.2       4

01/16/21 18:38:00 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:00   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:38:00 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:00   03042050 HUANCAVEL 10                      T9-261 PL3 TENSION V-TR          LIMITE SUPERIOR 1 EXCEDIDO                    10.3       4

01/16/21 18:38:00 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:00   03061504 ICA 60                            BARRA_B TENSION                  RETORNO A NORMAL                              63.7       4

01/16/21 18:38:06 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:06   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            RETORNO A NORMAL                              66.1       4

01/16/21 18:38:10 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:10   03011F85 AZANGARO 22.9                     B1 TENSION                       RETORNO A LIMITE INFERIOR 1                   22.5       4

01/16/21 18:38:10 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:10            State Estimator                                                    State Estimator converged with violations                 7

01/16/21 18:38:12 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:12   03045118 JULIACA 60                        T51-161 TENSION                  RETORNO A NORMAL                              59.7       4

01/16/21 18:38:19 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:19   03080032 PARAMO NUE 220                    R-8 POT REACTIVA                 RETORNO A NORMAL                              41.8       2

01/16/21 18:38:20 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:20   03080032 PARAMO NUE 220                    R-8 POT REACTIVA                 LIMITE SUPERIOR 1 EXCEDIDO                    42.0       2

01/16/21 18:38:24 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:24   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            RETORNO A NORMAL                              66.1       4

01/16/21 18:38:26 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:26   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            LIMITE INFERIOR 1 EXCEDIDO                    66.1       4

01/16/21 18:38:26 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:26   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            LIMITE INFERIOR 1 EXCEDIDO                    66.1       4

01/16/21 18:38:33 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:33   03045118 JULIACA 60                        T51-161 TENSION                  RETORNO A NORMAL                              59.7       4

01/16/21 18:38:33 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:33   03011F85 AZANGARO 22.9                     B1 TENSION                       RETORNO A LIMITE INFERIOR 1                   22.3       4

01/16/21 18:38:34 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:34   03045118 JULIACA 60                        T51-161 TENSION                  LIMITE INFERIOR 1 EXCEDIDO                    59.4       4

01/16/21 18:38:34 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:34   03045118 JULIACA 60                        T51-161 TENSION                  LIMITE INFERIOR 1 EXCEDIDO                    59.5       4

01/16/21 18:38:41 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:41   03080032 PARAMO NUE 220                    R-8 POT REACTIVA                 RETORNO A NORMAL                              41.8       2

01/16/21 18:38:42 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:42   03080032 PARAMO NUE 220                    R-8 POT REACTIVA                 LIMITE SUPERIOR 1 EXCEDIDO                    42.2       2

01/16/21 18:38:46 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:46   03080097 PARAMO NUE 66                     T113-261 TENSION V-ST            RETORNO A NORMAL                              66.2       4

01/16/21 18:38:48 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:48            FEP                               Medio Mundo Channel Group 14.MEDIO_MUNDO2b Channel reset from failed state          RESET           6

01/16/21 18:38:48 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:38:48            FEP                               Medio Mundo Channel Group 14.MEDIO_MUNDO2b Channel now online                       ONLINE          6

01/16/21 18:38:48 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:38:48            FEP                               Medio Mundo Channel Group 14.MEDIO_MUNDO2b Unable to open socket                    FAILED          6

01/16/21 18:38:48 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:38:48            FEP                               Medio Mundo Channel Group 14     Channel Group Failed                     FAILED          6

01/16/21 18:38:49 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:38:49            FEP                               Medio Mundo Channel Group 14.MEDIO_MUNDO1b Channel now online                       ONLINE          6

01/16/21 18:38:49 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:38:49            FEP                               Medio Mundo Channel Group 14     Channel Group Online                     ONLINE          6

01/16/21 18:38:50 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:50   03011F85 AZANGARO 22.9                     B1 TENSION                       RETORNO A LIMITE INFERIOR 1                   22.2       4

01/16/21 18:38:50 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:50   03080098 PARAMO NUE 66                     T113-261 TENSION V-TR            RETORNO A NORMAL                              66.1       4

01/16/21 18:38:53 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:38:53   03045118 JULIACA 60                        T51-161 TENSION                  RETORNO A NORMAL                              59.7       4

01/16/21 18:38:54 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:38:54   03045118 JULIACA 60                        T51-161 TENSION                  LIMITE INFERIOR 1 EXCEDIDO                    59.4       4

01/16/21 18:39:01 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:01   03080032 PARAMO NUE 220                    R-8 POT REACTIVA                 RETORNO A NORMAL                              41.9       2

01/16/21 18:39:02 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:39:02   03080032 PARAMO NUE 220                    R-8 POT REACTIVA                 LIMITE SUPERIOR 1 EXCEDIDO                    42.3       2

01/16/21 18:39:14 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:14   03042049 HUANCAVEL 10                      T9-261 PL3 TENSION V-ST          RETORNO A NORMAL                              10.2       4

01/16/21 18:39:24 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:39:24            FEP                               Medio Mundo Channel Group 14.MEDIO_MUNDO1b No Reply Limit Exceeded                  FAILED          6

01/16/21 18:39:25 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:25   03045118 JULIACA 60                        T51-161 TENSION                  RETORNO A NORMAL                              59.6       4

01/16/21 18:39:26 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:39:26   03045118 JULIACA 60                        T51-161 TENSION                  LIMITE INFERIOR 1 EXCEDIDO                    59.5       4

01/16/21 18:39:33 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:33   01033075 OROYA NUEVA 220                   L-2224 FP1 ERR SYNC TIME         CAMBIO DE ESTADO                          ACTIVO         7

01/16/21 18:39:38 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:39:38            FEP                               Toquepala Channel Group 5.TOQUEPALA1b No Reply Limit Exceeded                  FAILED          6

01/16/21 18:39:39 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:39:39            FEP                               Toquepala Channel Group 5.TOQUEPALA1a Channel now online                       ONLINE          6

01/16/21 18:39:39 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:39:39            FEP                               Toquepala Channel Group 5        Channel Group Online                     ONLINE          6

01/16/21 18:39:41 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:41            FEP                               Switch 19                        Switched to A on Box Chain 1             TOGGLE          6

01/16/21 18:39:42 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:42   03061530 ICA 10                            T112-261 TENSION V-TR            RETORNO A NORMAL                              10.6       4

01/16/21 18:39:44 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:39:44   03061530 ICA 10                            T112-261 TENSION V-TR            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:39:49 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:49   01045193 JULIACA 22.9                      RSVA_1 FLL COM RELE              RETORNO A NORMAL                          INACTIVO       3

01/16/21 18:39:51 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:39:51            FEP                               TOQUEPALA                        Above 10 consecutive errors              FAILED          6

01/16/21 18:39:58 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:39:58   03061528 ICA 10                            T112-261 TENSION V-RS            RETORNO A NORMAL                              10.5       4

01/16/21 18:40:00 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:40:00   03061528 ICA 10                            T112-261 TENSION V-RS            LIMITE SUPERIOR 1 EXCEDIDO                    10.6       4

01/16/21 18:40:05 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:40:05   01048B41 CARABAYLLO SSAA                   FLL COMUNICACION CC-San Juan     RETORNO A NORMAL                          INACTIVO       3

01/16/21 18:40:06 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:40:06   01048B41 CARABAYLLO SSAA                   FLL COMUNICACION CC-San Juan     CAMBIO DE ESTADO                          ACTIVO         3

01/16/21 18:40:06 rep1sca01 alrm_server[2680]: rep1sca01   OSI_SYSTEM      AUTO-DEL:CLASS  01/16/21 18:40:06            FEP                               TOQUEPALA                        Interrogation Group 0: 334 points did not update IEC101          6

01/16/21 18:40:09 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:40:09   01033075 OROYA NUEVA 220                   L-2224 FP1 ERR SYNC TIME         CAMBIO DE ESTADO                          INACTIVO       7

01/16/21 18:40:09 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:40:09   22033012 CARABAYLLO 500                    ALARM CARABAYL_SSAA              RETORNO A NORMAL                          OFF            6

01/16/21 18:40:09 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:40:09   01030E95 PARIÑAS 220                       L-2169 PL2 UAD FLL VCC BAHIA    RETORNO A NORMAL                          INACTIVO       3

01/16/21 18:40:10 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:40:10   22033012 CARABAYLLO 500                    ALARM CARABAYL_SSAA              CAMBIO DE ESTADO                          ON             6

01/16/21 18:40:10 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:40:10   01071165 LA_BREA 220                       L-2169 PL1 87L FLL CANAL         RETORNO A NORMAL                          INACTIVO       3

01/16/21 18:40:12 rep1sca01 osi_alarm_check[2750]: rep1sca01   OSI_SYSTEM      AUTO-ACK:RTN    01/16/21 18:40:12   01071165 LA_BREA 220                       L-2169 PL1 87L FLL CANAL         CAMBIO DE ESTADO                          ACTIVO         3

01/16/21 18:40:13 rep1sca01 scada_alarm[2783]: rep1sca01   OSI_SYSTEM      AUTO-ACK:CLASS  01/16/21 18:40:13   01071166 LA_BREA 220                       L-2169 PL1 87L BLOQUEO           RETORNO A NORMAL                          INACTIVO       3

