id_rtufecha,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_periodic,scan_type_idle,scan_type_command,scan_type_init,scan_type_spont,enviados,fallidos,alarmas,duracion_int,tipo_evento
44314ZORRITOS_N,930915,0,700102,25809010,24,0,7,0,930884,28,10,0,0,2
44314TALARA N,204897,0,154738,5568443,24,0,19,0,204854,3,2,0,0,2
44314CHIMBOTENVA_N,722616,0,543044,20051533,24,0,26,0,722566,21,5,0,0,2
44314INDEPE_N,1510874,0,1133842,120560466,0,0,43,0,1510831,26,14,0,0,2
44314CHAVARRIA_N,921945,0,692694,26336954,24,0,3,0,921918,10,3,2,39993,2
44314ORCOTUNA,1223908,0,918430,47880046,24,0,4,0,1223880,6,2,0,0,2
44315CVERDE,136038,8,680375,5386543,0,136036,8,2,0,7,7,1,8,2
44315TOCACHE_N,904571,0,679612,24782360,24,0,3,1,904543,3,2,0,0,2
44315AUCAYACU_N,488186,0,366844,18677407,24,0,3,1,488158,6,4,0,0,2
44315HUANCAVEL_N,2392340,0,1795302,67596712,24,0,8,1,2392307,0,5,0,0,2
44315PUNO_N,350800,0,264268,11557255,24,0,3,1,350772,8,1,0,0,2
44315PIURA2_N,3964066,0,2974894,117315154,24,0,15,1,3964026,31,2,0,0,2
44315ZORRITOS_N,711009,1,535620,19809009,24,0,33,1,710952,9,1,0,0,2
44315MOLLEPATA,2162779,0,1622812,62906661,24,0,3,1,2162751,7,7,4,16,1
44315TALARA N,197563,0,149410,5386562,24,0,9,1,197529,3,1,0,0,2
44315CHIMBOTENVA_N,698059,1,524654,19254310,24,0,26,1,698009,22,3,0,0,2
44315INDEPE_N,1495451,0,1122072,119915503,0,0,29,1,1495421,32,18,0,0,2
44315TRUJILLO_N,3140119,0,2356960,102408511,24,0,12,1,3140082,11,4,0,0,2
44316ZAPALLAL,235904,661,1183275,2423092,0,236547,9,9,0,10,1,0,0,2
44316HUACHO,115315,189,578755,6432284,0,115497,7,0,0,6,1,1,8,1
44316HUANCAVEL_N,2454472,0,1841906,69634692,24,0,8,0,2454440,0,2,0,0,2
44316PIURA2_N,3959237,0,2971448,118526724,24,0,38,0,3959175,27,1,0,0,2
44316ICA,138144,128,693290,14001237,0,138250,22,0,0,36,10,4,458,2
44316ZORRITOS_N,678010,0,510456,18927236,24,0,12,0,677974,10,3,0,0,2
44316TALARA N,197672,0,149346,5387672,24,0,9,0,197639,3,1,0,0,2
44316INDEPE_N,1519714,0,1140356,121499935,0,0,35,0,1519679,24,13,2,6,1
44316POROMA,913001,0,685842,25424097,24,0,3,0,912974,7,3,0,0,2
44317HUANCAVEL_N,2294304,0,1721696,65339913,24,0,5,0,2294275,0,1,0,0,2
44317PIURA2_N,3657920,0,2745432,106498201,24,0,33,0,3657863,17,2,0,0,2
44317INDEPE_N,1479676,1,1110286,118010639,0,0,30,2,1479645,10,7,0,0,2
44198ZAPALLAL,236964,961,1190150,2342683,0,237902,16,7,0,13,1,0,0,2
44198CHILCA1,211344,43,1057495,6755073,0,211363,20,4,0,5,2,0,0,2
44198TRUJILLNUEV,150524,2094,771315,10383156,0,152611,5,2,0,10,8,0,0,2
44198MARCONA,5616634,1,4213682,209565758,24,0,14,0,5616597,2,2,0,0,2
44198PARAGSHA_NVA,187727,391,942815,9088631,0,188093,7,18,0,2,2,7,212,2
44198PIURA2_N,3245416,0,2436380,91994383,24,0,44,0,3245348,63,64,0,0,2
44198SANJUAN_N,885121,0,665274,24604130,24,0,6,0,885091,26,5,2,14,1
44198ICA,181736,88,910580,9436061,0,181803,19,2,0,24,21,1,10,2
44198CHIMBOTENVA_N,692155,0,519938,19214212,24,0,11,0,692120,11,7,0,0,2
44198INDEPE_N,621321,0,466130,25438400,0,0,3,2,621316,20,1,1,28,1
44198CHAVARRIA_N,840265,1,631376,24095681,24,0,5,0,840237,3,1,0,0,2
44198PARAMONGA_N,2426281,0,1821486,68485749,24,0,27,0,2426230,9,5,0,0,2
44199ZAPALLAL,236084,773,1185085,2566551,0,236841,16,0,0,10,1,0,0,2
44199TRUJILLNUEV,137605,2263,709175,12262070,0,139855,13,0,0,3,3,3,2826,2
44199AUCAYACU_N,579471,0,435300,20409089,24,0,3,0,579444,6,6,1,8586,1
44199MARCONA,5654262,0,4241816,210003390,24,0,5,0,5654233,5,4,0,0,2
44199PARAGSHA_NVA,184521,372,926660,8980178,0,184868,6,19,0,2,2,2,114,2
44199PIURA2_N,3994498,0,2998626,117371098,24,0,72,0,3994402,38,35,0,0,2
44199SANJUAN_N,1025785,8,772214,28540975,24,0,61,12,1025696,51,2,1,6,1
44199ICA,164788,88,825600,12376602,0,164848,26,2,0,10,9,0,0,2
44199CHIMBOTENVA_N,787121,2,591262,21825238,23,0,19,0,787081,13,6,0,0,2
44199INDEPE_N,743724,0,557886,30733159,0,0,3,0,743721,20,3,1,52,1
44199LA_BREA,0,0,0,0,0,0,0,0,0,11,3,0,0,2
44199CHAVARRIA_N,896507,1,673782,25640538,24,0,5,4,896475,5,1,1,6,1
44199AGUAYTIA_N,450615,0,338784,94824284,24,0,3,0,450588,1,1,6,702,1
44199PARAMONGA_N,2554476,0,1917560,72991086,24,0,23,0,2554429,17,6,0,0,2
44199CHICLAYO_N,2143069,0,1608210,77388603,24,0,3,0,2143042,75,32,0,0,2
44200CHILCA1,212024,29,1060755,6690995,0,212043,10,0,0,9,2,0,0,2
44200HUACHO,114460,218,574895,6683856,0,114659,15,4,0,6,3,0,0,2
44200TRUJILLNUEV,133847,1771,689910,12529609,0,135368,14,236,0,3,3,0,0,2
44200PARAGSHA_NVA,186158,341,934550,9016182,0,186484,15,0,0,2,2,3,78,2
44200PIURA2_N,3937194,0,2955230,114453655,24,0,41,0,3937129,36,32,0,0,2
44200ICA,153128,89,767030,13247257,0,153204,13,0,0,12,12,0,0,2
44200CHIMBOTENVA_N,788015,2,592010,21901576,25,0,21,0,787971,2,2,0,0,2
44200INDEPE_N,766182,0,574722,31751637,0,0,3,0,766179,26,2,0,0,2
44200PARAMONGA_N,2533403,0,1902266,72381900,24,0,59,0,2533320,19,13,0,0,2
44201CHILCA1,209510,33,1048335,7011592,0,209525,18,0,0,75,16,0,0,2
44201TRUJILLNUEV,143451,1324,733840,11644438,0,144766,9,0,0,4,3,0,0,2
44201QUENCORO_N,1909730,8,1434230,53830018,24,0,18,4,1909692,28,3,2,74,2
44201MARCONA,5584001,0,4189130,209127659,24,0,5,0,5583972,5,1,0,0,2
44201HUANUCO_N,1390772,0,1044252,38014332,24,0,3,0,1390745,3,1,0,0,2
44201PIURA2_N,3853093,0,2892042,112753471,24,0,39,0,3853030,42,38,0,0,2
44201ICA,157790,84,790555,12544002,0,157859,15,0,0,18,18,0,0,2
44201CHIMBOTENVA_N,725657,0,544988,20051147,24,0,5,0,725628,3,3,0,0,2
44201INDEPE_N,706992,0,530346,29432674,0,0,3,0,706989,37,2,1,36,1
44201AGUAYTIA_N,448387,0,337122,94754790,24,0,3,0,448360,1,1,0,0,2
44201PARAMONGA_N,2458572,0,1846078,70122968,24,0,55,0,2458493,23,20,0,0,2
44202ZAPALLAL,235296,725,1181075,2315377,0,236012,9,0,0,22,1,1,86,1
44202CHILCA1,209201,33,1053230,6975298,0,209114,120,0,0,4,4,0,0,2
44202HUACHO,117329,195,588985,6485074,0,117509,15,0,0,37,2,1,8,1
44202SOCABAYA_N,1687241,0,1266312,58592708,25,0,2,9,1687205,10,4,13,850,1
44202TRUJILLNUEV,142034,1363,726660,11242097,0,143389,8,0,0,3,3,3,4280,2
44202QUENCORO_N,1860853,0,1397940,52672195,24,0,32,4,1860793,7,1,0,0,2
44202MARCONA,5536883,0,4153848,208113673,24,0,12,0,5536847,4,4,3,6486,1
44202HUANUCO_N,1381360,0,1037242,37644403,24,0,6,1,1381329,3,1,0,0,2
44202PIURA2_N,3919227,0,2941770,114444740,24,0,45,0,3919158,52,43,0,0,2
44202ICA,158979,88,796115,12342781,0,159046,21,0,0,33,33,0,0,2
44202CHIMBOTENVA_N,715097,0,537108,19744285,24,0,6,0,715067,7,5,0,0,2
44202INDEPE_N,693438,0,520164,28958173,0,0,3,0,693435,27,1,1,86,1
44202LA_BREA,314649,0,236982,8905451,12,0,9,18,314610,22,4,0,0,2
44202PARAMONGA_N,2408567,0,1808592,68551588,24,0,57,0,2408486,10,7,0,0,2
44203ZAPALLAL,235738,835,1185355,2241936,0,236539,25,9,0,22,1,2,50,1
44203SOCABAYA_N,1690504,0,1269102,58542652,24,0,21,15,1690444,8,4,21,1318,1
44203TRUJILLNUEV,140473,1742,720360,10504080,0,141839,6,370,0,6,6,0,0,2
44203MARCONA,5132125,1,3850368,192451756,22,0,8,6,5132090,13,10,1,4,1
44203PARAGSHA_NVA,183619,351,921825,8970871,0,183964,3,3,0,1,1,1,30,2
44203HUANUCO_N,1368644,0,1027650,37237939,24,0,6,0,1368614,6,4,0,0,2
44203PIURA2_N,3804358,0,2855770,110812962,24,0,55,0,3804279,50,42,0,0,2
44203SANJUAN_N,714986,0,538200,19773832,24,0,4,2,714956,5,1,0,0,2
44203ICA,143009,98,716830,13913638,0,143071,36,0,0,30,26,0,0,2
44203CHIMBOTENVA_N,676042,0,507862,18617062,24,0,10,0,676008,6,6,0,0,2
44203INDEPE_N,834811,0,626190,36627199,0,0,3,0,834808,28,3,2,164,1
44203PARAMONGA_N,2397290,0,1799812,68318274,24,0,31,0,2397235,28,24,0,0,2
44204TRUJILLNUEV,146293,1560,748685,11051601,0,147844,9,0,0,2,2,7,743,2
44204AUCAYACU_N,586381,0,440430,20533881,24,0,3,0,586354,1,1,0,0,2
44204JULIACA_N,159897,0,120988,6158251,24,0,14,2,159857,1,1,0,0,2
44204MARCONA,5599269,1,4200700,208731749,24,0,12,1,5599233,4,3,0,0,2
44204PIURA2_N,3843501,0,2885192,112168755,24,0,59,0,3843418,39,43,1,96,1
44204ICA,154345,94,774750,11687263,0,154401,38,0,0,40,38,4,124,2
44204ZORRITOS_N,885419,0,666212,24644289,24,0,17,0,885378,20,4,0,0,2
44204CHIMBOTENVA_N,677574,0,509028,18677535,24,0,9,0,677541,9,7,0,0,2
44204AGUAYTIA_N,448321,0,337074,94730575,24,0,3,0,448294,2,1,0,0,2
44204PARAMONGA_N,2386431,0,1792028,67973172,24,0,59,0,2386348,16,6,0,0,2
44205ZAPALLAL,234614,725,1177875,2235601,0,235324,9,6,0,11,2,1,4,1
44205CHILCA1,211202,31,1056300,6820031,0,211228,3,2,0,47,4,0,0,2
44205TRUJILLNUEV,146786,1575,752405,10797571,0,148290,6,65,0,2,2,3,50,2
44205MARCONA,5682939,0,4263408,209359766,24,0,8,1,5682906,3,1,0,0,2
44205PIURA2_N,3847405,0,2888634,113307588,24,0,49,11,3847321,38,37,0,0,2
44205DESIERTO,152364,183,762820,4569553,0,152542,3,2,0,11,5,1,6,1
44205ICA,165963,129,834895,11641995,0,166036,48,8,0,12,12,1,2,2
44205CHIMBOTENVA_N,647693,0,486652,17807900,24,0,12,1,647656,2,2,0,0,2
44205INDEPE_N,644799,0,483724,27241009,0,0,3,1,644795,22,2,1,244,2
44205AGUAYTIA_N,453984,0,341384,94802671,24,0,7,1,453952,1,1,0,0,2
44205PARAMONGA_N,2348021,1,1763120,66988481,24,0,47,1,2347950,9,2,0,0,2
44206TOCACHE_N,827173,0,621792,22659990,24,0,3,0,827146,3,2,0,0,2
44206MOLLENDO,89573,297,453445,153155,0,89867,3,0,0,7,6,1,8,1
44206ZAPALLAL,236491,763,1187255,2333289,0,237237,14,3,0,3,1,0,0,2
44206HUACHO,118532,191,594910,6395353,0,118708,15,0,0,3,1,1,8,1
44206TRUJILLNUEV,144602,1492,741420,11054323,0,146076,12,6,0,13,3,0,0,2
44206LANINA_N,2555667,0,1918538,75883321,24,0,8,0,2555635,20,1,0,0,2
44206AUCAYACU_N,560682,0,421194,20205981,24,0,3,0,560655,1,1,0,0,2
44206MARCONA,5566065,0,4175762,208837617,24,0,8,0,5566033,6,5,0,0,2
44206CARABAYLLO,243949,338,1223405,8595466,0,244275,12,0,0,36,4,0,0,2
44206PARAGSHA_NVA,179925,387,903675,8877111,0,180305,3,4,0,2,2,0,0,2
44206HUANUCO_N,1367440,0,1026702,37174414,24,0,3,0,1367413,3,1,0,0,2
44206PIURA2_N,3859783,0,2897132,112862679,24,0,44,0,3859715,32,37,0,0,2
44206ICA,147298,98,739040,14432973,0,147380,14,2,0,6,6,0,0,2
44206MOLLEPATA,2203095,0,1653132,63313685,24,0,3,0,2203068,3,3,0,0,2
44206CHIMBOTENVA_N,683585,1,513484,18808849,24,0,8,0,683554,23,14,0,0,2
44206INDEPE_N,860547,0,645498,37078131,0,0,3,0,860544,26,3,1,36,2
44206AGUAYTIA_N,456722,0,343418,94851252,24,0,5,0,456693,1,1,0,0,2
44206PARAMONGA_N,2358882,0,1770906,67821897,24,0,27,0,2358831,17,7,0,0,2
44206TRUJILLO_N,3382491,0,2538720,105965263,24,0,3,0,3382464,12,4,1,18,1
44207CVERDE,134310,30,671895,5790661,0,134337,3,0,0,1,1,0,0,2
44207TOCACHE_N,879612,3,661212,24115790,24,0,9,0,879582,5,5,2,324,1
44207MOLLENDO,91293,170,470725,167981,0,91392,69,2,0,3,3,3,44,1
44207REPARTICION,57015,357,348137,4178368,2879,54458,35,0,0,2,2,3,140,1
44207CHILCA1,212151,36,1061210,6686229,0,212178,9,0,0,80,18,0,0,2
44207TRUJILLNUEV,142495,1414,730825,11832527,0,143884,25,0,0,8,8,2,130,2
44207MARCONA,5550804,0,4164322,209631495,24,0,10,0,5550770,4,4,0,0,2
44207PARAGSHA_NVA,184634,296,926355,9012938,0,184923,7,0,0,2,2,3,108,2
44207HUANUCO_N,1476437,0,1108518,40197334,24,0,6,0,1476407,2,1,1,6,1
44207PIURA2_N,3633577,0,2727434,103703380,24,0,41,0,3633512,34,32,0,0,2
44207ICA,153442,95,768865,12970187,0,153528,9,0,0,6,6,0,0,2
44207CHIMBOTENVA_N,798340,0,599832,22196892,24,0,26,1,798289,11,9,0,0,2
44207PARAMONGA_N,2520380,0,1892228,73180083,24,0,41,0,2520315,17,5,0,0,2
44208ZAPALLAL,236627,658,1187045,2262190,0,237276,6,3,0,6,1,2,32,1
44208CHILCA1,214106,33,1078100,6232740,0,214010,129,0,0,70,7,0,0,2
44208HUACHO,117470,211,589790,6420754,0,117672,9,0,0,40,6,3,14,1
44208TRUJILLNUEV,150729,1428,776300,10368751,0,152108,41,8,0,5,5,0,0,2
44208AUCAYACU_N,560265,3,420946,20085283,24,0,3,4,560237,2,2,0,0,2
44208JULIACA_N,156428,0,118186,5951302,24,0,3,1,156400,1,1,0,0,2
44208MARCONA,5565966,1,4175638,207858031,24,0,7,0,5565936,5,4,0,0,2
44208PARAGSHA_NVA,184112,341,924150,8951739,0,184435,8,10,0,1,1,2,64,2
44208PIURA2_N,3579105,0,2686664,103122785,24,0,41,0,3579040,47,47,0,0,2
44208ICA,185725,79,929490,8295005,0,185795,9,0,0,15,15,0,0,2
44208CHIMBOTENVA_N,609775,0,458222,16791392,24,0,14,0,609737,4,2,0,0,2
44208INDEPE_N,383433,0,287670,16256230,0,0,3,0,383430,60,8,0,0,2
44208CHAVARRIA_N,873402,4,656510,24598783,24,0,11,0,873371,7,3,1,6,1
44208AGUAYTIA_N,452984,0,340582,94731881,24,0,3,1,452956,1,1,0,0,2
44208PARAMONGA_N,2294551,0,1722930,67115467,24,0,45,0,2294482,13,8,0,0,2
44209CVERDE,135781,12,679070,5806067,0,135790,3,0,0,2,1,0,0,2
44209AZANGARO,211714,20,1058835,2190739,0,211731,3,0,0,1,1,0,0,2
44209ZAPALLAL,235857,612,1183240,2266629,0,236452,9,8,0,6,1,1,18,1
44209CHILCA1,215216,29,1083210,6079292,0,215130,115,0,0,70,16,0,0,2
44209HUACHO,117134,271,589515,6363235,0,117299,100,6,0,6,1,0,0,2
44209TRUJILLNUEV,151622,1481,774745,10922730,0,153095,8,0,0,2,2,0,0,2
44209QUENCORO_N,1762740,0,1323762,49827360,24,0,3,0,1762713,2,2,0,0,2
44209MARCONA,5573542,0,4181418,207260045,24,0,9,0,5573509,6,6,0,0,2
44209HUANUCO_N,1362540,0,1023066,37035207,24,0,3,0,1362513,3,1,0,0,2
44209PIURA2_N,3716456,0,2789936,108060526,24,0,54,2,3716376,52,55,0,0,2
44209ICA,194617,67,973910,6977925,0,194666,18,0,0,10,9,0,0,2
44209INDEPE_N,279008,0,209346,12223764,0,0,3,0,279005,14,2,0,0,2
44209LA_BREA,274281,1,206530,7855977,10,0,10,17,274245,13,4,0,0,2
44209PARAMONGA_N,2170072,0,1629452,65481808,24,0,35,0,2170013,11,7,0,0,2
44209COTARUSE_N,1614468,0,1211508,52040985,24,0,3,0,1614441,9,5,0,0,2
44210TOCACHE_N,645899,0,486126,17884159,24,0,3,0,645872,4,4,1,234,1
44210CHILCA1,214842,29,1081270,6176168,0,214756,115,0,0,4,2,1,6,2
44210TRUJILLNUEV,146523,1370,749285,11130830,0,147888,5,0,0,5,5,1,11,2
44210MARCONA,5560801,5,4171836,206982605,24,0,14,0,5560768,7,7,0,0,2
44210CARABAYLLO,244882,326,1228780,8614257,0,245183,25,0,0,58,1,1,6,1
44210PARAGSHA_NVA,181490,415,911795,8820844,0,181899,3,3,0,2,2,2,36,2
44210HUANUCO_N,1356193,0,1018332,36877843,24,0,6,0,1356163,6,2,1,2,1
44210PIURA2_N,3749112,0,2814420,109381751,24,0,60,0,3749028,57,57,0,0,2
44210TINGOM_ETS_N,426651,0,321032,32067068,24,0,5,0,426622,9,1,1,3,1
44210ICA,193037,64,965825,7283163,0,193088,13,0,0,27,27,1,2,2
44210CHIMBOTENVA_N,692430,3,520180,19084261,24,0,11,2,692396,8,6,0,0,2
44210INDEPE_N,281907,0,211518,12501240,0,0,3,0,281904,36,1,7,34,1
44210PARAMONGA_N,2137478,0,1604920,64677137,24,0,31,0,2137423,9,7,0,0,2
44211HUACHO,114933,213,577230,6522432,0,115122,22,2,0,37,5,1,6,1
44211AUCAYACU_N,579725,0,435496,20451443,24,0,3,1,579697,1,1,0,0,2
44211MARCONA,5571666,3,4179968,207293576,24,0,10,1,5571634,3,1,0,0,2
44211HUANUCO_N,1323361,0,993814,35945931,24,0,9,1,1323327,3,1,1,30,1
44211PIURA2_N,3755734,0,2819504,110115492,24,0,64,1,3755645,82,87,0,0,2
44211ICA,194546,70,973940,7233091,0,194584,30,2,0,19,18,0,0,2
44211CHIMBOTENVA_N,695806,0,522748,19215449,24,0,11,2,695769,5,3,0,0,2
44211INDEPE_N,294154,0,220924,12987509,0,0,15,1,294138,63,1,7,36,1
44211LA_BREA,278466,0,209446,7911163,10,0,1,11,278444,11,1,0,0,2
44212AZANGARO,210053,82,1051145,2148313,0,210132,3,0,0,4,1,0,0,2
44212CHILCA1,215737,26,1078990,6259503,0,215755,8,0,0,47,1,2,10,2
44212HUACHO,116469,287,586445,6465596,0,116657,97,2,0,13,2,0,0,2
44212TRUJILLNUEV,146975,1377,750645,11146540,0,148349,3,0,0,2,2,0,0,2
44212MARCONA,5571764,0,4179974,207426748,24,0,8,0,5571732,5,5,0,0,2
44212HUANUCO_N,1319685,0,990920,35858212,23,0,6,0,1319656,7,4,2,1422,2
44212PIURA2_N,3794093,0,2848624,111548397,24,0,94,0,3793975,34,31,0,0,2
44212ICA,197909,68,990470,7186384,0,197955,22,0,0,27,27,1,174,2
44212CHIMBOTENVA_N,698870,2,524986,19306757,24,0,12,0,698836,5,3,0,0,2
44212PARAMONGA_N,2072498,0,1555864,62880309,24,0,7,0,2072467,18,10,0,0,2
44212CHICLAYO_N,1644300,0,1234236,58354768,24,0,3,0,1644273,52,30,0,0,2
44212TRUJILLO_N,3469955,0,2604272,106848901,24,0,5,0,3469926,6,4,3,337,1
44213TOCACHE_N,596682,0,449484,16522914,24,0,3,0,596655,8,2,0,0,2
44213CHILCA1,211551,41,1063370,6683671,0,211536,50,6,0,79,14,4,388,2
44213HUACHO,115294,207,579045,6686200,0,115469,32,0,0,46,5,1,10,1
44213TRUJILLNUEV,143468,1506,734690,11026587,0,144969,5,0,0,30,8,1,102,2
44213AUCAYACU_N,579229,0,435096,20436970,24,0,3,0,579202,4,4,0,0,2
44213PARAGSHA_NVA,183937,315,923085,8981307,0,184249,3,0,0,2,2,0,0,2
44213HUANUCO_N,1396046,0,1048442,38003530,25,0,9,1,1396011,3,1,0,0,2
44213PIURA2_N,3577371,0,2685328,103872155,24,0,40,0,3577307,10,9,0,0,2
44213TINGOM_ETS_N,428937,0,322692,32168106,24,0,3,0,428910,3,2,1,6,1
44213ICA,162481,81,815505,12071986,0,162529,31,2,0,9,9,0,0,2
44213CHIMBOTENVA_N,726206,0,545438,20084829,24,0,8,0,726174,16,8,0,0,2
44213INDEPE_N,722209,0,541768,31004569,0,0,3,1,722205,69,6,6,1043,2
44213AGUAYTIA_N,451222,0,339240,94761976,24,0,3,0,451195,1,1,0,0,2
44213PARAMONGA_N,2201970,0,1653402,65644078,24,0,39,0,2201907,18,6,0,0,2
44214CHILCA1,208981,59,1054000,6814865,0,208890,127,23,0,46,17,0,0,2
44214TRUJILLNUEV,144241,1446,740965,11068414,0,145644,32,11,0,3,3,1,14,2
44214AUCAYACU_N,626559,0,470696,21201223,24,0,11,0,626524,1,1,0,0,2
44214PUNO_N,381895,0,287632,12478747,24,0,4,0,381867,5,1,0,0,2
44214MARCONA,5613494,0,4211204,210094956,23,0,3,0,5613468,11,3,0,0,2
44214PARAGSHA_NVA,184696,292,926685,9120611,0,184983,5,0,0,8,8,1,31671,2
44214HUANUCO_N,1460491,0,1096536,39912683,24,0,6,0,1460461,3,1,2,32335,2
44214PIURA2_N,3566550,0,2676812,102224578,24,0,17,0,3566509,36,37,0,0,2
44214PLANICIE,206103,231,1033105,6622685,0,206331,3,0,0,5,1,2,31677,1
44214ICA,155688,78,780455,12796852,0,155754,12,0,0,17,14,1,31899,2
44214CHIMBOTENVA_N,771792,0,579802,21381908,24,0,19,0,771749,4,2,0,0,2
44214INDEPE_N,812084,0,609794,33651277,0,0,32,9,812043,24,2,2,31701,2
44214CHAVARRIA_N,858853,1,645768,24445931,25,0,5,0,858824,15,8,0,0,2
44214AGUAYTIA_N,449419,0,337922,94795269,24,0,5,0,449390,3,3,0,0,2
44214PARAMONGA_N,2306792,0,1732090,67674716,24,0,43,0,2306725,11,7,0,0,2
44214CHICLAYO_N,1742331,0,1307958,61987866,24,0,15,0,1742292,66,32,0,0,2
44215CHILCA1,209238,30,1049820,6663432,0,209194,72,2,0,43,11,0,0,2
44215HUACHO,114686,155,575230,6559663,0,114836,3,2,0,28,4,1,8,1
44215VENTANILLA,195800,308,982425,6868158,0,196099,7,2,0,5,1,0,0,2
44215TRUJILLNUEV,141893,1379,726360,10952381,0,143254,6,12,0,3,3,0,0,2
44215MARCONA,5533758,1,4151810,205763588,25,0,25,1,5533708,1,1,0,0,2
44215PIURA2_N,3769119,0,2829214,110676483,24,0,45,1,3769049,47,53,0,0,2
44215ICA,162997,80,820130,11618260,0,163054,21,2,0,9,9,0,0,2
44215CHIMBOTENVA_N,690849,0,518948,19109055,24,0,7,1,690817,6,4,0,0,2
44215INDEPE_N,714214,0,535768,29352561,0,0,3,1,714210,11,1,0,0,2
44215AGUAYTIA_N,451585,0,339622,94773092,24,0,9,1,451551,2,2,0,0,2
44215PARAMONGA_N,2240343,0,1682246,65401792,24,0,37,1,2240281,34,13,1,1092,2
44215CHICLAYO_N,1591438,0,1196452,56092694,24,0,135,1,1591278,50,31,0,0,2
44216CHILCA1,205994,28,1034060,6909684,0,205956,66,0,0,3,3,0,0,2
44216HUACHO,115529,250,580940,6582973,0,115716,61,2,0,21,2,0,0,2
44216TRUJILLNUEV,138528,1433,708830,11715522,0,139955,6,0,0,32,12,1,76,2
44216AUCAYACU_N,573220,0,430590,20348935,24,0,3,0,573193,5,5,0,0,2
44216PIURA2_N,3966727,0,2977636,117531909,24,0,61,0,3966642,26,24,0,0,2
44216ICA,159025,80,796810,12315959,0,159093,12,0,0,25,25,0,0,2
44216CHIMBOTENVA_N,755314,2,567364,20939483,24,0,14,1,755277,4,2,0,0,2
44216INDEPE_N,788030,0,591108,32409464,0,0,3,0,788027,38,1,0,0,2
44216AGUAYTIA_N,451759,0,339700,94760995,24,0,7,0,451728,1,1,0,0,2
44216PARAMONGA_N,2234828,0,1678662,66279958,23,0,72,4,2234729,7,5,0,0,2
44216CHICLAYO_N,1704645,0,1280866,60462701,24,0,103,0,1704518,16,2,0,0,2
44216TRUJILLO_N,3591243,0,2695064,109515498,24,0,11,0,3591208,6,5,3,148,1
44217TOCACHE_N,591021,0,444714,16217739,24,0,3,0,590994,3,3,0,0,2
44217CHILCA1,206785,27,1034210,6898428,0,206806,6,0,0,11,7,0,0,2
44217TRUJILLNUEV,138339,1537,714790,11579707,0,139831,40,5,0,38,14,0,0,2
44217AUCAYACU_N,578687,0,434842,20407938,24,0,13,0,578650,3,3,0,0,2
44217MARCONA,5542311,0,4157820,208488590,24,0,3,0,5542284,12,8,0,0,2
44217PARAGSHA_NVA,179686,334,902115,8844932,0,180017,3,0,0,17,16,6,204,2
44217HUANUCO_N,1427716,0,1071966,38899631,24,0,3,0,1427689,5,2,2,1114,1
44217PIURA2_N,3935432,0,2953676,116145139,24,0,29,0,3935379,64,53,0,0,2
44217ICA,155928,95,781595,12594507,0,155991,32,0,0,49,43,1,166,2
44217CHIMBOTENVA_N,762651,0,572776,21160865,24,0,7,0,762620,11,9,0,0,2
44217INDEPE_N,800982,0,600964,33457685,0,0,13,0,800969,29,1,12,174,1
44217AGUAYTIA_N,452234,0,340040,94765689,24,0,5,0,452205,1,1,0,0,2
44217PARAMONGA_N,2316376,0,1738930,67515518,24,0,19,0,2316333,16,6,0,0,2
44217CHICLAYO_N,1742154,0,1308050,62145804,24,0,35,0,1742095,44,29,0,0,2
44217TRUJILLO_N,3101727,2,2328388,99148904,24,0,14,7,3101684,11,4,0,0,2
44218HUACHO,115114,182,577780,6693891,0,115275,21,0,0,14,2,0,0,2
44218TRUJILLNUEV,146543,1471,752835,11254531,0,147973,41,0,0,1,1,1,127,2
44218AUCAYACU_N,578728,1,434818,20388133,24,0,11,0,578694,2,1,0,0,2
44218MARCONA,5539143,5,4155622,208017967,24,0,16,0,5539108,1,1,0,0,2
44218PARAGSHA_NVA,183727,411,923210,9066671,0,184106,20,12,0,17,12,9,390,2
44218HUANUCO_N,1412370,0,1060502,38530992,24,0,8,0,1412338,5,2,0,0,2
44218PIURA2_N,3777737,0,2835976,110740539,24,0,67,0,3777646,50,40,0,0,2
44218MOQUEGUA_N,0,0,0,0,0,0,0,0,0,4,4,14,7642,2
44218ICA,159357,88,800605,12734875,0,159382,60,3,0,34,33,0,0,2
44218CHIMBOTENVA_N,710690,0,533930,19668423,24,0,14,0,710652,9,7,0,0,2
44218INDEPE_N,733696,0,550350,30395865,0,0,3,0,733693,43,1,6,40,1
44218AGUAYTIA_N,449577,0,338036,94764103,24,0,5,0,449548,3,3,0,0,2
44218PARAMONGA_N,2254137,0,1692474,64286407,24,0,39,0,2254074,14,5,0,0,2
44218CHICLAYO_N,1650318,0,1240000,58490869,24,0,91,0,1650203,52,31,0,0,2
44219ZAPALLAL,227691,622,1141975,2329133,0,228310,3,0,0,3,1,0,0,2
44219CHILCA1,206596,29,1033200,6877954,0,206622,3,0,0,41,1,0,0,2
44219TRUJILLNUEV,145481,1476,745060,11208905,0,146941,4,12,0,9,6,4,188,2
44219MARCONA,5455430,0,4092712,207130755,24,0,4,0,5455402,14,9,0,0,2
44219HUANUCO_N,1403239,0,1053626,38243403,24,0,8,0,1403207,6,2,0,0,2
