Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082123,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D6_CORTB,,SE-4547,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082315,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,UAD,FLL,COM,BAHIA,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,,,,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082096,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,L-1136,ST-4480,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082041,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,SE-4127,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082D16,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D7_CORTA,,UAD,BAHIA,LOCAL,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082G21,TRUJILL,NOR,10,,,,,,,,,,,,,,,,,,,,BC-20,FLL,COM,RELE,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082E05,TRUJILL,NOR,10,,,,,,,,,,,,,,,,,,,,TN-8,UAD,BAHIA,LOCAL,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082040,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,89,SE-4125,LOC/REM,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082122,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D6_CORTB,,52,MANDO,LOC/REM,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,22304116,STATUS_IN-ESP,,,,,,,,,,,,,,,,,,,,,STATUS_IN-4252,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082862,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D5_CORTA,,UAD,BAHIA,LOCAL,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,22304108,STATUS_IN-ESP,,,,,,,,,,,,,,,,,,,,,STATUS_IN-4054,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082077,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,89,SE-4117,LOC/REM,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082078,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,SE-4113,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082F99,TRUJILL,NOR,10,,,,,,,,,,,,,,,,,,,,BC-20,UAD,BAHIA,LOCAL,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082076,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,SE-4117,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082613,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTB,,UAD,BAHIA,LOCAL,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082075,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,52,MANDO,LOC/REM,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082201,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTC,25,FLL,COM,RELE,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082B50,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D6_CORTB,,UAD,BAHIA,LOCAL,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082037,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,IN-4054,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082038,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,52,MANDO,LOC/REM,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082039,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,SE-4125,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082318,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D2_CORTB,UAD,BAHIA,LOCAL,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082080,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,89,SE-4109,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082121,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D6_CORTB,IN-4252,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082079,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,89,SE-4113,LOC/REM,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082F02,TRUJILL,NOR,10,,,,,,,,,,,,,,,,,,,,TN-8,FLL,COM,RELE,,,,,,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082G85,TRUJILL,NOR,10,,,,,,,,,,,,,,,,,,,,TZ-15,FLL,COM,RELE,,,,,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082059,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D1_CORTB,25,FLL,COM,RELE,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082092,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D1_CORTA,UAD,FLL,COM,BAHIA,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082507,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,T81-121,P1,FLL,COM,RELE,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082566,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,T81-121,P2,FLL,COM,RELE,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082610,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTB,,UAD,FLL,COM,BAHIA,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082905,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D5_CORTC,,,UAD,FLL,COM,BAHIA,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082B06,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,L-1139,P2,FLL,COM,RELE,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,01082H16,TRUJILL,NOR,SSAA,,,,,,,,,,,,,,,,,,CASETA-1,UAD,FLL,COM,BAHIA,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,17:10:56,,,03082100,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D1_CORTA,TENSION,V-RS,,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3,,,,,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082162,TRUJILL,NOR,220,,,,,,,,,,,,,,,,,,,L-2291,52,MANDO,LOC/REM,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082859,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D5_CORTA,,UAD,FLL,COM,BAHIA,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,,,,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082589,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,UAD,BAHIA,LOCAL,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,LOCAL,,,,,,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082081,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D4_CORTA,89,SE-4109,LOC/REM,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,02082125,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,D6_CORTB,,SE-4549,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INDETERMINADO,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:10:56,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:10:56,,,01082269,TRUJILL,NOR,138,,,,,,,,,,,,,,,,,,,L-1119,P2,FLL,COM,RELE,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
